Target_genes	Junb|Average	SRX520196|3T3-L1	SRX10652554|CD4+_T_cells	SRX974255|CD4+_T_cells	SRX974256|CD4+_T_cells	SRX437450|CD8+_T_cells	SRX671663|Cortical_neuron	SRX671668|Cortical_neuron	SRX122410|Dendritic_Cells	SRX122411|Dendritic_Cells	SRX122412|Dendritic_Cells	SRX122413|Dendritic_Cells	SRX122414|Dendritic_Cells	SRX122415|Dendritic_Cells	SRX122416|Dendritic_Cells	SRX122417|Dendritic_Cells	SRX3380971|Dendritic_Cells	SRX3380972|Dendritic_Cells	SRX3380973|Dendritic_Cells	SRX390506|Dendritic_Cells	SRX197289|Macrophages	SRX197290|Macrophages	SRX2417357|Macrophages	SRX2417358|Macrophages	SRX2417359|Macrophages	SRX2901290|Macrophages	SRX2901291|Macrophages	SRX2901292|Macrophages	SRX2901293|Macrophages	SRX2901294|Macrophages	SRX3723668|Neutrophils	SRX3723669|Neutrophils	SRX3723671|Neutrophils	SRX3723672|Neutrophils	SRX6437850|Pancreatic_adenocarcinoma	SRX9344838|RAW_264.7	SRX9344839|RAW_264.7	SRX9344840|RAW_264.7	SRX9344876|RAW_264.7	SRX9344877|RAW_264.7	SRX9344878|RAW_264.7	SRX9344879|RAW_264.7	SRX9344880|RAW_264.7	SRX9344881|RAW_264.7	SRX9344882|RAW_264.7	SRX9344883|RAW_264.7	SRX9344884|RAW_264.7	SRX9344885|RAW_264.7	SRX9344886|RAW_264.7	SRX9344887|RAW_264.7	SRX172345|Th17_Cells	SRX2145549|Th17_Cells	SRX2145550|Th17_Cells	SRX2773918|Th17_Cells	SRX2773920|Th17_Cells	SRX18275256|Th2_Cells	SRX18275258|Th2_Cells	SRX4891576|Treg	STRING
Rbfa	33.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	238	142	119	0	147	0	115	433	423	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	123	0	0	0	0	0	0	0	0	0
Lemd3	33.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	388	0	0	0	0	0	100	345	384	0	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	185	234	0	0	0	0	0	0	0	0	0
Apoa5	33.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	388	299	0	0	0	0	169	0	0	0	0	121	0	0	128	198	0	0	0	0	160	189	0	0	0	0	94	0	0	0	0
Afg3l2	33.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	343	0	0	0	0	0	0	358	550	0	0	0	0	0	0	0	0	0	0	0	0	181	129	0	0	0	0	235	113	0	0	0	0	0	0	0	0	0
Wdr75	33.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	200	194	0	0	0	0	270	0	0	0	149	218	0	0	160	277	0	0	0	0	166	170	0	0	0	0	0	0	0	0	0
Asb6	33.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	0	0	0	0	0	250	0	0	0	191	192	0	0	138	355	0	0	0	0	305	238	0	0	0	0	0	0	0	0	0
Mxd1	33.45614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	252	257	0	0	0	0	455	0	0	0	0	0	0	0	173	132	0	0	0	0	370	180	0	0	0	0	0	0	0	0	0
Med23	33.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	122	230	244	0	0	0	0	410	0	0	0	133	146	0	0	141	78	0	0	0	0	154	111	0	0	0	0	137	0	0	0	0
3110082I17Rik	33.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	291	0	0	0	0	150	0	0	0	195	136	0	0	134	194	0	0	0	0	196	309	0	0	0	0	0	0	0	0	0
Sos1	33.421053	157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	260	0	0	0	0	0	0	0	133	0	0	0	0	243	0	0	0	134	0	0	0	224	179	0	0	0	0	295	280	0	0	0	0	0	0	0	0	0
Ing5	33.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	173	240	213	0	0	0	0	149	0	0	0	137	140	104	0	114	169	0	0	0	0	168	153	0	0	0	0	0	0	0	0	0
Gtf3c6	33.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	159	0	0	0	0	144	0	0	101	186	0	0	0	75	92	0	0	0	0	101	95	0	0	0	197	541	0	0	0	0
Dtymk	33.421053	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	0	0	0	173	240	213	0	0	0	0	149	0	0	0	137	140	104	0	114	169	0	0	0	0	168	153	0	0	0	0	0	0	0	0	0
Gdpd5	33.403509	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	152	0	0	0	0	0	0	0	0	216	162	0	0	162	229	0	0	0	100	364	316	0	0	0	0	0	0	0	0	0
Map6	33.385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	341	538	0	0	0	0	0	0	0	0	0	0	0	0	218	337	0	0	0	0	167	158	0	0	0	0	0	0	0	0	0
Gm4981	33.385965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	108	114	0	101	0	0	0	0	132	0	0	0	227	189	123	148	0	0	195	140	0	0	0	0	0	0	0	0	0	149	133	0	0
Zdhhc6	33.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	251	360	0	0	0	0	134	0	0	0	87	99	0	0	223	83	0	0	0	0	189	226	0	0	0	0	123	0	0	0	0
Vti1a	33.333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	0	251	360	0	0	0	0	134	0	0	0	87	99	0	0	223	83	0	0	0	0	189	226	0	0	0	0	123	0	0	0	0
Nap1l1	33.315789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	126	0	0	0	0	0	0	0	0	251	222	0	0	199	189	0	0	0	0	356	304	0	0	0	0	120	0	0	0	0
Ube2d3	33.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	144	175	0	0	0	0	178	0	0	0	113	117	0	0	278	170	0	0	0	0	135	385	0	0	0	0	203	0	0	0	0
Rgs18	33.298246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	121	220	0	0	0	0	581	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mt1	33.280702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	0	100	291	229	0	0	0	0	111	0	0	0	350	333	0	0	96	116	0	0	0	0	146	0	0	0	0	0	0	0	0	0	0
Mt3	33.263158	0	0	0	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	132	0	0	0	0	0	0	300	0	0	517	702	0	114	0	0
Med6	33.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	144	0	0	153	209	0	0	0	0	372	0	0	0	260	100	0	0	0	149	0	0	228	0	0	111	0	0	0	0	0	0	0	0	0
Apol9a	33.263158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	392	0	0	0	0	0	0	0	166	390	0	0	0	0	208	258	160	0	0	0	166	0	0	0	0
Ear4	33.245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	592	643	0	0	0	0	0	0	0	0	0	0	0	0	213	203	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
Ear14	33.245614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	103	592	643	0	0	0	0	0	0	0	0	0	0	0	0	213	203	0	0	0	0	141	0	0	0	0	0	0	0	0	0	0
Pacs1	33.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	243	208	0	0	246	321	0	0	0	0	340	300	0	0	0	0	0	0	0	0	0
Muc4	33.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	464	564	0	0	0	0	510	356	0	0	0	0	0	0	0	0	0
Fam168b	33.22807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	122	0	0	0	0	0	0	0	0	0	390	332	0	0	0	0	0	0	0	0	87	0	0	0	131	0	0	0	0	0	407	213	0	0	0	0	0	0	0	0	0
Slc16a12	33.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	120	0	0	0	0	0	0	0	0	105	128	0	0	289	319	0	0	120	0	473	339	0	0	0	0	0	0	0	0	0
Prorsd1	33.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	0	326	152	0	0	161	150	0	0	156	98	164	138	0	0	0	0	272	0	0	0	0
Plekha2	33.210526	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	0	0	0	0	0	0	254	239	0	0	0	0	0	0	0	0	0	0	0	0	127	151	0	0	0	0	259	204	0	0	0	213	290	0	0	0	0
Vps26a	33.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	138	220	0	0	0	0	75	0	0	0	0	0	0	0	183	212	0	0	0	0	341	245	0	0	0	118	207	0	0	0	0
Mrpl34	33.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	161	162	239	0	0	0	0	313	0	0	0	143	123	0	0	190	149	0	0	0	0	161	164	0	0	0	0	0	0	0	0	0
Abhd8	33.192982	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	161	162	239	0	0	0	0	313	0	0	0	143	123	0	0	190	149	0	0	0	0	161	164	0	0	0	0	0	0	0	0	0
Xpa	33.122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	163	0	0	0	0	0	0	0	164	336	0	0	0	0	309	251	0	0	0	303	362	0	0	0	0
Lyl1	33.122807	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	431	433	0	0	0	0	0	0	0	0	132	147	0	0	158	233	0	0	0	0	186	168	0	0	0	0	0	0	0	0	0
Serp2	33.105263	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	0	0	0	0	117	0	0	0	0	0	0	0	472	476	0	0	0	0	194	248	0	0	0	0	0	0	0	0	0
Arsa	33.105263	286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	297	0	0	0	0	0	0	0	0	0	0	0	0	1191	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef40	33.105263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	275	0	0	0	0	274	0	0	0	113	0	0	0	238	250	0	0	0	0	251	243	0	0	0	0	0	0	0	0	0
Sh3bp1	33.087719	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	89	167	0	0	0	118	0	0	0	0	0	94	212	253	0	0	0	0	0	0	0	0	0	0	0	0	141	0	0	0	0	0	265	155	191	0	0	0	201	0	0	0	0
Aven	33.070175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	223	0	0	0	0	0	0	0	0	209	255	0	0	182	189	0	0	174	0	154	163	0	0	0	0	0	0	0	0	0
Orc5	33.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	159	124	0	0	314	339	0	0	0	0	254	309	0	0	0	0	110	0	0	0	0
Abcb1b	33.052632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	166	128	0	0	0	0	187	0	0	0	182	120	0	0	228	191	0	0	0	0	161	307	0	0	0	0	214	0	0	0	0
Ptger1	33.017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	0	0	0	0	0	0	124	117	0	0	0	0	97	101	0	0	0	500	609	76	116	0	0
Gtpbp3	33.017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	226	252	0	0	146	222	0	0	0	0	186	119	232	0	0	223	117	0	0	0	0
Ano8	33.017544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	159	0	0	0	0	0	0	0	0	226	252	0	0	146	222	0	0	0	0	186	119	232	0	0	223	117	0	0	0	0
Aipl1	33.017544	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	199	0	0	0	0	0	0	0	0	0	0	0	0	171	200	0	0	160	0	325	322	0	0	0	0	0	0	0	0	0
Slc48a1	33.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	257	184	0	0	0	0	0	0	0	0	122	0	0	0	246	358	0	0	0	0	350	364	0	0	0	0	0	0	0	0	0
Rnf187	33.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	103	0	0	0	0	249	0	0	0	204	128	0	0	201	217	0	0	0	0	240	214	0	0	0	0	154	0	0	0	0
Tbc1d30	32.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	336	0	0	0	0	0	0	0	0	0	0	0	0	0	187	0	0	0	0	0	115	0	0	0	462	594	0	0	0	0
Plekho2	32.982456	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	321	254	0	0	0	0	152	0	0	0	141	91	0	0	0	108	0	0	0	0	310	262	0	0	0	0	137	0	0	0	0
Ube3c	32.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	264	193	147	0	186	370	0	0	0	0	252	222	0	0	0	0	0	0	0	0	0
Snx16	32.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	97	0	267	143	0	0	0	0	103	0	0	0	301	98	0	0	195	164	0	0	0	0	229	169	0	0	0	0	0	0	0	0	0
Sez6	32.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	712	0	0	0	0	441	428	0	0	0	0	0	0	0	0	0
Ptpn4	32.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	868	810	75	0	0	0
Olfr222	32.964912	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	153	323	226	0	0	0	0	0	0	0	0	92	0	0	0	281	256	0	0	0	0	315	233	0	0	0	0	0	0	0	0	0
Hip1r	32.964912	522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	99	0	0	0	0	0	0	0	288	342	0	0	0	0	319	309	0	0	0	0	0	0	0	0	0
Rab10	32.947368	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	98	0	0	0	0	196	0	0	0	120	149	0	0	163	106	0	0	0	0	170	248	0	0	0	234	233	0	0	0	0
Mael	32.912281	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	454	480	0	0	0	0	420	383	0	0	0	0	0	0	0	0	0
Tmem30b	32.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	194	0	0	0	0	0	0	0	0	0	0	0	0	336	510	0	0	0	0	236	328	0	0	0	0	0	0	0	0	0
Cuedc1	32.894737	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	130	0	0	0	0	0	0	0	74	0	0	0	0	0	171	80	0	0	0	602	732	0	0	0	0
Igf2r	32.859649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	165	146	0	0	0	0	0	0	0	0	0	0	0	0	289	252	0	0	0	0	402	380	0	0	0	101	138	0	0	0	0
Cxcl9	32.859649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	178	0	0	0	158	0	117	0	0	0	0	255	289	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0	0	0	0	158	237	0	0	0	0	0	0	0	0	0
Tmem198	32.842105	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	210	171	0	0	290	318	0	0	0	0	132	213	0	0	0	0	0	0	0	0	0
Chpf	32.842105	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	0	0	0	210	171	0	0	290	318	0	0	0	0	132	213	0	0	0	0	0	0	0	0	0
Pde1b	32.824561	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	453	461	163	0	0	0	0	0	0	0	0	0	266	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	191	0	0	0	0
Rcsd1	32.807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	310	0	0	0	0	0	0	0	0	0	0	0	0	242	190	0	0	0	0	399	365	0	0	0	0	0	0	0	0	0
Ccm2	32.807018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	258	320	0	0	0	0	80	0	0	0	102	0	0	0	0	147	0	0	0	0	124	169	0	0	0	373	297	0	0	0	0
Fbxo7	32.789474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	0	196	111	0	0	206	201	0	0	0	0	229	167	0	0	0	328	274	0	0	0	0
Arid1b	32.736842	0	149	0	164	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	111	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	606	0	0	0	0
Naglu	32.719298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292	265	0	0	0	0	161	0	0	0	251	275	0	0	91	218	0	0	0	0	202	110	0	0	0	0	0	0	0	0	0
Olfr16	32.701754	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	494	0	0	0	0	0	0	0	265	387	0	0	0	0	369	191	0	0	0	0	0	0	0	0	0
Olfml3	32.701754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	292	0	0	0	0	0	0	0	0	0	0	0	0	210	252	0	0	0	0	436	545	0	0	0	0	0	0	0	0	0
Gpd2	32.684211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	0	0	0	0	0	139	129	0	0	0	0	101	0	0	0	0	0	0	0	174	114	0	0	0	0	302	298	0	0	0	197	261	0	0	0	0
Siah3	32.649123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	170	0	0	0	0	0	0	0	0	0	0	0	0	189	353	0	0	0	0	191	177	284	0	0	0	260	0	0	0	0
Arl2	32.649123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	147	0	0	0	0	503	0	0	0	209	159	0	0	138	186	0	0	0	0	217	176	0	0	0	0	0	0	0	0	0
Trps1	32.631579	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	96	0	0	0	0	0	0	0	0	163	147	80	0	141	343	0	0	0	0	423	287	0	0	0	0	0	0	0	0	0
Reps1	32.614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	225	385	230	0	0	0	0	490	0	0	0	148	0	0	0	0	0	0	0	0	0	115	111	0	0	0	0	0	0	0	0	0
Edem2	32.614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	300	0	0	0	0	0	0	203	241	0	0	0	0	0	0	0	0	213	259	0	0	112	273	0	0	0	0	140	118	0	0	0	0	0	0	0	0	0
Dnaaf2	32.614035	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	224	0	0	0	443	0	184	145	0	0	0	240	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	145	0	0	0	0	0	0	0	0	0
Rpl14	32.596491	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	210	275	0	0	0	0	0	0	0	0	200	166	0	0	114	183	0	0	0	0	275	223	0	0	0	0	0	0	0	0	0
Crppa	32.596491	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	925	814	0	0	0	0
Trrap	32.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	158	0	0	303	360	0	0	0	128	338	306	0	0	0	0	0	0	0	0	0
Tekt2	32.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	106	0	0	0	318	338	0	0	0	0	349	461	0	0	0	0	175	0	0	0	0
Ccnt1	32.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	325	0	0	0	0	259	0	0	0	100	0	0	0	195	160	0	0	0	0	271	264	0	0	0	0	0	0	0	0	0
Adprhl2	32.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	106	0	0	0	318	338	0	0	0	0	349	461	0	0	0	0	175	0	0	0	0
4930415O20Rik	32.578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	283	325	0	0	0	0	259	0	0	0	100	0	0	0	195	160	0	0	0	0	271	264	0	0	0	0	0	0	0	0	0
Rnf169	32.561404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	120	278	0	0	0	0	0	0	0	0	76	121	0	0	131	357	0	0	0	0	304	225	0	0	0	0	0	0	0	0	0
Phlpp1	32.561404	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	264	0	0	0	0	192	0	0	0	196	131	0	0	280	234	0	0	0	0	96	105	0	0	0	0	0	0	0	0	0
Ddx56	32.561404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	108	372	254	0	0	0	0	196	0	0	0	157	93	0	0	115	155	0	0	0	0	133	139	0	0	0	0	134	0	0	0	0
Ubxn2a	32.54386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	173	170	0	0	0	0	0	0	0	0	0	0	0	0	229	294	0	0	0	0	541	448	0	0	0	0	0	0	0	0	0
Tsc22d1	32.54386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	273	241	0	0	216	387	0	0	0	0	308	297	0	0	0	0	0	0	0	0	0
Saa3	32.508772	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	938	0	0	0	0	0	0	198	251	0	0	0	0	122	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	77	0	0	0	0
Hpf1	32.508772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	287	0	0	0	0	0	0	0	0	0	0	0	0	290	202	0	0	0	0	270	181	0	0	0	274	161	0	0	0	0
Ago4	32.508772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	129	0	231	0	124	128	193	414	275	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	130	116	0	0	0	0	0	0	0	0	0
Klf9	32.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	61	0	0	0	0	0	0	225	0	0	0	0	0	522	0	0	0	204	182	0	0	0	62	0	0	0	98	166	165	0	0	0	0	167	0	0	0	0
Bst2	32.491228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	395	234	0	0	0	0	0	0	0	0	0	0	0	0	299	305	0	0	0	0	331	187	0	0	0	0	101	0	0	0	0
Tmem62	32.473684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	669	0	0	0	190	171	0	0	170	211	0	0	0	0	202	165	0	0	0	0	73	0	0	0	0
Tulp2	32.45614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	165	0	0	0	0	197	0	0	0	107	0	0	0	236	290	0	0	0	0	314	393	0	0	0	0	0	0	0	0	0
Srgap2	32.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	400	568	0	0	0	0	0	0	0	0	0	0	0	0	219	156	0	0	0	0	200	187	0	0	0	0	0	0	0	0	0
Il17a	32.438596	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	976	873	0	0	0	0
