Target_genes	Gata6|Average	SRX20580007|Brown_adipose_tissue	SRX16736232|Embryoid_Bodies	SRX16736233|Embryoid_Bodies	SRX6755626|ES_cells	SRX6755627|ES_cells	SRX6755635|ES_cells	SRX6755636|ES_cells	SRX738315|Keratinocytes	SRX738316|Keratinocytes	SRX5198497|Lung	SRX5198498|Lung	SRX547826|MEF	SRX547827|MEF	SRX1041624|XEN_cells	SRX1041626|XEN_cells	SRX16736236|XEN_cells	SRX16736237|XEN_cells	STRING
Cphx3	14.882353	0	0	0	0	0	0	0	0	0	0	0	137	116	0	0	0	0	0
Cphx2	14.882353	0	0	0	0	0	0	0	0	0	0	0	137	116	0	0	0	0	0
Cphx1	14.882353	0	0	0	0	0	0	0	0	0	0	0	137	116	0	0	0	0	0
Chst4	14.882353	0	0	0	0	0	0	0	0	0	0	0	172	81	0	0	0	0	0
Apoe	14.882353	0	137	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0
Hipk2	14.823529	0	0	0	0	0	0	0	88	164	0	0	0	0	0	0	0	0	0
Tab1	14.764706	0	0	0	0	0	0	0	0	87	0	0	164	0	0	0	0	0	0
Smtnl2	14.764706	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Shank3	14.764706	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr432	14.764706	0	0	0	0	0	0	0	90	161	0	0	0	0	0	0	0	0	0
Ndufs2	14.764706	0	0	0	0	0	0	0	151	100	0	0	0	0	0	0	0	0	0
Clcn4	14.764706	0	0	0	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0
Bnc1	14.764706	0	0	0	0	0	0	0	91	160	0	0	0	0	0	0	0	0	0
Adamts4	14.764706	0	0	0	0	0	0	0	151	100	0	0	0	0	0	0	0	0	0
Map3k6	14.705882	0	0	0	0	0	0	0	0	160	0	0	0	90	0	0	0	0	0
Arl15	14.705882	0	0	0	0	0	0	0	0	0	0	0	129	121	0	0	0	0	0
Zic2	14.647059	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem52b	14.647059	0	0	0	0	0	0	0	141	108	0	0	0	0	0	0	0	0	0
Inf2	14.647059	0	0	0	0	0	0	0	0	249	0	0	0	0	0	0	0	0	0
Golga7b	14.647059	0	0	0	0	0	0	0	125	124	0	0	0	0	0	0	0	0	0
Fbxo40	14.647059	0	0	0	0	0	0	0	0	0	0	0	161	88	0	0	0	0	0
Dnase1l3	14.647059	0	0	0	0	0	0	0	120	129	0	0	0	0	0	0	0	0	0
Bcl2l1	14.647059	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0	122	0	0
Ttc25	14.588235	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0
Tmem116	14.588235	0	0	0	0	0	0	0	0	100	0	0	148	0	0	0	0	0	0
Il24	14.588235	0	0	0	0	0	0	0	95	153	0	0	0	0	0	0	0	0	0
Uaca	14.529412	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trip12	14.529412	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0
Mccc2	14.529412	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0
Hesx1	14.529412	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Foxn1	14.529412	0	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0
Fbxo36	14.529412	0	0	0	0	0	0	0	0	247	0	0	0	0	0	0	0	0	0
Thrap3	14.470588	0	0	0	0	0	0	0	0	246	0	0	0	0	0	0	0	0	0
Skint1	14.470588	246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fam83a	14.470588	0	0	0	0	0	0	0	119	0	0	0	127	0	0	0	0	0	0
Slc22a13	14.411765	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0
S100a11	14.411765	0	0	0	0	0	0	0	0	135	110	0	0	0	0	0	0	0	0
Olfr279	14.411765	0	0	0	0	0	0	0	0	0	148	97	0	0	0	0	0	0	0
Cyp1b1	14.411765	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0
Ctag2l1	14.411765	0	0	0	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0
Cdk19	14.411765	0	0	0	0	0	0	0	0	182	63	0	0	0	0	0	0	0	0
Bok	14.411765	0	0	0	0	0	0	0	0	150	0	95	0	0	0	0	0	0	0
Fbxo25	14.352941	0	0	0	0	0	0	0	0	0	0	0	131	113	0	0	0	0	0
Fam91a1	14.352941	0	0	0	0	0	0	0	0	244	0	0	0	0	0	0	0	0	0
Spa17	14.294118	0	0	0	0	0	0	0	104	139	0	0	0	0	0	0	0	0	0
Siae	14.294118	0	0	0	0	0	0	0	104	139	0	0	0	0	0	0	0	0	0
Olfr159	14.294118	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arhgef26	14.294118	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd35	14.294118	0	0	0	0	0	0	0	0	243	0	0	0	0	0	0	0	0	0
Ypel2	14.235294	0	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Micall2	14.235294	0	0	0	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0
Hmga1b	14.235294	0	109	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmga1	14.235294	0	109	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tns3	14.176471	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0
Thbs1	14.176471	0	0	0	0	0	0	0	0	241	0	0	0	0	0	0	0	0	0
Shroom1	14.117647	0	0	0	0	0	0	0	0	240	0	0	0	0	0	0	0	0	0
Elovl1	14.058824	0	0	0	0	0	0	0	0	0	0	0	119	120	0	0	0	0	0
Arhgef15	14.000000	0	0	0	0	0	0	0	0	0	103	135	0	0	0	0	0	0	0
Zfp978	13.941176	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm4861	13.941176	0	0	237	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cngb3	13.941176	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0	0	0	0
Slc25a29	13.882353	0	0	0	0	0	0	0	0	0	139	97	0	0	0	0	0	0	0
Fdxr	13.882353	0	0	0	0	0	0	0	0	90	0	0	0	146	0	0	0	0	0
Cactin	13.882353	0	0	0	0	0	0	0	0	236	0	0	0	0	0	0	0	0	0
Il33	13.823529	0	0	0	0	0	0	0	0	0	0	0	123	0	0	0	112	0	0
Cdh2	13.823529	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp5	13.764706	0	0	0	0	0	0	0	0	116	0	0	118	0	0	0	0	0	0
Clrn3	13.764706	0	0	0	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0
A530016L24Rik	13.764706	0	0	0	0	0	0	0	0	0	127	107	0	0	0	0	0	0	0
Vps33b	13.705882	0	0	0	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0
Ggnbp2	13.705882	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lonp1	13.647059	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
Catsperd	13.647059	0	0	0	0	0	0	0	0	232	0	0	0	0	0	0	0	0	0
Mrgprb5	13.588235	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kdm4b	13.588235	0	0	0	0	0	0	0	122	109	0	0	0	0	0	0	0	0	0
Bcam	13.588235	0	0	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp750	13.529412	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Rmc1	13.529412	0	0	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0
Nsd2	13.529412	0	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0
Lsm8	13.529412	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Inip	13.529412	230	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm21818	13.529412	0	110	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp7	13.529412	0	0	0	0	0	0	0	0	0	0	0	142	88	0	0	0	0	0
Fgd3	13.529412	0	0	0	0	0	0	0	0	230	0	0	0	0	0	0	0	0	0
Dusp9	13.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	0	0
Tex264	13.470588	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Rapgefl1	13.470588	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0
Rab31	13.470588	0	0	0	0	0	0	0	0	0	93	136	0	0	0	0	0	0	0
Muc6	13.470588	0	0	0	0	0	0	0	0	0	112	117	0	0	0	0	0	0	0
Cyp2c40	13.470588	0	0	0	0	0	0	229	0	0	0	0	0	0	0	0	0	0	0
Ror2	13.411765	0	0	228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcgf3	13.411765	0	0	0	0	0	0	0	76	152	0	0	0	0	0	0	0	0	0
Mrm1	13.411765	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0
Krtap17-1	13.411765	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0
Krtap16-1	13.411765	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0
Dbi	13.411765	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Arl6ip1	13.411765	91	0	0	0	0	0	0	0	137	0	0	0	0	0	0	0	0	0
3110009E18Rik	13.411765	0	0	0	0	0	0	0	0	228	0	0	0	0	0	0	0	0	0
Zfp809	13.352941	0	0	0	0	0	0	0	124	103	0	0	0	0	0	0	0	0	0
Tmem63a	13.352941	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Sulf1	13.352941	0	146	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stx19	13.352941	0	0	0	0	0	0	0	0	0	0	0	92	135	0	0	0	0	0
Ldlrap1	13.352941	0	0	0	0	0	0	0	105	122	0	0	0	0	0	0	0	0	0
Kctd9	13.352941	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0
Hbb-bt	13.352941	0	0	0	0	0	0	0	0	0	0	0	86	141	0	0	0	0	0
Hbb-b2	13.352941	0	0	0	0	0	0	0	0	0	0	0	86	141	0	0	0	0	0
Clec2i	13.352941	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Cdca2	13.352941	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0
BC035044	13.352941	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0
Aldh9a1	13.352941	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0
Snai2	13.294118	0	0	0	0	0	0	0	0	226	0	0	0	0	0	0	0	0	0
Nol6	13.235294	0	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0
Gm15319	13.235294	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fech	13.235294	0	0	0	0	0	0	0	141	84	0	0	0	0	0	0	0	0	0
Cep55	13.235294	0	0	0	0	0	0	0	105	120	0	0	0	0	0	0	0	0	0
Atp6v1fnb	13.235294	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Atp6v1f	13.235294	0	0	0	0	0	0	0	0	225	0	0	0	0	0	0	0	0	0
Wnt4	13.176471	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0
Syndig1	13.176471	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rad21l	13.176471	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0
Yeats4	13.117647	0	0	0	0	0	0	0	113	110	0	0	0	0	0	0	0	0	0
Scarb1	13.117647	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nrtn	13.117647	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dus3l	13.117647	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alox8	13.117647	0	0	0	0	0	0	0	0	0	0	0	223	0	0	0	0	0	0
Aldh3b2	13.117647	0	90	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prokr1	13.058824	0	0	0	0	0	0	0	0	0	0	0	82	0	0	140	0	0	0
Polq	13.058824	0	0	0	0	0	0	0	87	135	0	0	0	0	0	0	0	0	0
Msh5	13.058824	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clic1	13.058824	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tslp	13.000000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Tex261	13.000000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0
Styxl1	13.000000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0
Scgb3a1	13.000000	0	0	0	0	0	0	0	0	0	0	0	138	83	0	0	0	0	0
Mdh2	13.000000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0
Gas6	13.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	221	0	0
Cyp4f14	13.000000	0	0	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0
Crnn	13.000000	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11c	13.000000	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0
Adipor1	13.000000	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0
Zfp553	12.941176	0	0	0	0	0	0	0	0	83	0	0	137	0	0	0	0	0	0
Vps35l	12.941176	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0
Tspan14	12.941176	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0
Slc26a7	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	0	0	0
Rps26	12.941176	0	0	0	0	0	0	0	0	220	0	0	0	0	0	0	0	0	0
Ptcra	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
2310039H08Rik	12.941176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
Sh3d21	12.882353	0	0	0	0	0	0	0	219	0	0	0	0	0	0	0	0	0	0
Pptc7	12.882353	0	0	0	0	0	0	0	0	0	0	0	121	98	0	0	0	0	0
Magi2	12.882353	0	0	0	0	0	0	0	0	0	0	0	219	0	0	0	0	0	0
Tox3	12.823529	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prkag2	12.823529	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0	0	0	0
Pla2g7	12.823529	0	0	0	0	0	0	0	0	0	0	0	218	0	0	0	0	0	0
Cdc16	12.823529	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rsrc2	12.764706	0	0	0	0	0	0	0	84	133	0	0	0	0	0	0	0	0	0
Rlbp1	12.764706	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nos2	12.764706	0	0	0	0	0	0	0	0	0	0	0	135	82	0	0	0	0	0
Kntc1	12.764706	0	0	0	0	0	0	0	84	133	0	0	0	0	0	0	0	0	0
Frmd7	12.764706	0	0	0	0	0	0	0	0	0	0	0	120	97	0	0	0	0	0
Fanci	12.764706	0	0	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dot1l	12.764706	0	0	0	0	0	0	0	217	0	0	0	0	0	0	0	0	0	0
Clcn2	12.764706	0	0	0	0	0	0	0	0	0	0	0	217	0	0	0	0	0	0
Ptges	12.705882	0	0	0	0	0	0	0	0	216	0	0	0	0	0	0	0	0	0
Grpel1	12.705882	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc85c	12.705882	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Vps4a	12.647059	0	0	0	0	0	0	0	113	102	0	0	0	0	0	0	0	0	0
Cdc42bpb	12.647059	0	0	0	0	0	0	0	0	215	0	0	0	0	0	0	0	0	0
Zfyve9	12.588235	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Tbx19	12.588235	0	0	0	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0
Secisbp2l	12.588235	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim1	12.588235	0	0	0	0	0	0	0	0	214	0	0	0	0	0	0	0	0	0
Pcdhgc5	12.588235	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcdhgc4	12.588235	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1311	12.588235	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd1	12.588235	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wwc1	12.529412	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Upk1a	12.529412	0	0	0	0	0	0	0	0	0	0	0	126	87	0	0	0	0	0
Sord	12.529412	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Slc17a4	12.529412	0	0	0	0	0	0	0	0	0	134	79	0	0	0	0	0	0	0
Pmvk	12.529412	0	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0
Haspin	12.529412	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0
Ddc	12.529412	0	0	0	0	0	0	0	0	0	0	0	133	80	0	0	0	0	0
Coq5	12.529412	0	0	0	0	0	0	0	0	0	87	126	0	0	0	0	0	0	0
Rab11fip1	12.470588	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mup17	12.470588	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klhl22	12.470588	0	0	0	0	0	0	0	108	104	0	0	0	0	0	0	0	0	0
Gm3072	12.470588	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0
Emp1	12.470588	0	0	0	0	0	0	0	0	119	0	93	0	0	0	0	0	0	0
Zfp623	12.411765	0	0	0	0	0	0	0	103	108	0	0	0	0	0	0	0	0	0
Etv5	12.411765	0	211	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dab2	12.411765	0	0	0	0	0	0	0	0	0	0	0	106	105	0	0	0	0	0
Bcr	12.411765	0	0	0	0	0	0	0	0	0	0	0	211	0	0	0	0	0	0
Mob3c	12.352941	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0
C130050O18Rik	12.352941	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0
Actr5	12.352941	0	0	0	0	0	0	0	0	0	0	0	120	90	0	0	0	0	0
Them5	12.294118	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Moxd2	12.294118	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dzip1l	12.294118	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0
Ackr3	12.294118	0	0	0	0	0	0	0	0	209	0	0	0	0	0	0	0	0	0
Tnc	12.235294	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhbdf2	12.235294	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0
Cep120	12.235294	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0
AI661453	12.235294	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1700001C19Rik	12.235294	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Krt42	12.176471	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0	0
Kmt2a	12.176471	0	0	0	0	0	0	0	0	0	207	0	0	0	0	0	0	0	0
Rab11a	12.117647	0	0	0	0	0	0	0	76	130	0	0	0	0	0	0	0	0	0
Pbx1	12.117647	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Nfat5	12.117647	0	0	0	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0
Hk1	12.117647	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Csrp1	12.117647	0	0	0	0	0	0	0	0	206	0	0	0	0	0	0	0	0	0
Ccnl1	12.117647	0	206	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zswim1	12.058824	0	0	0	0	0	0	0	0	0	0	0	105	100	0	0	0	0	0
Sorbs3	12.058824	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5d	12.058824	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0
Osbpl3	12.058824	0	0	0	0	0	0	0	0	205	0	0	0	0	0	0	0	0	0
Mdk	12.058824	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbd4	12.058824	0	0	0	0	0	0	0	0	0	0	0	118	87	0	0	0	0	0
Lyl1	12.058824	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fzd1	12.058824	0	0	0	0	0	0	0	0	0	98	107	0	0	0	0	0	0	0
Eapp	12.058824	0	0	89	0	0	0	0	116	0	0	0	0	0	0	0	0	0	0
Atp13a4	12.058824	0	0	0	0	0	0	0	0	0	0	0	93	112	0	0	0	0	0
Slc29a1	12.000000	0	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc10a3	12.000000	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0
Il13	12.000000	84	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm44504	12.000000	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0
Ddb2	12.000000	0	0	0	0	0	0	0	0	0	131	73	0	0	0	0	0	0	0
Crcp	12.000000	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0	0	0
Cog2	12.000000	0	0	0	0	0	0	0	0	204	0	0	0	0	0	0	0	0	0
Zfp207	11.941176	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0	0
Hoxd4	11.941176	0	0	0	0	0	0	0	0	0	203	0	0	0	0	0	0	0	0
Hkdc1	11.941176	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp990	11.882353	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sez6l2	11.882353	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0
Prdm14	11.882353	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oasl2	11.882353	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0	0	0	0
Hsp90ab1	11.882353	0	0	0	0	0	0	0	0	0	0	0	202	0	0	0	0	0	0
Gfra3	11.882353	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11b	11.882353	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Triobp	11.823529	0	0	66	0	0	0	0	0	0	0	135	0	0	0	0	0	0	0
Spata46	11.823529	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pycr2	11.823529	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0
Gm7694	11.823529	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pwwp2b	11.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	200	0	0	0
Pck1	11.764706	0	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0
Parl	11.764706	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
Miip	11.764706	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
Fv1	11.764706	0	0	0	0	0	0	0	0	200	0	0	0	0	0	0	0	0	0
Tomm40l	11.705882	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgs5	11.705882	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0
Ppp1r36	11.705882	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0
Arid5a	11.705882	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0
Arhgef11	11.705882	0	0	0	0	0	0	0	102	97	0	0	0	0	0	0	0	0	0
Apoa2	11.705882	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1394	11.647059	0	0	0	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0
Myrf	11.647059	0	0	0	0	0	0	0	0	198	0	0	0	0	0	0	0	0	0
Tmem101	11.588235	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0	0
Tead2	11.588235	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0
Skap2	11.588235	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sec24a	11.588235	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0
Reg4	11.588235	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13279	11.588235	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13275	11.588235	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dkkl1	11.588235	0	0	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0
Ankrd61	11.588235	0	0	0	0	0	0	0	0	0	197	0	0	0	0	0	0	0	0
Tfam	11.529412	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0
Tasp1	11.529412	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0
Flacc1	11.529412	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C330018D20Rik	11.529412	0	0	0	0	0	0	0	0	0	0	0	98	98	0	0	0	0	0
Tmem186	11.470588	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Pmm2	11.470588	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Gm20815	11.470588	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm13547	11.470588	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Glt6d1	11.470588	0	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Exosc6	11.470588	0	0	0	0	0	0	0	0	195	0	0	0	0	0	0	0	0	0
Alox15	11.470588	0	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tas2r134	11.411765	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Smim5	11.411765	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0
Serpinb9b	11.411765	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppme1	11.411765	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Mon1a	11.411765	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kit	11.411765	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
C2cd3	11.411765	0	0	0	0	0	0	0	0	0	0	0	194	0	0	0	0	0	0
Tmem41b	11.352941	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0
Suclg2	11.352941	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0	0
Nudt9	11.352941	0	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf2	11.352941	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0	0	0	0
Arhgap20	11.352941	0	0	0	0	0	0	0	0	0	0	0	0	193	0	0	0	0	0
Tbata	11.294118	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0	0	0
Stau1	11.294118	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0
Ppp6c	11.294118	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	0	0
