Target_genes	Maz|Average	SRX188821|CH12	SRX13440023|ES_cells	SRX13440024|ES_cells	SRX13440027|ES_cells	SRX13440028|ES_cells	SRX13440031|ES_cells	SRX13440032|ES_cells	SRX13476144|ES_cells	SRX13476145|ES_cells	SRX13476146|ES_cells	SRX13476150|ES_cells	SRX20088447|ES_cells	SRX20088448|ES_cells	SRX20088449|ES_cells	SRX20088450|ES_cells	SRX20088485|ES_cells	SRX20088486|ES_cells	SRX20088487|ES_cells	SRX20088488|ES_cells	SRX20088489|ES_cells	SRX20088490|ES_cells	SRX20088491|ES_cells	SRX20088492|ES_cells	SRX188810|MEL	SRX13440025|mESC_derived_neural_cells	SRX13440026|mESC_derived_neural_cells	SRX13440029|mESC_derived_neural_cells	SRX13440030|mESC_derived_neural_cells	SRX13440033|mESC_derived_neural_cells	SRX13476147|mESC_derived_neural_cells	SRX13476148|mESC_derived_neural_cells	SRX13476149|mESC_derived_neural_cells	SRX13476151|mESC_derived_neural_cells	SRX15939544|NIH/3T3	SRX15939566|NIH/3T3	STRING
Tmed5	42.400000	184	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	235	398	0	0	0	0	142	84	174	0
Socs4	42.400000	0	0	0	0	105	0	111	0	0	0	0	0	0	0	0	0	72	0	77	0	0	0	0	342	0	0	160	181	0	0	0	0	102	151	183	0
Macir	42.400000	0	0	0	0	0	132	101	0	0	0	102	111	0	0	0	0	0	0	0	0	0	0	0	97	0	0	119	271	115	0	0	0	150	121	165	0
Ccdc18	42.400000	184	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	235	398	0	0	0	0	142	84	174	0
Wdr76	42.371429	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	149	277	0	0	0	0	100	0	154	0
St8sia2	42.371429	0	0	0	0	153	124	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	247	530	109	0	0	0	134	0	0	0
Srp54a	42.371429	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0	0	0	276	0	0	116	305	0	0	0	0	182	140	179	0
Mfap1a	42.371429	383	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	420	0	0	149	277	0	0	0	0	100	0	154	0
Mettl27	42.371429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	286	0	225	0	0	0	0	0	0	0	173	288	0	0	0	0	129	202	180	0
Ube2e2	42.342857	0	0	0	0	153	87	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	528	0	0	0	0	182	0	157	0
Rbm19	42.342857	257	0	0	0	0	0	0	0	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	238	0	0	243	262	0	0	0	0	0	103	225	0
Lypd6	42.314286	0	0	0	0	0	101	0	0	0	0	147	147	0	112	0	0	100	0	102	0	0	0	0	0	122	0	142	233	141	0	0	0	134	0	0	0
Csmd1	42.314286	0	0	0	0	157	163	148	0	0	0	160	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	149	265	208	0	0	0	145	0	0	0
Tsacc	42.285714	133	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	153	356	0	0	0	0	145	117	190	0
Tmem62	42.285714	78	0	0	0	88	0	178	0	0	0	113	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	205	329	184	0	0	0	223	0	0	0
Sbspon	42.285714	0	0	0	103	123	202	149	0	0	0	160	0	0	0	0	0	126	0	106	0	0	0	0	0	0	0	166	177	0	0	0	0	168	0	0	0
Nes	42.285714	195	0	0	0	191	0	192	0	0	0	0	238	0	0	0	0	136	0	0	0	0	0	0	0	0	0	228	300	0	0	0	0	0	0	0	0
Cct3	42.285714	133	0	0	0	0	0	98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	288	0	0	153	356	0	0	0	0	145	117	190	0
Eif4e3	42.257143	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	272	765	108	0	0	0	150	0	0	0
Cnot8	42.257143	214	0	0	0	0	0	0	0	0	0	0	125	0	0	0	0	99	0	0	0	0	0	0	183	0	0	172	215	0	0	0	0	0	159	312	0
Ankrd34a	42.257143	195	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	261	0	0	274	349	0	0	0	0	0	197	203	0
Ptrhd1	42.228571	317	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	230	0	0	315	276	0	0	0	0	97	0	148	0
Mrpl23	42.228571	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	0	0	242	369	0	0	0	0	0	185	187	0
Cenpo	42.228571	317	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	230	0	0	315	276	0	0	0	0	97	0	148	0
Camk4	42.200000	0	0	0	0	70	143	107	0	0	0	118	0	0	0	0	0	109	0	0	0	0	0	0	0	159	0	122	327	126	0	0	0	196	0	0	0
Cacna1b	42.200000	0	0	0	0	103	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	270	783	0	0	0	0	134	0	0	0
Man2b2	42.171429	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	517	0	0	123	0	0	0	0	0	75	273	304	0
Lratd2	42.171429	267	0	0	0	126	0	0	0	0	0	93	0	0	0	0	0	148	0	112	0	0	0	0	0	0	0	226	249	110	0	0	0	145	0	0	0
Grk5	42.171429	211	0	0	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	334	0	0	133	536	0	0	0	0	0	0	145	0
Erlec1	42.171429	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	259	398	0
Asb3	42.171429	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	452	0	0	0	0	0	0	0	0	0	259	398	0
Zfp964	42.142857	0	0	0	0	88	86	155	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	71	76	0	124	245	0	0	0	0	173	108	239	0
Vim	42.142857	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	249	122	0	214	240	0	0	0	0	107	120	163	0
Ppfia4	42.142857	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	155	0	0	239	577	0	0	0	0	108	0	116	0
Polr2k	42.142857	348	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	688	0	0	0	0	0	0	0	0	0	96	343	0
Mapk9	42.114286	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0	0	216	0	0	154	238	0	0	0	0	199	192	157	0
Glg1	42.114286	137	0	0	0	0	72	93	0	0	0	88	147	0	94	0	0	0	0	0	0	0	0	0	141	0	0	123	243	0	0	0	0	113	0	223	0
Ddx10	42.114286	199	0	0	0	0	0	0	0	0	0	0	180	0	0	0	0	0	0	0	0	0	0	0	328	0	0	145	323	0	0	0	0	0	169	130	0
Shroom4	42.085714	0	0	0	0	0	150	93	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	121	392	128	0	0	0	177	136	183	0
Pms1	42.085714	101	0	0	0	158	0	188	0	0	0	195	117	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	209	0	0	0	0	114	119	128	0
Ormdl1	42.085714	101	0	0	0	158	0	188	0	0	0	195	117	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	209	0	0	0	0	114	119	128	0
Lrrc8b	42.085714	0	0	0	0	87	120	127	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0	0	282	0	0	0	0	125	186	291	0
Fhl1	42.057143	0	0	0	0	171	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	318	543	78	0	0	0	158	0	0	0
Txndc11	42.028571	134	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	259	0	0	125	355	0	0	0	0	116	139	132	0
Gpx4	42.028571	0	0	0	0	0	0	144	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	647	0	0	0	193	0	0	0	0	76	79	163	0
Tmem249	42.000000	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	122	308	76	0	0	0	137	114	206	0
Slc52a2	42.000000	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	122	308	76	0	0	0	137	114	206	0
Maf	42.000000	0	0	0	0	99	140	150	0	0	0	0	0	0	0	0	0	86	0	0	0	0	0	0	0	166	0	198	307	117	0	0	0	113	0	94	0
Gemin8	42.000000	129	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	226	0	0	250	259	0	0	0	0	120	167	170	0
Fmr1	42.000000	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0	0	268	472	0	0	0	0	0	200	184	0
Fbxl6	42.000000	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	273	0	0	122	308	76	0	0	0	137	114	206	0
Sgpp1	41.971429	312	0	0	0	84	0	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	0	0	151	369	0	0	0	0	0	92	115	0
Pls1	41.971429	0	0	0	0	0	0	125	0	0	0	108	225	0	120	0	0	107	0	162	0	0	0	0	0	0	0	0	395	122	0	0	0	105	0	0	0
Lims1	41.971429	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	511	0	0	160	158	0	0	0	0	100	153	129	0
Champ1	41.971429	164	0	0	0	94	0	0	0	0	0	0	185	0	0	0	0	0	0	0	0	0	0	0	308	0	0	0	184	153	0	0	0	0	103	278	0
B3gat1	41.971429	0	0	0	0	148	0	100	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	232	623	98	0	0	0	206	0	0	0
Clip1	41.942857	144	0	0	0	141	0	125	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0	158	282	0	0	0	0	118	123	189	0
Ankrd6	41.942857	122	0	0	0	0	92	138	0	0	0	0	90	0	0	0	0	121	0	0	0	0	0	0	291	0	0	205	230	0	0	0	0	179	0	0	0
Mib1	41.914286	0	0	0	0	139	0	165	0	0	0	0	80	0	0	0	0	0	0	99	0	0	0	0	123	0	0	160	321	119	0	0	0	0	156	105	0
Grn	41.914286	421	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0	299	0	0	108	311	0	0	0	0	0	0	215	0
Spidr	41.885714	148	0	0	0	0	0	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	144	0	0	154	449	0	0	0	0	151	133	172	0
Slc35a4	41.885714	372	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	88	247	0	0	0	0	0	110	214	0
Slc30a9	41.885714	213	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	187	0	0	164	308	0	0	0	0	0	236	254	0
Mis18a	41.885714	93	343	371	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	101	0	0	161	0	230	0	79	0
H4c11	41.885714	476	0	0	0	0	0	0	0	0	0	0	87	0	81	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	169	160	0
Asns	41.885714	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	173	401	160	0	0	0	119	189	165	0
Apbb3	41.885714	372	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	352	0	0	88	247	0	0	0	0	0	110	214	0
Exosc8	41.857143	0	0	0	0	0	0	128	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	214	0	0	138	303	0	0	0	0	0	297	313	0
Alg5	41.857143	0	0	0	0	0	0	128	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	214	0	0	138	303	0	0	0	0	0	297	313	0
Eif2s2	41.828571	244	0	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	191	0	0	195	355	0	0	0	0	142	84	152	0
Sptbn1	41.771429	288	0	0	0	112	0	0	0	0	0	0	107	0	120	0	0	97	0	165	0	0	0	0	214	0	0	0	261	0	0	0	0	98	0	0	0
Sdk2	41.771429	0	0	0	0	103	0	0	0	0	0	0	79	0	0	0	0	148	0	129	0	0	0	0	0	0	0	327	265	226	0	0	0	185	0	0	0
Med1	41.771429	109	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	157	0	0	114	314	132	0	0	0	149	233	254	0
Casp8ap2	41.771429	106	0	0	0	157	92	78	0	0	0	193	0	0	0	0	0	0	0	0	0	0	0	0	123	133	0	105	149	0	0	0	0	113	104	109	0
Aurkaip1	41.742857	260	0	0	0	0	0	0	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	495	0	0	114	69	0	0	0	0	0	179	249	0
Tubb2a	41.714286	152	0	0	0	96	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	98	254	0	0	0	0	103	189	230	0
Rtcb	41.714286	253	0	0	0	75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0	0	133	257	0	0	0	0	0	114	245	0
Megf9	41.714286	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	234	310	0	0	0	0	106	202	315	0
Dmxl2	41.714286	0	0	0	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	307	462	143	0	0	0	129	0	112	0
Arhgap9	41.714286	583	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	784	0	0	0	93	0	0	0	0	0	0	0	0
Eloa	41.685714	320	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	174	87	0	0	0	0	195	292	0
Septin4	41.657143	516	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	0	0	0	0	0	0	128	132	0	99	175	133	0	0	0	183	0	0	0
Map3k9	41.657143	0	0	0	0	122	0	129	0	0	0	94	0	0	0	0	0	0	0	189	0	0	0	0	0	0	0	304	620	0	0	0	0	0	0	0	0
Lpin2	41.657143	130	0	0	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	119	0	0	0	0	146	0	0	181	336	0	0	0	0	0	188	214	0
Acadm	41.657143	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	382	156	0	0	0	174	192	209	0
Rapgef6	41.628571	232	0	0	0	0	0	0	0	0	0	0	124	0	0	0	0	100	0	118	0	0	0	0	138	0	0	189	194	0	0	0	0	84	96	182	0
Patj	41.628571	0	0	0	0	131	0	164	0	0	0	109	0	0	0	0	0	109	0	101	0	0	0	0	0	0	0	84	272	0	0	0	0	155	172	160	0
Fkbp5	41.628571	295	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	0	0	0	0	0	98	131	0	218	310	0	0	0	0	0	115	197	0
Cndp2	41.628571	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	197	0	0	202	391	143	0	0	0	146	77	187	0
Tcte2	41.600000	0	0	0	0	77	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	347	0	0	0	0	155	167	292	0
Dguok	41.600000	301	0	0	0	0	0	0	0	0	0	0	167	0	228	0	0	0	0	0	0	0	0	0	298	0	0	0	150	0	0	0	0	0	90	222	0
Afdn	41.600000	0	0	0	0	77	0	88	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	347	0	0	0	0	155	167	292	0
Wdr36	41.571429	290	0	0	0	0	0	0	0	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	381	0	0	0	154	0	0	0	0	0	246	273	0
Nufip2	41.571429	115	0	0	0	144	0	160	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	146	308	0	0	0	0	0	153	195	0
Mycl	41.571429	240	0	0	0	0	138	133	0	0	0	145	0	0	0	0	0	82	0	127	0	0	0	0	0	0	0	160	206	100	0	0	0	0	124	0	0
Pus1	41.542857	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	484	0	0	0	141	0	0	0	0	0	166	291	0
Mpc1	41.542857	181	0	0	0	0	0	78	0	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	131	0	0	158	386	0	0	0	0	159	95	170	0
Enpp1	41.542857	0	0	0	0	135	130	197	0	0	0	252	176	0	0	0	0	83	0	85	0	0	0	0	0	0	0	0	299	0	0	0	0	97	0	0	0
Bean1	41.542857	0	0	0	0	91	77	145	0	0	0	177	109	0	0	0	0	115	0	0	0	0	0	0	0	0	0	156	264	107	0	0	0	213	0	0	0
Tubg1	41.514286	285	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	132	0	0	0	0	172	0	0	193	256	0	0	0	0	0	108	193	0
Retreg3	41.514286	285	0	0	0	0	0	0	0	0	0	0	114	0	0	0	0	0	0	132	0	0	0	0	172	0	0	193	256	0	0	0	0	0	108	193	0
Nt5dc3	41.514286	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	213	245	0	0	0	0	157	101	283	0
Laptm4b	41.514286	0	0	0	0	104	0	102	0	0	0	0	111	0	0	0	0	99	0	0	0	0	0	0	0	0	0	138	275	0	0	0	0	104	240	280	0
Epg5	41.514286	481	0	0	0	0	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0	0	537	0	0	0	134	0	0	0	0	0	0	197	0
Sec61a1	41.485714	151	0	0	0	0	0	0	0	0	0	0	153	0	145	0	0	0	0	93	0	0	0	0	209	0	0	116	243	0	0	0	0	134	92	116	0
Rps13	41.485714	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	119	0	0	0	0	0	0	238	0	0	197	514	0	0	0	0	0	76	150	0
Nrbp2	41.485714	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0	0	104	0	90	0	0	0	0	137	0	0	218	391	0	0	0	0	146	69	184	0
Nkain2	41.485714	0	0	0	77	272	92	209	0	0	0	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	170	369	0	0	0	0	169	0	0	0
Copg1	41.485714	249	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	284	0	0	256	293	0	0	0	0	103	0	134	0
Artn	41.485714	164	0	0	0	120	0	83	0	0	0	134	0	0	0	0	0	0	0	94	0	0	0	0	244	0	0	127	304	0	0	0	0	80	0	102	0
Sema7a	41.457143	322	0	0	0	94	70	135	0	0	0	85	0	0	94	0	0	0	0	0	0	0	0	0	0	0	0	136	222	142	0	0	0	151	0	0	0
Rwdd2b	41.457143	163	0	0	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	83	0	0	299	137	0	0	0	181	133	180	0
Pak4	41.457143	367	0	0	0	0	0	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	204	0	0	129	281	0	0	0	0	90	101	178	0
Cwc25	41.457143	362	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	629	0	0	95	131	0	0	0	0	93	0	141	0
Calcr	41.457143	0	0	0	125	0	166	0	0	0	0	134	105	0	0	0	0	109	0	0	0	0	0	0	0	103	0	130	442	137	0	0	0	0	0	0	0
Atg14	41.457143	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	197	543	0	0	0	0	216	0	158	0
Irak2	41.428571	294	0	0	0	0	0	0	0	0	0	0	141	0	164	0	0	0	0	0	0	0	0	0	387	0	0	0	0	0	0	0	0	0	230	234	0
Hdhd2	41.428571	132	0	0	0	0	0	104	0	0	0	0	0	0	134	0	0	0	0	0	0	0	0	0	131	0	0	215	253	0	0	0	0	134	131	216	0
Btf3	41.428571	0	0	0	0	114	0	138	0	0	0	122	0	0	0	0	0	0	0	0	0	0	0	0	121	0	0	110	258	105	0	0	0	239	93	150	0
Suv39h1	41.400000	0	0	0	0	161	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	195	338	0	0	0	0	0	204	286	0
Slc4a11	41.400000	0	0	0	121	128	126	122	0	0	0	128	126	0	0	0	0	0	87	257	0	0	0	0	146	0	0	0	108	100	0	0	0	0	0	0	0
Rsl1d1	41.400000	395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	444	0	0	156	124	0	0	0	0	90	0	240	0
Tigd3	41.371429	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	187	0	0	214	559	122	0	0	0	123	0	0	0
Tent2	41.371429	215	0	0	0	0	0	0	0	0	0	100	132	0	0	0	0	0	0	0	0	0	0	0	283	0	0	157	329	0	0	0	0	117	0	115	0
Mmp17	41.371429	82	0	0	0	140	0	145	0	0	0	0	101	0	0	0	0	127	0	158	0	0	0	0	123	0	0	149	304	0	0	0	0	119	0	0	0
Iqank1	41.371429	79	0	0	0	78	0	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	367	0	0	0	0	148	205	224	0
Sema3b	41.342857	242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	301	0	0	180	344	0	0	0	0	0	167	213	0
Pex10	41.342857	112	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	0	0	185	0	0	342	345	0	0	0	0	129	0	183	0
Lbh	41.342857	134	0	0	0	114	113	0	0	0	0	87	0	0	0	0	0	0	0	152	0	0	0	0	0	0	0	135	189	0	0	0	0	77	208	238	0
Syde1	41.314286	0	0	0	0	149	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	104	215	0	0	0	0	87	271	509	0
Tlcd3b	41.285714	390	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	542	0	0	0	262	105	0	0	0	0	0	146	0
Hnrnpc	41.285714	216	0	0	0	0	0	121	0	0	0	108	73	0	0	0	0	0	0	0	0	0	0	0	224	0	0	189	263	0	0	0	0	70	0	181	0
D630045J12Rik	41.285714	0	0	0	0	0	0	97	0	0	0	0	144	0	110	0	0	0	0	0	0	0	0	0	0	0	0	248	272	0	0	0	0	138	128	308	0
Colgalt1	41.285714	153	0	0	0	0	0	0	0	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	228	0	0	177	296	0	0	0	0	140	131	129	0
Brf2	41.285714	349	0	0	0	0	0	0	0	0	0	0	188	0	119	0	0	0	0	0	0	0	0	0	375	0	0	212	0	0	0	0	0	0	0	202	0
Umad1	41.257143	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	105	320	93	0	0	0	152	153	293	0
Rpa3	41.257143	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	0	0	105	320	93	0	0	0	152	153	293	0
1190007I07Rik	41.257143	273	0	0	0	0	0	0	0	0	0	68	0	0	0	0	0	0	0	0	0	0	0	0	154	0	0	137	328	0	0	0	0	0	225	259	0
Trit1	41.228571	215	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	276	0	0	195	276	175	0	0	0	0	182	124	0
Nfkbid	41.228571	472	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	192	312	0	0	0	0	199	0	0	0
Hcst	41.228571	472	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	151	0	0	192	312	0	0	0	0	199	0	0	0
Vps45	41.200000	314	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	606	0	0	0	236	0	0	0	0	0	116	170	0
Nxpe3	41.200000	471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	80	0	0	0	0	313	0	0	0	351	0	0	0	0	0	76	151	0
Gas1	41.200000	0	0	0	0	94	0	145	0	0	0	0	0	0	0	0	0	64	0	92	0	0	0	0	0	0	0	207	394	0	0	0	0	0	161	285	0
Ccdc77	41.200000	332	0	0	0	111	0	138	0	0	0	0	95	0	0	0	0	0	0	0	0	0	0	0	306	0	0	0	278	0	0	0	0	0	0	182	0
Naa20	41.171429	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	226	0	0	146	239	0	0	0	0	86	229	282	0
Mrps16	41.171429	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	268	0	0	254	402	0	0	0	0	0	81	160	0
Gm13277	41.171429	239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	563	0	0	113	175	0	0	0	0	0	163	188	0
Emilin1	41.171429	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	295	0	0	0	0	0	0	0	0	0	465	511	0
Dnajc9	41.171429	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	133	0	0	0	0	0	0	268	0	0	254	402	0	0	0	0	0	81	160	0
Tmem161b	41.142857	217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	81	0	221	350	0	0	0	0	151	100	146	0
Naaa	41.142857	785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	548	0	0	0	107	0	0	0	0	0	0	0	0
Kansl2	41.142857	0	0	0	0	0	92	0	0	0	0	0	86	0	0	0	0	0	0	0	0	0	0	0	189	0	0	135	199	0	0	0	0	175	278	286	0
Hsd17b4	41.142857	84	0	0	0	0	78	125	0	0	0	0	0	0	0	0	0	0	0	85	0	0	0	0	187	128	0	104	214	138	0	0	0	0	119	178	0
Ccpg1os	41.142857	334	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	306	0	0	77	222	0	0	0	0	0	148	266	0
Ccpg1	41.142857	334	0	0	0	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	0	0	0	306	0	0	77	222	0	0	0	0	0	148	266	0
B4galt3	41.142857	210	0	0	0	0	0	0	0	0	0	0	100	78	0	0	0	0	0	0	0	0	0	0	254	0	0	112	256	0	0	0	0	0	175	255	0
Sec24a	41.114286	188	0	0	0	0	0	177	0	0	0	123	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	122	275	0	0	0	0	102	94	191	0
Mast3	41.114286	148	0	0	0	0	0	0	0	0	0	0	94	0	117	0	0	0	0	0	0	0	0	0	175	88	0	159	181	0	0	0	0	173	134	170	0
Dtnbp1	41.085714	0	0	0	0	0	0	164	0	0	0	133	0	0	0	0	0	0	0	0	0	0	0	0	108	0	0	205	514	0	0	0	0	0	157	157	0
Cpeb3	41.085714	150	0	0	0	0	0	96	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	218	240	0	0	0	0	127	135	218	0
Atg2a	41.085714	173	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	0	0	200	326	174	0	0	0	0	207	218	0
