Target_genes	Gata2|Average	SRX3014480|3T3-L1	SRX3014481|3T3-L1	SRX1056339|416B	SRX3014484|C3H/10T1/2	SRX3014485|C3H/10T1/2	SRX340953|FDCPmix	SRX340956|FDCPmix	SRX340959|FDCPmix	SRX340964|FDCPmix	SRX340965|FDCPmix	SRX340968|FDCPmix	SRX340969|FDCPmix	SRX079863|G1E	SRX079864|G1E	SRX100313|G1E	SRX145067|G1E	SRX1901617|G1E	SRX1901619|G1E	SRX145068|G1E-ER4+E2	SRX8820362|G1E-ER4+E2	SRX8820363|G1E-ER4+E2	SRX092597|G1ME	SRX035992|Hematopoietic_progenitors	SRX1939440|Lymphoid-primed_multipotent_progenitors	SRX206424|Mast_Cells	SRX310202|Mast_Cells	SRX9030837|Mast_Cells	SRX9030838|Mast_Cells	SRX9030839|Mast_Cells	SRX9030840|Mast_Cells	SRX1035383|mESC_derived_haematopoietic_progenitor	SRX1035394|mESC_derived_haematopoietic_progenitor	SRX2416653|Trophoblast_stem_cells	SRX1297850|Unclassified	SRX183894|Uterus	STRING
Ankrd24	28.314286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	218	219	0	0	0	0	0	0	0	0	554	0
Sbp	28.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	263	263	188	276	0	0	0	0	0	0	0	0
Prss28	28.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	820	0
Plekha7	28.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	350	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	455	0
Pigt	28.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	0	413	409	0	0	0	0	0	0	0	0	78	0
Pcmtd2	28.285714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	192	0	0	0	0	0	0	0	190	190	0	0	247	0	0	0	0	0	171	0
Poc1b	28.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	123	124	0	87	0	0	0	0	0	0	521	0
Nyap1	28.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	0	260	258	0	0	0	0	0	0	0	0	304	0
Galnt4	28.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	134	0	0	0	0	0	0	123	124	0	87	0	0	0	0	0	0	521	0
Fibp	28.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	189	0	0	0	0	0	0	146	146	0	0	0	0	0	0	0	0	274	0
Ccdc85b	28.257143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	234	189	0	0	0	0	0	0	146	146	0	0	0	0	0	0	0	0	274	0
Zfp617	28.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	185	190	192	0	0	0	0	0	0	0	0	421	0
Tomm20	28.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	250	248	0	0	0	0	0	0	0	0	490	0
Ms4a4b	28.228571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	437	551	0	0	0	0	0	0	0	0
Unc13c	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987	0
Srpr	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	180	161	0	0	0	0	0	0	0	0	486	0
Fsd1l	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	77	77	0	0	415	0	0	0	0	0	418	0
Foxred1	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	160	0	0	0	0	0	0	180	161	0	0	0	0	0	0	0	0	486	0
Fam171a2	28.200000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	109	0	0	0	0	0	0	0	0	769	0
Entpd5	28.171429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	147	0	0	0	0	0	297	200	202	0	0	0	0	0	0	0	0	0	0
Cd52	28.171429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	113	0	0	0	0	0	309	156	156	0	0	146	0	0	0	0	0	0	0
Tex26	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	382	603	0	0	0	0	0	0	0	0
Tdg	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	417	405	0	0	0	0	0	0	0	0	163	0
Stk36	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	201	0	95	0	0	0	0	200	201	0	0	0	0	0	0	0	0	127	0
Rpap1	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	503	159	162	0	0	0	0	0	0	0	0	161	0
Rnf25	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	201	0	95	0	0	0	0	200	201	0	0	0	0	0	0	0	0	127	0
Olfr667	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	342	0	410	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Colq	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	281	282	0	0	305	0	0	0	0	0	117	0
Chpt1	28.142857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	184	0	0	0	0	0	0	202	204	0	0	0	0	0	0	0	0	176	0
Selenoh	28.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	362	358	0	0	0	0	0	0	0	0	264	0
Fggy	28.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	239	0	0	0	0	0	0	0	0	506	0
1600014C23Rik	28.114286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	127	264	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	593	0
Eif4e2	28.085714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	327	326	0	0	0	0	0	0	0	0	330	0
Zfp941	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	492	490	0	0	0	0	0	0	0	0	0	0
Tada2b	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	438	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	190	0
St6gal1	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	314	316	0	199	0	0	0	0	0	0	153	0
Smarca2	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	266	155	155	0	0	127	0	0	0	0	0	279	0
Hsf1	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	343	343	0	0	0	0	0	0	0	0	154	0
Gosr1	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	100	0	0	0	0	0	0	207	207	0	0	0	0	0	0	0	0	468	0
Ccdc96	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	438	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	190	0
Bop1	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	0	0	0	0	0	343	343	0	0	0	0	0	0	0	0	154	0
Asb4	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	424	263	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0
Asah2	28.057143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	159	166	346	0	0	0	0	0	0	157	0
Plau	28.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	270	228	213	0	0	0	0	0	0	0	0
Gramd3	28.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	268	0	0	0	0	0	0	0	0	446	0
Dcst2	28.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	490	0	0	0	0	0	0	0	0	0	0
Dcst1	28.028571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	491	490	0	0	0	0	0	0	0	0	0	0
Trim59	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	145	187	0	0	0	0	0	470	0
Myo1e	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	296	296	0	0	120	0	0	0	0	0	268	0
Cxcl12	28.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	980	0
Xylb	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	182	0	0	0	0	0	0	153	153	0	0	169	0	0	0	0	0	212	0
Sgtb	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	343	0	0	0	0	0	0	0	0	292	0
Rad23a	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0	163	0	0	0	0	0	0	128	130	0	0	0	0	0	0	0	0	338	0
Nln	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	344	343	0	0	0	0	0	0	0	0	292	0
Mxd4	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	214	180	0	0	0	0	0	0	195	195	0	0	0	0	0	0	0	0	195	0
Kdm8	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	322	321	0	0	0	0	0	0	0	0	336	0
Igtp	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	337	0	124	0	0	0	0	0	0	0	0	379	0
Hsd17b13	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	153	229	442	0	0	0	0	0	0	0	0
Hs6st2	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	186	166	178	263	0	0	0	0	0	0	0
Dglucy	27.971429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	320	0	0	0	0	0	0	0	0	340	0
Tra2b	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	179	246	0	0	0	0	0	0	174	176	0	0	0	0	0	0	0	0	203	0
Snf8	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	243	0	0	0	0	0	0	319	276	0	0	0	0	0	0	0	0	0	0
Selenot	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	230	0	137	163	0	0	0	0	0	220	0
Rps15	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	280	279	0	0	0	0	0	0	0	0	419	0
Il5ra	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	711	267	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ak3	27.942857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	336	429	0	0	0	0	0	0	107	106	0	0	0	0	0	0	0	0	0	0
Zc3h13	27.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	341	342	0	0	0	0	0	0	0	0	294	0
Piezo1	27.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	215	0	0	346	0	0	0	0	0	200	0
Ell	27.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0	0	0	0	0	249	246	0	0	169	0	0	0	0	0	161	0
Cisd3	27.914286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	302	0	0	107	0	0	0	0	0	263	0
Zmat2	27.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0	0	0	805	0
Med27	27.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	168	0	0	0	0	0	0	198	193	0	0	0	0	0	0	0	0	287	0
Got1l1	27.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	267	0	0	0	0	0	0	0	200	199	0	0	0	0	0	0	0	0	310	0
Cdc45	27.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	299	126	126	0	0	0	0	0	0	0	0	425	0
Bicd2	27.885714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	204	0	0	0	0	0	0	180	181	0	0	0	0	0	0	0	0	212	0
Skint11	27.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	975	0
Sgpp1	27.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	249	130	182	162	0	0	0	0	0	0	0
Nckap1	27.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	73	0	210	211	0	0	154	0	0	0	0	0	166	0
Cops3	27.857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	264	393	0	0	0	0	0	0	106	106	0	0	0	0	0	0	0	0	106	0
Zfp759	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	199	220	0	197	148	0	0	0	0	0	0	0
Uqcrfs1	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	183	0	0	0	0	0	0	205	206	0	0	0	0	0	0	0	0	153	0
Sphk1	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0
Rbm18	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	128	0	0	0	0	0	0	249	246	0	0	0	0	0	0	0	0	174	0
Prpf39	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93	0	0	0	0	0	0	366	378	0	0	0	0	0	0	0	0	137	0
Plcxd2	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	354	354	0	0	0	0	0	0	0	0	266	0
Pate13	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	974	0
Mrrf	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	177	128	0	0	0	0	0	0	249	246	0	0	0	0	0	0	0	0	174	0
Crisp2	27.828571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	251	613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem95	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	258	0	0	0	0	0	0	126	125	0	0	0	0	0	0	0	0	189	0
Rrp8	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	218	150	231	0	0	0	0	0	0	155	0
Rbm26	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	92	0	0	0	0	0	0	270	269	0	0	0	0	0	0	0	0	342	0
Kctd11	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	275	258	0	0	0	0	0	0	126	125	0	0	0	0	0	0	0	0	189	0
Ilk	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	218	150	231	0	0	0	0	0	0	155	0
Gpr84	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	284	285	0	0	107	0	0	0	0	0	297	0
Ehmt1	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0	0	0	0	0	330	330	0	0	0	0	0	0	0	0	200	0
Comp	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	136	0	0	0	0	0	0	304	303	0	0	0	0	0	0	0	0	0	0
Clba1	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	356	358	0	0	0	0	0	0	0	0	259	0
Brd3	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	142	0	608	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Agk	27.800000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	326	322	0	0	0	0	0	0	0	0	325	0
Zw10	27.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	171	320	0	0	0	0	0	0	183	182	0	0	0	0	0	0	0	0	116	0
Fam102a	27.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	310	267	0	0	0	0	0	0	0	0	0	218	177	0	0	0	0	0	0	0
Dync2li1	27.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	180	0	0	0	0	0	0	133	133	0	0	0	0	0	0	0	0	149	0
D8Ertd738e	27.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	338	0	0	0	0	0	0	0	0	296	0
Amer1	27.771429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	146	304	0	0	0	0	0	0	155	155	0	0	0	0	0	0	0	0	212	0
Trim13	27.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	219	374	0	0	0	0	0	0	188	190	0	0	0	0	0	0	0	0	0	0
Lars	27.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	287	0	0	0	0	0	129	0	0	0	132	0	0	0	0	0	0	423	0
Cep135	27.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	439	0	0	0	0	0	0	0	0	100	0
Casc3	27.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	220	0	0	0	0	0	0	162	166	0	0	0	0	0	0	0	0	234	0
2810021J22Rik	27.742857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	198	198	0	0	0	0	0	0	0	0	575	0
Tm4sf5	27.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	674	0
Pspc1	27.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	126	0	0	0	0	0	0	0	257	260	0	0	0	0	0	0	0	0	327	0
Ngrn	27.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	294	290	0	0	0	0	0	0	0	0	386	0
Gm7827	27.714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	143	142	235	450	0	0	0	0	0	0	0	0
Tomm34	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	0	0	0	183	170	167	0	0	0	0	0	0	0	0	353	0
Tmem129	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	311	0	0	0	0	0	0	121	121	0	0	0	0	0	0	0	0	177	0
Thap7	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	330	328	0	0	0	0	0	0	0	0	311	0
Tacc3	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	239	311	0	0	0	0	0	0	121	121	0	0	0	0	0	0	0	0	177	0
Fcgrt	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	186	0	0	0	0	0	0	242	248	0	0	0	0	0	0	0	0	293	0
Btbd7	27.685714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	432	0	0	0	0	0	0	97	97	0	0	226	0	0	0	0	0	117	0
Stpg4	27.657143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	968	0
Pias2	27.657143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0	0	0	0	0	0	0	192	195	0	0	0	0	0	0	0	0	472	0
Hif1an	27.657143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	0	0	0	0	0	0	284	289	0	0	0	0	0	0	0	0	265	0
Zfp948	27.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	396	394	0	0	0	0	0	0	0	0	177	0
Sec61a2	27.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	0	0	0	0	0	0	252	252	0	0	0	0	0	0	0	0	332	0
Adh5	27.628571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	223	142	0	0	0	0	0	0	172	172	0	0	0	0	0	0	0	0	258	0
Abcb10	27.600000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	244	0	0	0	0	155	0	0	0	0	116	114	0	0	200	0	0	0	0	0	137	0
Tmem60	27.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0	0	0	0	0	0	198	197	0	0	0	0	0	0	0	0	191	0
Syt5	27.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	422	229	0	0	0	0	0	0	157	157	0	0	0	0	0	0	0	0	0	0
Srsf9	27.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	305	256	0	0	0	0	0	0	119	121	0	0	0	0	0	0	0	0	164	0
Pram1	27.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	194	233	0	0	0	0	0	0	193	192	0	153	0	0	0	0	0	0	0	0
Casp8	27.571429	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	213	215	129	223	185	0	0	0	0	0	0	0
Pwwp2a	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	105	0	0	0	0	0	0	249	250	0	0	0	0	0	0	0	0	254	0
Mphosph9	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	296	298	0	0	0	0	0	0	0	0	220	0
Icos	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	204	760	0	0	0	0	0	0	0
Grina	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	312	0	412	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109	0
Ccsap	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	88	0	0	0	0	0	0	324	324	0	0	0	0	0	0	0	0	228	0
2810006K23Rik	27.542857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	150	0	0	0	0	0	0	296	298	0	0	0	0	0	0	0	0	220	0
Tm6sf2	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	335	284	0	0	0	0	0	0	0	0	124	220	0	0	0	0	0	0	0	0
Smpd5	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	441	442	0	0	0	0	0	0	0	0	80	0
Klc1	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	96	0	0	146	0	0	0	0	120	134	0	0	467	0	0	0	0	0	0	0
Gm17266	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	523	440	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Brd1	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	139	0	250	297	0	0	0	0	0	0	103	101	0	0	73	0	0	0	0	0	0	0
Akap5	27.514286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	155	414	394	0	0	0	0	0	0	0	0	0	0
Timm21	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	169	0	0	0	0	0	0	0	0	629	0
Tbc1d12	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	168	166	0	0	0	0	0	0	0	0	628	0
Pde6g	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	231	0	0	0	0	0	0	0	0	501	0
Oxld1	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	231	0	0	0	0	0	0	0	0	501	0
Otof	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	302	0	0	0	0	0	0	0	0	353	0
Fbxo15	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	169	0	0	0	0	0	0	0	0	629	0
Fam166c	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	302	0	0	0	0	0	0	0	0	353	0
Clca2	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	0	0	0	0	0	0	423	423	0	0	0	0	0	0	0	0	0	0
Ccdc137	27.485714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	230	231	0	0	0	0	0	0	0	0	501	0
Tmed5	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	201	0	0	0	0	0	0	208	205	0	0	0	0	0	0	0	0	217	0
Scamp5	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	385	382	0	0	0	0	0	0	0	0	194	0
Pira7	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	158	0	0	663	0	0	0	0	0	0	0
Pira6	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	158	0	0	663	0	0	0	0	0	0	0
Pira4	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	158	0	0	663	0	0	0	0	0	0	0
Pira11	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	158	0	0	663	0	0	0	0	0	0	0
Gm14548	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	140	158	0	0	663	0	0	0	0	0	0	0
Ccdc18	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	130	201	0	0	0	0	0	0	208	205	0	0	0	0	0	0	0	0	217	0
Atg2a	27.457143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	189	307	0	0	0	0	0	0	85	83	0	0	0	0	0	0	0	0	297	0
Tnrc6a	27.428571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	277	378	0	0	0	0	0	0	91	91	0	0	0	0	0	0	0	0	123	0
