Target_genes	Esrra|Average	SRX21934343|Brown_adipocytes	SRX17622702|Brown_adipose_tissue	SRX17622703|Brown_adipose_tissue	SRX1890323|Brown_adipose_tissue	SRX1890324|Brown_adipose_tissue	SRX1716885|C2C12	SRX24915614|Duodenal_villus	SRX24915615|Duodenal_villus	SRX1743135|Frontal_cortex	SRX1743136|Frontal_cortex	SRX15672330|Liver	SRX15672332|Liver	SRX18421145|Liver	SRX18421147|Liver	SRX18421149|Skeletal_muscle	SRX18421151|Skeletal_muscle	SRX218535|Unclassified	STRING
Tmem151a	23.117647	129	0	73	0	58	0	0	0	0	133	0	0	0	0	0	0	0	0
Rai14	23.117647	196	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mfsd14a	23.117647	126	0	145	0	0	0	0	0	0	122	0	0	0	0	0	0	0	0
Galnt1	23.117647	0	0	0	0	0	0	0	0	137	101	0	0	0	0	0	0	155	0
Fcgr3	23.117647	0	0	0	0	0	0	0	0	0	100	0	77	0	0	0	0	216	0
Cdh24	23.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	393	0
Acnat2	23.117647	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	209	0
Telo2	23.058824	121	0	123	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tbcd	23.058824	126	0	0	123	143	0	0	0	0	0	0	0	0	0	0	0	0	0
Taok1	23.058824	213	0	0	99	0	0	0	0	0	80	0	0	0	0	0	0	0	0
Prss51	23.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	392	0
Nme3	23.058824	243	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps34	23.058824	243	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Eme2	23.058824	243	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0
Dgkz	23.058824	0	0	121	0	0	0	0	0	0	0	0	0	0	0	0	0	271	0
Cdcp2	23.058824	213	0	0	96	83	0	0	0	0	0	0	0	0	0	0	0	0	0
Bod1l	23.058824	125	0	134	0	0	0	0	0	0	133	0	0	0	0	0	0	0	0
2610008E11Rik	23.058824	136	0	0	83	0	0	0	0	86	87	0	0	0	0	0	0	0	0
Tuba8	23.000000	221	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spint3	23.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	391	0
Tmem138	22.941176	131	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	155	0
Prex2	22.941176	152	0	0	0	0	0	0	0	117	121	0	0	0	0	0	0	0	0
Ppcdc	22.941176	176	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0
Osgin1	22.941176	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307	0
Nsf	22.941176	0	0	307	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0
Ipo8	22.941176	132	0	0	174	84	0	0	0	0	0	0	0	0	0	0	0	0	0
Hmg20b	22.941176	140	0	89	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cyb561a3	22.941176	131	0	0	0	0	0	0	0	0	104	0	0	0	0	0	0	155	0
Chmp5	22.941176	76	0	0	112	128	0	0	0	0	74	0	0	0	0	0	0	0	0
Cep250	22.941176	176	0	0	0	0	0	0	0	137	77	0	0	0	0	0	0	0	0
Bag1	22.941176	76	0	0	112	128	0	0	0	0	74	0	0	0	0	0	0	0	0
Atg2a	22.941176	124	0	135	131	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp992	22.882353	0	0	0	0	0	0	0	0	0	0	109	201	0	0	0	0	79	0
Pcmt1	22.882353	164	0	0	104	0	0	0	0	0	121	0	0	0	0	0	0	0	0
Maneal	22.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	389	0
Cox4i2	22.882353	0	0	0	164	225	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd8	22.823529	0	0	99	178	111	0	0	0	0	0	0	0	0	0	0	0	0	0
Prr14	22.823529	158	0	0	0	230	0	0	0	0	0	0	0	0	0	0	0	0	0
Omp	22.823529	0	0	121	0	0	0	0	0	0	0	0	0	0	115	0	0	152	0
Nav1	22.823529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	388	0
Dars2	22.823529	127	0	0	174	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccbe1	22.823529	0	0	0	216	172	0	0	0	0	0	0	0	0	0	0	0	0	0
Acsbg1	22.823529	0	0	0	0	0	0	0	0	0	139	0	0	0	0	0	0	249	0
4833420G17Rik	22.823529	241	0	0	61	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmed5	22.764706	203	0	106	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tjp2	22.764706	0	0	0	0	0	0	0	0	67	132	0	0	0	0	0	0	188	0
Setx	22.764706	0	0	137	0	0	0	0	0	117	133	0	0	0	0	0	0	0	0
Rbpms	22.764706	121	0	0	0	190	0	0	0	0	76	0	0	0	0	0	0	0	0
Myocos	22.764706	0	0	0	0	275	0	0	0	0	0	0	0	0	0	0	0	112	0
Lyrm1	22.764706	184	0	122	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
Kcnj14	22.764706	0	0	129	103	155	0	0	0	0	0	0	0	0	0	0	0	0	0
Gdf7	22.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	387	0
Dcun1d3	22.764706	184	0	122	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0
Ccdc18	22.764706	203	0	106	78	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atp11a	22.764706	247	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Trnt1	22.705882	0	0	0	0	0	0	0	0	182	204	0	0	0	0	0	0	0	0
Tnrc18	22.705882	84	0	0	90	212	0	0	0	0	0	0	0	0	0	0	0	0	0
Jup	22.705882	135	0	103	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Imp3	22.705882	134	0	0	0	120	0	0	0	132	0	0	0	0	0	0	0	0	0
H3c4	22.705882	187	0	0	103	0	0	0	0	96	0	0	0	0	0	0	0	0	0
H2bc8	22.705882	187	0	0	103	0	0	0	0	96	0	0	0	0	0	0	0	0	0
H2bc7	22.705882	187	0	0	103	0	0	0	0	96	0	0	0	0	0	0	0	0	0
H2ac8	22.705882	187	0	0	103	0	0	0	0	96	0	0	0	0	0	0	0	0	0
H2ac7	22.705882	187	0	0	103	0	0	0	0	96	0	0	0	0	0	0	0	0	0
Gatad1	22.705882	0	0	117	0	0	0	0	0	165	104	0	0	0	0	0	0	0	0
Csnk2a1	22.705882	176	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cbln3	22.705882	191	0	0	87	108	0	0	0	0	0	0	0	0	0	0	0	0	0
Capn15	22.705882	218	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfyve27	22.647059	176	0	0	209	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pagr1a	22.647059	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Mvp	22.647059	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	202	0
Hat1	22.647059	0	0	153	0	0	0	0	0	82	150	0	0	0	0	0	0	0	0
BC034090	22.647059	176	0	83	0	0	0	0	0	0	126	0	0	0	0	0	0	0	0
Abcb6	22.647059	245	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0
Tusc1	22.588235	171	0	0	0	0	0	0	0	114	99	0	0	0	0	0	0	0	0
Tiparp	22.588235	108	0	0	0	182	0	0	0	0	94	0	0	0	0	0	0	0	0
Sf3b5	22.588235	103	0	0	190	0	0	0	0	91	0	0	0	0	0	0	0	0	0
Rpl15	22.588235	0	0	92	173	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Nkiras1	22.588235	0	0	92	173	0	0	0	0	0	119	0	0	0	0	0	0	0	0
Lsm2	22.588235	195	0	63	126	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gemin7	22.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	384	0
Eef1akmt2	22.588235	142	0	97	0	0	0	0	0	0	145	0	0	0	0	0	0	0	0
Ddx41	22.588235	99	0	0	216	69	0	0	0	0	0	0	0	0	0	0	0	0	0
Aunip	22.588235	185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0
Alad	22.588235	257	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc6a17	22.529412	0	0	0	0	0	0	0	0	162	221	0	0	0	0	0	0	0	0
Sh3bgrl2	22.529412	160	0	0	0	0	0	0	0	102	121	0	0	0	0	0	0	0	0
Rdh7	22.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	383	0
Pnn	22.529412	182	0	87	0	0	0	0	0	0	114	0	0	0	0	0	0	0	0
Mpv17l	22.529412	86	0	0	0	0	0	0	0	144	153	0	0	0	0	0	0	0	0
Kras	22.529412	0	0	0	0	0	0	0	0	107	134	0	0	0	0	0	0	142	0
Hsd17b4	22.529412	110	0	0	0	165	0	0	0	108	0	0	0	0	0	0	0	0	0
Fam3c	22.529412	101	0	0	0	163	0	0	0	119	0	0	0	0	0	0	0	0	0
Cdc42se2	22.529412	0	0	149	0	0	0	0	0	106	128	0	0	0	0	0	0	0	0
Btg1	22.529412	168	0	93	122	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2z	22.470588	132	0	0	0	179	0	0	0	0	71	0	0	0	0	0	0	0	0
Synj2bp	22.470588	172	0	0	0	101	0	0	0	0	109	0	0	0	0	0	0	0	0
Rnf128	22.470588	209	0	0	0	173	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppa2	22.470588	0	0	126	107	0	0	0	0	0	149	0	0	0	0	0	0	0	0
Luc7l2	22.470588	223	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm20498	22.470588	172	0	0	0	101	0	0	0	0	109	0	0	0	0	0	0	0	0
Dnajc13	22.470588	206	0	96	0	0	0	0	0	0	80	0	0	0	0	0	0	0	0
Afap1l2	22.470588	219	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmat4	22.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0
Unc119b	22.411765	270	0	0	0	111	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2h	22.411765	157	0	0	89	135	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc39a11	22.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	381	0
Rpa2	22.411765	245	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Naa30	22.411765	0	0	184	0	0	0	0	0	58	139	0	0	0	0	0	0	0	0
Fbxo31	22.411765	151	0	0	116	114	0	0	0	0	0	0	0	0	0	0	0	0	0
Api5	22.411765	0	0	191	0	0	0	0	0	66	0	0	0	0	0	0	0	124	0
Ankrd28	22.411765	0	0	0	0	0	0	0	0	103	148	0	0	0	0	0	0	130	0
Aadacl2fm1	22.411765	0	0	0	0	0	381	0	0	0	0	0	0	0	0	0	0	0	0
Zcwpw1	22.352941	217	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Spata6	22.352941	155	0	0	0	116	0	0	0	0	109	0	0	0	0	0	0	0	0
Rpl30	22.352941	134	0	0	121	125	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf214	22.352941	0	0	0	0	0	0	0	0	90	118	0	0	0	0	0	0	172	0
Rexo2	22.352941	0	0	131	0	249	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasal2	22.352941	0	0	0	143	0	0	0	0	136	101	0	0	0	0	0	0	0	0
Plekha1	22.352941	0	0	0	0	0	0	0	0	137	243	0	0	0	0	0	0	0	0
Pcsk7	22.352941	0	0	0	0	0	0	0	0	90	118	0	0	0	0	0	0	172	0
Oprd1	22.352941	0	0	0	0	0	0	0	0	173	207	0	0	0	0	0	0	0	0
Nfil3	22.352941	180	0	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0
Necap1	22.352941	117	0	0	0	0	0	0	0	0	145	0	0	0	0	0	0	118	0
Mepce	22.352941	217	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsf2	22.352941	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	0	231	0
Gjc2	22.352941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	380	0
Bcar3	22.352941	137	0	0	0	243	0	0	0	0	0	0	0	0	0	0	0	0	0
Shisa6	22.294118	234	0	0	145	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nudt5	22.294118	135	0	0	112	132	0	0	0	0	0	0	0	0	0	0	0	0	0
Notch1	22.294118	174	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mx2	22.294118	106	0	0	198	75	0	0	0	0	0	0	0	0	0	0	0	0	0
Mocos	22.294118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	379	0
D3Ertd751e	22.294118	124	0	175	0	0	0	0	0	80	0	0	0	0	0	0	0	0	0
Chrnb4	22.294118	252	0	0	0	127	0	0	0	0	0	0	0	0	0	0	0	0	0
Cdc123	22.294118	135	0	0	112	132	0	0	0	0	0	0	0	0	0	0	0	0	0
C1rl	22.294118	205	0	0	88	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Bhmg1	22.294118	181	0	0	0	122	0	0	0	76	0	0	0	0	0	0	0	0	0
Asah1	22.294118	168	0	0	0	0	0	0	0	109	102	0	0	0	0	0	0	0	0
Adprhl2	22.294118	198	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp598	22.235294	215	0	0	0	163	0	0	0	0	0	0	0	0	0	0	0	0	0
Ube2r2	22.235294	123	0	139	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smarcal1	22.235294	183	0	0	93	102	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a30	22.235294	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	378	0
Sdr39u1	22.235294	0	0	132	138	108	0	0	0	0	0	0	0	0	0	0	0	0	0
Scg5	22.235294	0	0	0	0	0	0	0	0	165	213	0	0	0	0	0	0	0	0
Rpl7l1	22.235294	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	231	0
Eral1	22.235294	166	0	0	136	0	0	0	0	0	76	0	0	0	0	0	0	0	0
Crybg1	22.235294	0	0	192	0	0	0	0	0	88	98	0	0	0	0	0	0	0	0
Amotl1	22.235294	202	0	0	86	90	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfcp2	22.176471	216	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc22a17	22.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0
Rag2	22.176471	186	0	0	104	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Mettl16	22.176471	262	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Kif3b	22.176471	0	0	175	0	0	0	0	0	105	97	0	0	0	0	0	0	0	0
Iftap	22.176471	186	0	0	104	87	0	0	0	0	0	0	0	0	0	0	0	0	0
Hoxd4	22.176471	92	0	0	107	178	0	0	0	0	0	0	0	0	0	0	0	0	0
Adam2	22.176471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	377	0
U2af1	22.117647	211	0	99	0	0	0	0	0	0	66	0	0	0	0	0	0	0	0
Pcf11	22.117647	133	0	0	133	0	0	0	0	110	0	0	0	0	0	0	0	0	0
Kynu	22.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0
Gnat1	22.117647	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	376	0
Gnai2	22.117647	116	0	86	77	97	0	0	0	0	0	0	0	0	0	0	0	0	0
Elovl7	22.117647	0	0	0	0	0	0	0	0	134	242	0	0	0	0	0	0	0	0
Cfap126	22.117647	112	0	0	165	99	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp444	22.058824	131	0	244	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp217	22.058824	256	0	0	0	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Sap30	22.058824	0	0	0	0	0	0	0	0	0	0	0	0	0	114	0	0	261	0
Osbp2	22.058824	118	0	0	138	119	0	0	0	0	0	0	0	0	0	0	0	0	0
Gnai3	22.058824	0	0	0	0	0	264	0	0	0	111	0	0	0	0	0	0	0	0
Gm17019	22.058824	0	0	0	0	0	0	0	0	0	0	0	0	142	233	0	0	0	0
Fam102b	22.058824	153	0	0	157	0	0	0	0	0	65	0	0	0	0	0	0	0	0
Cyp46a1	22.058824	0	0	0	0	0	0	0	0	0	175	0	0	0	0	0	0	200	0
Bbs1	22.058824	258	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankrd46	22.058824	257	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0
4930522H14Rik	22.058824	160	0	0	0	215	0	0	0	0	0	0	0	0	0	0	0	0	0
Sinhcaf	22.000000	0	0	200	0	0	0	0	0	64	110	0	0	0	0	0	0	0	0
Rrm2	22.000000	0	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	249	0
Prl2c4	22.000000	0	0	0	0	0	0	0	0	0	0	178	0	105	91	0	0	0	0
Prl2c3	22.000000	0	0	0	0	0	0	0	0	0	0	178	0	105	91	0	0	0	0
Ppan	22.000000	152	0	0	118	104	0	0	0	0	0	0	0	0	0	0	0	0	0
Plb1	22.000000	0	0	0	205	169	0	0	0	0	0	0	0	0	0	0	0	0	0
Pcbp1	22.000000	94	0	167	0	0	113	0	0	0	0	0	0	0	0	0	0	0	0
Lhfp	22.000000	0	0	296	0	0	0	0	0	78	0	0	0	0	0	0	0	0	0
Foxj2	22.000000	83	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	100	0
Crebl2	22.000000	158	0	0	103	0	0	0	0	0	113	0	0	0	0	0	0	0	0
Clptm1l	22.000000	129	0	159	0	0	0	0	0	0	86	0	0	0	0	0	0	0	0
Chd4	22.000000	142	0	128	0	0	0	0	0	0	104	0	0	0	0	0	0	0	0
Cd72	22.000000	0	0	374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2310002L09Rik	22.000000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	374	0	0
Stk38	21.941176	148	0	0	67	158	0	0	0	0	0	0	0	0	0	0	0	0	0
Sp110	21.941176	0	0	0	0	0	0	0	0	156	0	0	217	0	0	0	0	0	0
Slc39a9	21.941176	176	0	0	0	77	0	0	0	0	120	0	0	0	0	0	0	0	0
Plaa	21.941176	92	0	87	0	0	0	0	0	96	98	0	0	0	0	0	0	0	0
Olfr784	21.941176	0	0	0	0	0	295	0	0	0	0	0	78	0	0	0	0	0	0
Invs	21.941176	162	0	0	104	0	0	0	0	0	107	0	0	0	0	0	0	0	0
Ifitm2	21.941176	245	0	0	0	128	0	0	0	0	0	0	0	0	0	0	0	0	0
Etd	21.941176	159	0	0	0	214	0	0	0	0	0	0	0	0	0	0	0	0	0
Erp44	21.941176	162	0	0	104	0	0	0	0	0	107	0	0	0	0	0	0	0	0
Erh	21.941176	176	0	0	0	77	0	0	0	0	120	0	0	0	0	0	0	0	0
Clock	21.941176	0	0	240	0	0	0	0	0	58	75	0	0	0	0	0	0	0	0
Cdk5rap3	21.941176	130	0	0	157	86	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp750	21.882353	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	290	0
Sun3	21.882353	0	0	78	0	0	0	0	0	0	87	0	0	0	0	0	0	207	0
Spink5	21.882353	241	0	0	0	131	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf144a	21.882353	203	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0
Rhoq	21.882353	255	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1030	21.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0
Olfr1029	21.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0
Mnat1	21.882353	248	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm11992	21.882353	0	0	78	0	0	0	0	0	0	87	0	0	0	0	0	0	207	0
Epor	21.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0
Dhx34	21.882353	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	372	0
Cpxm2	21.882353	102	0	0	99	171	0	0	0	0	0	0	0	0	0	0	0	0	0
Copg1	21.882353	146	0	145	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0
Ccdc97	21.882353	170	0	0	0	202	0	0	0	0	0	0	0	0	0	0	0	0	0
Trir	21.823529	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	284	0
Tarsl2	21.823529	0	0	165	0	0	0	0	0	112	94	0	0	0	0	0	0	0	0
Ptpn23	21.823529	236	0	0	135	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psmd12	21.823529	0	0	134	0	0	0	0	0	138	99	0	0	0	0	0	0	0	0
Pde12	21.823529	0	0	91	0	162	0	0	0	0	0	0	0	0	0	0	0	118	0
Get3	21.823529	0	0	0	0	0	0	0	0	0	87	0	0	0	0	0	0	284	0
Ddx5	21.823529	89	0	100	0	0	91	0	0	0	91	0	0	0	0	0	0	0	0
Cmya5	21.823529	251	0	0	120	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cep95	21.823529	89	0	100	0	0	91	0	0	0	91	0	0	0	0	0	0	0	0
Zfp41	21.764706	123	0	147	0	0	0	0	0	0	100	0	0	0	0	0	0	0	0
Tnfaip1	21.764706	158	0	0	135	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Spag7	21.764706	214	0	0	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf217	21.764706	206	0	0	0	95	0	0	0	0	69	0	0	0	0	0	0	0	0
Rnf122	21.764706	165	0	0	142	0	0	0	0	0	63	0	0	0	0	0	0	0	0
Pvr	21.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	370	0
Pram1	21.764706	0	0	0	0	0	0	0	0	0	0	0	0	0	123	0	0	247	0
Pet117	21.764706	110	0	69	0	0	0	0	0	94	97	0	0	0	0	0	0	0	0
Mrps2	21.764706	145	0	134	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Mmadhc	21.764706	179	0	0	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0
Kat14	21.764706	110	0	69	0	0	0	0	0	94	97	0	0	0	0	0	0	0	0
Ift20	21.764706	158	0	0	135	0	0	0	0	77	0	0	0	0	0	0	0	0	0
Atp11b	21.764706	0	0	121	0	0	0	0	0	109	140	0	0	0	0	0	0	0	0
1700007K13Rik	21.764706	145	0	134	0	0	0	0	0	0	91	0	0	0	0	0	0	0	0
Pkig	21.705882	0	0	72	0	0	191	0	0	0	106	0	0	0	0	0	0	0	0
Lrrc71	21.705882	233	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0
Csrnp3	21.705882	0	0	0	0	0	0	0	0	0	369	0	0	0	0	0	0	0	0
Cebpzos	21.705882	0	0	0	120	0	0	0	0	78	171	0	0	0	0	0	0	0	0
Ccdc126	21.705882	125	0	0	128	116	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp119a	21.647059	213	0	0	0	75	0	0	0	80	0	0	0	0	0	0	0	0	0
Trmo	21.647059	0	0	109	94	0	0	0	0	76	89	0	0	0	0	0	0	0	0
Smim17	21.647059	125	0	0	95	148	0	0	0	0	0	0	0	0	0	0	0	0	0
Lars2	21.647059	0	0	144	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0
L3mbtl2	21.647059	215	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0
Fundc2	21.647059	148	0	123	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Flt3l	21.647059	0	0	0	151	0	0	0	0	0	0	0	0	0	0	0	0	217	0
F8	21.647059	148	0	123	0	0	0	0	0	97	0	0	0	0	0	0	0	0	0
Eif4ebp2	21.647059	208	0	0	0	95	0	0	0	0	65	0	0	0	0	0	0	0	0
Bmp1	21.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0
Ankrd1	21.647059	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	368	0
Tmem204	21.588235	367	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2b	21.588235	0	0	0	0	0	122	0	0	0	0	0	0	0	0	0	0	245	0
Pnrc1	21.588235	0	0	144	0	0	0	0	0	0	93	0	0	0	0	0	0	130	0
Necab2	21.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0
Mcu	21.588235	0	0	148	0	0	0	0	0	0	89	0	0	0	0	0	0	130	0
Caap1	21.588235	161	0	0	0	0	0	0	0	97	109	0	0	0	0	0	0	0	0
Ankrd13d	21.588235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	367	0
Thap4	21.529412	0	0	114	0	0	0	0	0	0	57	0	0	0	0	0	0	195	0
St6galnac5	21.529412	150	0	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Scgb1c1	21.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0
Odf3	21.529412	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	366	0
Nt5m	21.529412	78	0	175	0	0	0	0	0	0	113	0	0	0	0	0	0	0	0
Hspb8	21.529412	0	0	119	0	0	107	0	0	0	0	0	0	0	0	0	0	140	0
Gm33989	21.529412	159	0	0	0	0	0	0	0	86	121	0	0	0	0	0	0	0	0
Cyp2w1	21.529412	163	0	0	203	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atg4b	21.529412	0	0	114	0	0	0	0	0	0	57	0	0	0	0	0	0	195	0
Acvr2a	21.529412	0	0	0	0	0	0	0	0	98	268	0	0	0	0	0	0	0	0
Ythdf2	21.470588	271	0	0	0	0	0	0	0	0	94	0	0	0	0	0	0	0	0
Srpk2	21.470588	125	0	0	0	0	0	0	0	155	85	0	0	0	0	0	0	0	0
Snrnp70	21.470588	157	0	0	105	103	0	0	0	0	0	0	0	0	0	0	0	0	0
Mustn1	21.470588	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	235	0
Msrb2	21.470588	261	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Iqgap1	21.470588	0	0	181	0	0	0	0	0	86	98	0	0	0	0	0	0	0	0
Hars2	21.470588	197	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hars	21.470588	197	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Chmp2a	21.470588	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	0	275	0
Cdkn1a	21.470588	0	93	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc51b	21.411765	0	0	0	0	0	0	0	0	0	155	0	0	0	0	0	0	209	0
Osbp	21.411765	179	0	0	102	83	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1028	21.411765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	364	0
Negr1	21.411765	0	0	117	0	132	0	0	0	0	115	0	0	0	0	0	0	0	0
Mtfmt	21.411765	206	0	0	158	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccnq	21.411765	132	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0
Zfp513	21.352941	142	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spg11	21.352941	298	0	0	0	0	0	0	0	0	65	0	0	0	0	0	0	0	0
Rpp14	21.352941	113	0	0	158	0	0	0	0	0	92	0	0	0	0	0	0	0	0
