Target_genes	Pitx1|Average	SRX195355|Hindlimb	SRX195357|Hindlimb	SRX2978809|Hindlimb	SRX3205484|Squamous_cell_carcinoma	SRX3205486|Squamous_cell_carcinoma	SRX3205490|Squamous_cell_carcinoma	SRX3205491|Squamous_cell_carcinoma	SRX5283003|Squamous_cell_carcinoma	STRING
Ccdc149	18.000000	0	0	144	0	0	0	0	0	0
Capn2	18.000000	0	0	144	0	0	0	0	0	0
Blvra	18.000000	0	0	144	0	0	0	0	0	0
Atrnl1	18.000000	0	0	144	0	0	0	0	0	0
Atp5k	18.000000	0	0	144	0	0	0	0	0	0
Aktip	18.000000	0	0	144	0	0	0	0	0	0
Ado	18.000000	0	0	144	0	0	0	0	0	0
Zbtb38	17.875000	0	0	143	0	0	0	0	0	0
Smc3	17.875000	0	0	143	0	0	0	0	0	0
Sall1	17.875000	0	0	143	0	0	0	0	0	0
Rsl24d1	17.875000	0	0	143	0	0	0	0	0	0
Ppp1r3b	17.875000	0	0	143	0	0	0	0	0	0
Ppp1r12c	17.875000	0	0	143	0	0	0	0	0	0
Pes1	17.875000	0	0	143	0	0	0	0	0	0
Nfkb1	17.875000	0	0	143	0	0	0	0	0	0
Nfatc4	17.875000	0	0	143	0	0	0	0	0	0
Mcub	17.875000	0	0	143	0	0	0	0	0	0
Kcnh2	17.875000	0	0	143	0	0	0	0	0	0
Hnrnpa1	17.875000	0	0	143	0	0	0	0	0	0
Gja3	17.875000	0	0	143	0	0	0	0	0	0
Dpagt1	17.875000	0	0	143	0	0	0	0	0	0
Ddx56	17.875000	0	0	143	0	0	0	0	0	0
2610301B20Rik	17.875000	0	0	143	0	0	0	0	0	0
Wrnip1	17.750000	0	0	142	0	0	0	0	0	0
Rin2	17.750000	0	0	142	0	0	0	0	0	0
Osbp	17.750000	0	0	142	0	0	0	0	0	0
Nsrp1	17.750000	0	0	142	0	0	0	0	0	0
Npcd	17.750000	0	0	142	0	0	0	0	0	0
Hpf1	17.750000	0	0	142	0	0	0	0	0	0
Chsy1	17.750000	0	0	142	0	0	0	0	0	0
Chmp4b	17.750000	0	0	142	0	0	0	0	0	0
Cdc25c	17.750000	0	0	142	0	0	0	0	0	0
Cbx6	17.750000	0	0	142	0	0	0	0	0	0
Zswim4	17.625000	0	0	141	0	0	0	0	0	0
Trpm3	17.625000	0	0	0	0	0	141	0	0	0
Tll1	17.625000	0	0	141	0	0	0	0	0	0
Tle5	17.625000	0	0	141	0	0	0	0	0	0
Tcof1	17.625000	0	0	141	0	0	0	0	0	0
Slc28a3	17.625000	0	0	141	0	0	0	0	0	0
Six5	17.625000	0	0	141	0	0	0	0	0	0
Sema3c	17.625000	0	0	141	0	0	0	0	0	0
Pih1d1	17.625000	0	0	0	0	0	141	0	0	0
Large1	17.625000	0	0	141	0	0	0	0	0	0
Dus3l	17.625000	0	0	141	0	0	0	0	0	0
Alms1	17.625000	0	0	141	0	0	0	0	0	0
Aldh16a1	17.625000	0	0	0	0	0	141	0	0	0
Zfp605	17.500000	0	0	140	0	0	0	0	0	0
Tubb4b	17.500000	0	0	140	0	0	0	0	0	0
Tmem209	17.500000	0	0	140	0	0	0	0	0	0
Tmem101	17.500000	0	0	140	0	0	0	0	0	0
Tcp1	17.500000	0	0	140	0	0	0	0	0	0
Ssmem1	17.500000	0	0	140	0	0	0	0	0	0
Setd4	17.500000	0	0	140	0	0	0	0	0	0
Rab13	17.500000	0	0	140	0	0	0	0	0	0
Qtrt1	17.500000	0	0	140	0	0	0	0	0	0
Pnldc1	17.500000	0	0	140	0	0	0	0	0	0
Mrpl18	17.500000	0	0	140	0	0	0	0	0	0
Meox1	17.500000	0	0	140	0	0	0	0	0	0
Ifnz	17.500000	140	0	0	0	0	0	0	0	0
Gtpbp6	17.500000	0	0	140	0	0	0	0	0	0
Gm13277	17.500000	140	0	0	0	0	0	0	0	0
Gm13276	17.500000	140	0	0	0	0	0	0	0	0
Ddx11	17.500000	0	0	140	0	0	0	0	0	0
Cnpy3	17.500000	0	0	140	0	0	0	0	0	0
Cbr1	17.500000	0	0	140	0	0	0	0	0	0
Zfp689	17.375000	0	0	139	0	0	0	0	0	0
Zfat	17.375000	0	0	0	0	0	139	0	0	0
Uqcrh	17.375000	0	0	139	0	0	0	0	0	0
Tmem79	17.375000	0	0	139	0	0	0	0	0	0
Tlr3	17.375000	0	0	0	0	0	139	0	0	0
Smg5	17.375000	0	0	139	0	0	0	0	0	0
Smad3	17.375000	0	0	139	0	0	0	0	0	0
Slc39a11	17.375000	0	139	0	0	0	0	0	0	0
Rrp15	17.375000	0	0	139	0	0	0	0	0	0
Pdlim3	17.375000	0	0	139	0	0	0	0	0	0
Nostrin	17.375000	0	0	139	0	0	0	0	0	0
Nop16	17.375000	0	0	139	0	0	0	0	0	0
Nasp	17.375000	0	0	139	0	0	0	0	0	0
Mup2	17.375000	0	139	0	0	0	0	0	0	0
Mup15	17.375000	0	139	0	0	0	0	0	0	0
Mllt10	17.375000	0	0	139	0	0	0	0	0	0
Lrrc41	17.375000	0	0	139	0	0	0	0	0	0
Lgals3bp	17.375000	0	139	0	0	0	0	0	0	0
Lama2	17.375000	0	139	0	0	0	0	0	0	0
Krt17	17.375000	0	0	0	0	0	139	0	0	0
Higd2a	17.375000	0	0	139	0	0	0	0	0	0
H3f3b	17.375000	0	0	0	0	0	139	0	0	0
Exosc10	17.375000	0	0	139	0	0	0	0	0	0
Evx2	17.375000	0	0	139	0	0	0	0	0	0
Crybg1	17.375000	0	0	139	0	0	0	0	0	0
Caprin1	17.375000	0	0	139	0	0	0	0	0	0
Bcat2	17.375000	0	0	0	0	0	139	0	0	0
Artn	17.375000	0	0	139	0	0	0	0	0	0
Ankar	17.375000	0	139	0	0	0	0	0	0	0
Zfp9	17.250000	0	0	138	0	0	0	0	0	0
Zfp277	17.250000	0	0	138	0	0	0	0	0	0
Tmed2	17.250000	0	138	0	0	0	0	0	0	0
Stat2	17.250000	0	0	0	0	0	138	0	0	0
Sptssb	17.250000	0	0	0	0	138	0	0	0	0
Snn	17.250000	0	0	0	0	0	138	0	0	0
Rab30	17.250000	0	0	138	0	0	0	0	0	0
Prlhr	17.250000	0	0	0	0	0	138	0	0	0
Kmt2a	17.250000	0	0	138	0	0	0	0	0	0
Jag1	17.250000	0	0	138	0	0	0	0	0	0
Hinfp	17.250000	0	0	138	0	0	0	0	0	0
H3c10	17.250000	0	0	0	0	0	138	0	0	0
H2bc13	17.250000	0	0	0	0	0	138	0	0	0
H2ac13	17.250000	0	0	0	0	0	138	0	0	0
Foxb2	17.250000	0	0	138	0	0	0	0	0	0
Dock4	17.250000	0	0	138	0	0	0	0	0	0
Dmxl1	17.250000	0	0	138	0	0	0	0	0	0
Dmrt2	17.250000	0	0	138	0	0	0	0	0	0
Cpt1c	17.250000	0	0	138	0	0	0	0	0	0
B9d1	17.250000	0	0	138	0	0	0	0	0	0
Apof	17.250000	0	0	0	0	0	138	0	0	0
Ahctf1	17.250000	0	0	138	0	0	0	0	0	0
Trub2	17.125000	0	0	137	0	0	0	0	0	0
Srpr	17.125000	0	0	137	0	0	0	0	0	0
Pskh1	17.125000	0	0	137	0	0	0	0	0	0
Pank1	17.125000	0	0	137	0	0	0	0	0	0
Padi3	17.125000	0	0	137	0	0	0	0	0	0
Mylk2	17.125000	0	0	137	0	0	0	0	0	0
Lrrc24	17.125000	0	0	137	0	0	0	0	0	0
Irx5	17.125000	0	0	137	0	0	0	0	0	0
Gtdc1	17.125000	0	0	137	0	0	0	0	0	0
Foxred1	17.125000	0	0	137	0	0	0	0	0	0
Etv3l	17.125000	0	0	0	0	0	137	0	0	0
Dusp4	17.125000	0	0	137	0	0	0	0	0	0
Col5a2	17.125000	0	0	137	0	0	0	0	0	0
Cdv3	17.125000	0	0	137	0	0	0	0	0	0
C030006K11Rik	17.125000	0	0	137	0	0	0	0	0	0
Bbox1	17.125000	0	0	137	0	0	0	0	0	0
0610009B22Rik	17.125000	0	0	137	0	0	0	0	0	0
Znhit1	17.000000	0	0	136	0	0	0	0	0	0
Zmpste24	17.000000	0	0	136	0	0	0	0	0	0
Zbtb8a	17.000000	0	0	136	0	0	0	0	0	0
Yju2	17.000000	0	0	136	0	0	0	0	0	0
Unc45b	17.000000	0	0	136	0	0	0	0	0	0
Ubp1	17.000000	0	0	136	0	0	0	0	0	0
Tube1	17.000000	0	0	136	0	0	0	0	0	0
Tbc1d16	17.000000	0	0	136	0	0	0	0	0	0
Tank	17.000000	0	0	136	0	0	0	0	0	0
Syt16	17.000000	0	0	136	0	0	0	0	0	0
Suz12	17.000000	0	0	136	0	0	0	0	0	0
Spag8	17.000000	0	0	136	0	0	0	0	0	0
Smdt1	17.000000	0	0	136	0	0	0	0	0	0
Sirt6	17.000000	0	0	136	0	0	0	0	0	0
Sh2b2	17.000000	0	0	136	0	0	0	0	0	0
Robo2	17.000000	0	0	136	0	0	0	0	0	0
Rassf5	17.000000	0	0	136	0	0	0	0	0	0
Prrc2c	17.000000	0	0	136	0	0	0	0	0	0
Prodh	17.000000	0	0	136	0	0	0	0	0	0
Pop4	17.000000	0	0	136	0	0	0	0	0	0
Polr2f	17.000000	0	0	136	0	0	0	0	0	0
Plod3	17.000000	0	0	136	0	0	0	0	0	0
Pheta2	17.000000	0	0	136	0	0	0	0	0	0
Pbrm1	17.000000	0	0	136	0	0	0	0	0	0
Parp10	17.000000	0	0	136	0	0	0	0	0	0
Olfr455	17.000000	0	0	136	0	0	0	0	0	0
Nle1	17.000000	0	0	136	0	0	0	0	0	0
Mrps21	17.000000	0	0	136	0	0	0	0	0	0
Mrpl12	17.000000	0	0	136	0	0	0	0	0	0
Mpzl3	17.000000	0	0	136	0	0	0	0	0	0
Mcoln1	17.000000	0	0	136	0	0	0	0	0	0
Kcne3	17.000000	0	0	136	0	0	0	0	0	0
Kcna6	17.000000	0	0	136	0	0	0	0	0	0
Hint2	17.000000	0	0	136	0	0	0	0	0	0
H2bc21	17.000000	0	0	136	0	0	0	0	0	0
H2ac21	17.000000	0	0	136	0	0	0	0	0	0
H2ac20	17.000000	0	0	136	0	0	0	0	0	0
Gpr89	17.000000	0	0	136	0	0	0	0	0	0
Fbxo6	17.000000	0	0	136	0	0	0	0	0	0
Fam229b	17.000000	0	0	136	0	0	0	0	0	0
Fam185a	17.000000	0	0	136	0	0	0	0	0	0
Egfl6	17.000000	0	0	136	0	0	0	0	0	0
Efna4	17.000000	0	0	136	0	0	0	0	0	0
Dnajc18	17.000000	0	0	136	0	0	0	0	0	0
Cfap69	17.000000	0	0	136	0	0	0	0	0	0
Ccnj	17.000000	0	0	136	0	0	0	0	0	0
Ccdc88a	17.000000	0	0	136	0	0	0	0	0	0
Ccdc57	17.000000	0	0	136	0	0	0	0	0	0
Ccdc40	17.000000	0	0	136	0	0	0	0	0	0
Ccdc146	17.000000	0	0	136	0	0	0	0	0	0
Castor1	17.000000	0	0	136	0	0	0	0	0	0
C2cd5	17.000000	0	0	136	0	0	0	0	0	0
Bphl	17.000000	0	0	136	0	0	0	0	0	0
Arap3	17.000000	0	0	136	0	0	0	0	0	0
Ankrd24	17.000000	0	0	136	0	0	0	0	0	0
Angel2	17.000000	0	0	136	0	0	0	0	0	0
Adssl1	17.000000	0	0	136	0	0	0	0	0	0
1700088E04Rik	17.000000	0	0	136	0	0	0	0	0	0
Zpld1	16.875000	0	0	135	0	0	0	0	0	0
Vim	16.875000	0	0	0	135	0	0	0	0	0
Ttc39b	16.875000	0	0	135	0	0	0	0	0	0
Tpd52	16.875000	0	0	135	0	0	0	0	0	0
Thnsl2	16.875000	0	0	135	0	0	0	0	0	0
Stam2	16.875000	0	0	135	0	0	0	0	0	0
Sgk3	16.875000	0	0	135	0	0	0	0	0	0
Scml4	16.875000	0	0	135	0	0	0	0	0	0
Rfpl4b	16.875000	0	0	135	0	0	0	0	0	0
Ptp4a1	16.875000	0	0	135	0	0	0	0	0	0
Pnkp	16.875000	0	0	135	0	0	0	0	0	0
Limd2	16.875000	0	0	135	0	0	0	0	0	0
Hnrnpa2b1	16.875000	0	0	135	0	0	0	0	0	0
Eef1g	16.875000	0	0	135	0	0	0	0	0	0
Ddx10	16.875000	135	0	0	0	0	0	0	0	0
D430019H16Rik	16.875000	0	0	135	0	0	0	0	0	0
Cercam	16.875000	0	0	0	0	0	135	0	0	0
Cbx3	16.875000	0	0	135	0	0	0	0	0	0
Bcar1	16.875000	0	0	135	0	0	0	0	0	0
Uncx	16.750000	0	0	134	0	0	0	0	0	0
Trp53bp2	16.750000	0	0	0	0	0	134	0	0	0
Smad6	16.750000	0	0	134	0	0	0	0	0	0
Skp2	16.750000	0	0	134	0	0	0	0	0	0
Ramp2	16.750000	0	0	134	0	0	0	0	0	0
Polk	16.750000	0	0	0	0	0	134	0	0	0
Mob4	16.750000	0	0	134	0	0	0	0	0	0
Mcts2	16.750000	0	0	134	0	0	0	0	0	0
Iqsec1	16.750000	0	0	134	0	0	0	0	0	0
Gsk3a	16.750000	0	0	134	0	0	0	0	0	0
Gm6551	16.750000	0	0	134	0	0	0	0	0	0
Fbln2	16.750000	0	0	134	0	0	0	0	0	0
Fam102b	16.750000	0	0	134	0	0	0	0	0	0
D630039A03Rik	16.750000	0	0	134	0	0	0	0	0	0
Creb5	16.750000	0	0	134	0	0	0	0	0	0
Cert1	16.750000	0	0	0	0	0	134	0	0	0
Arhgef2	16.750000	0	0	134	0	0	0	0	0	0
Adamts18	16.750000	0	0	134	0	0	0	0	0	0
2610507B11Rik	16.750000	0	0	134	0	0	0	0	0	0
1700122O11Rik	16.750000	0	0	134	0	0	0	0	0	0
Zfp760	16.625000	0	0	133	0	0	0	0	0	0
Synpo2l	16.625000	0	0	133	0	0	0	0	0	0
Scd1	16.625000	0	0	133	0	0	0	0	0	0
Rspo2	16.625000	0	0	133	0	0	0	0	0	0
Rad51	16.625000	0	0	133	0	0	0	0	0	0
Plk1	16.625000	0	0	133	0	0	0	0	0	0
Pgpep1l	16.625000	0	0	133	0	0	0	0	0	0
Nop14	16.625000	0	0	133	0	0	0	0	0	0
Neurl4	16.625000	0	0	133	0	0	0	0	0	0
Myoz1	16.625000	0	0	133	0	0	0	0	0	0
Kctd9	16.625000	0	0	133	0	0	0	0	0	0
Gulp1	16.625000	0	0	133	0	0	0	0	0	0
Grk4	16.625000	0	0	133	0	0	0	0	0	0
Dnajb4	16.625000	0	0	133	0	0	0	0	0	0
Dclk1	16.625000	0	0	0	0	0	133	0	0	0
Cnp	16.625000	0	0	133	0	0	0	0	0	0
Cdca2	16.625000	0	0	133	0	0	0	0	0	0
Cbx1	16.625000	0	0	133	0	0	0	0	0	0
Bmpr1b	16.625000	0	0	133	0	0	0	0	0	0
Arl14epl	16.625000	0	0	133	0	0	0	0	0	0
2810408A11Rik	16.625000	0	0	133	0	0	0	0	0	0
Zfp119b	16.500000	0	0	0	0	0	132	0	0	0
Ube2v1	16.500000	0	0	132	0	0	0	0	0	0
Rxfp2	16.500000	0	0	132	0	0	0	0	0	0
Rpl27	16.500000	0	0	132	0	0	0	0	0	0
Pthlh	16.500000	0	0	132	0	0	0	0	0	0
Nt5c2	16.500000	0	0	0	132	0	0	0	0	0
Mfsd8	16.500000	0	0	0	0	0	132	0	0	0
Klf5	16.500000	0	0	132	0	0	0	0	0	0
Gatad2b	16.500000	0	0	132	0	0	0	0	0	0
Etv1	16.500000	0	0	132	0	0	0	0	0	0
Castor2	16.500000	0	0	132	0	0	0	0	0	0
Asb13	16.500000	0	0	132	0	0	0	0	0	0
Als2	16.500000	0	0	132	0	0	0	0	0	0
Tmed7	16.375000	0	0	131	0	0	0	0	0	0
Sdc3	16.375000	0	0	131	0	0	0	0	0	0
Raet1e	16.375000	0	0	131	0	0	0	0	0	0
Raet1c	16.375000	0	0	131	0	0	0	0	0	0
Raet1b	16.375000	0	0	131	0	0	0	0	0	0
Ptx3	16.375000	0	0	131	0	0	0	0	0	0
Prps1l3	16.375000	0	0	131	0	0	0	0	0	0
Opcml	16.375000	0	0	131	0	0	0	0	0	0
Nnt	16.375000	0	0	131	0	0	0	0	0	0
Mogs	16.375000	0	0	131	0	0	0	0	0	0
Mipol1	16.375000	0	0	131	0	0	0	0	0	0
Mideas	16.375000	0	0	131	0	0	0	0	0	0
Ly6g5b	16.375000	0	0	131	0	0	0	0	0	0
Ier5	16.375000	0	0	131	0	0	0	0	0	0
Gpank1	16.375000	0	0	131	0	0	0	0	0	0
Gnao1	16.375000	0	0	131	0	0	0	0	0	0
Eif1a	16.375000	0	0	131	0	0	0	0	0	0
D17H6S53E	16.375000	0	0	131	0	0	0	0	0	0
Csnk2b	16.375000	0	0	131	0	0	0	0	0	0
Ccdc8	16.375000	0	0	131	0	0	0	0	0	0
Ccdc63	16.375000	0	0	0	0	0	131	0	0	0
Brf1	16.375000	131	0	0	0	0	0	0	0	0
Atp1b3	16.375000	0	0	131	0	0	0	0	0	0
Zfp78	16.250000	0	0	130	0	0	0	0	0	0
Tmem115	16.250000	0	0	0	0	0	0	130	0	0
Tlk2	16.250000	0	0	0	0	0	130	0	0	0
Srsf1	16.250000	0	0	130	0	0	0	0	0	0
Pappa	16.250000	0	0	130	0	0	0	0	0	0
Kcnj8	16.250000	0	0	130	0	0	0	0	0	0
Hsd17b12	16.250000	0	0	130	0	0	0	0	0	0
Fcgr3	16.250000	0	0	130	0	0	0	0	0	0
Dicer1	16.250000	0	0	130	0	0	0	0	0	0
Ddx6	16.250000	0	0	130	0	0	0	0	0	0
Calm1	16.250000	0	0	130	0	0	0	0	0	0
Cacna1g	16.250000	0	0	130	0	0	0	0	0	0
Zfp937	16.125000	0	0	129	0	0	0	0	0	0
Zfp931	16.125000	0	0	129	0	0	0	0	0	0
Zfp119a	16.125000	0	0	0	0	0	129	0	0	0
Tm9sf4	16.125000	0	0	129	0	0	0	0	0	0
Stom	16.125000	0	0	129	0	0	0	0	0	0
Spink5	16.125000	0	0	0	0	0	129	0	0	0
Sap30	16.125000	0	0	129	0	0	0	0	0	0
Sall4	16.125000	0	0	129	0	0	0	0	0	0
Rps13	16.125000	0	0	129	0	0	0	0	0	0
Rab40c	16.125000	0	0	129	0	0	0	0	0	0
Ppil1	16.125000	0	0	129	0	0	0	0	0	0
Nde1	16.125000	0	0	129	0	0	0	0	0	0
Nap1l1	16.125000	0	0	129	0	0	0	0	0	0
Mtcl1	16.125000	0	0	129	0	0	0	0	0	0
Marf1	16.125000	0	0	129	0	0	0	0	0	0
Lrch4	16.125000	0	0	129	0	0	0	0	0	0
Ipo9	16.125000	0	0	129	0	0	0	0	0	0
Igdcc4	16.125000	0	0	129	0	0	0	0	0	0
Gucy2g	16.125000	0	0	0	0	0	129	0	0	0
Gpsm1	16.125000	0	0	129	0	0	0	0	0	0
Fgfr2	16.125000	0	0	129	0	0	0	0	0	0
Fbxo24	16.125000	0	0	129	0	0	0	0	0	0
Clic1	16.125000	0	0	129	0	0	0	0	0	0
BC004004	16.125000	0	0	129	0	0	0	0	0	0
Abl1	16.125000	0	0	129	0	0	0	0	0	0
Zfp869	16.000000	0	0	128	0	0	0	0	0	0
Zfp763	16.000000	0	0	128	0	0	0	0	0	0
Zfp708	16.000000	0	0	128	0	0	0	0	0	0
Ywhaz	16.000000	0	0	128	0	0	0	0	0	0
Xpc	16.000000	0	0	128	0	0	0	0	0	0
Wdr7	16.000000	0	0	128	0	0	0	0	0	0
Vmac	16.000000	0	0	128	0	0	0	0	0	0
Tspo	16.000000	0	0	128	0	0	0	0	0	0
Trappc12	16.000000	0	0	128	0	0	0	0	0	0
Tmem131l	16.000000	0	0	128	0	0	0	0	0	0
Tbc1d17	16.000000	0	0	128	0	0	0	0	0	0
Stat1	16.000000	0	0	128	0	0	0	0	0	0
Sphkap	16.000000	0	128	0	0	0	0	0	0	0
Ska1	16.000000	0	0	128	0	0	0	0	0	0
Sipa1l2	16.000000	0	0	128	0	0	0	0	0	0
Sash1	16.000000	0	0	128	0	0	0	0	0	0
Sapcd2	16.000000	0	0	128	0	0	0	0	0	0
Rrnad1	16.000000	0	128	0	0	0	0	0	0	0
Rgp1	16.000000	0	0	128	0	0	0	0	0	0
Rbm10	16.000000	0	0	128	0	0	0	0	0	0
Rab38	16.000000	0	0	128	0	0	0	0	0	0
Psmb5	16.000000	0	0	128	0	0	0	0	0	0
Ppox	16.000000	0	0	128	0	0	0	0	0	0
Plekhb1	16.000000	0	0	128	0	0	0	0	0	0
Neurl2	16.000000	0	0	128	0	0	0	0	0	0
Nek3	16.000000	0	0	128	0	0	0	0	0	0
Ndufb11	16.000000	0	0	128	0	0	0	0	0	0
Ndufa11	16.000000	0	0	128	0	0	0	0	0	0
Msmp	16.000000	0	0	128	0	0	0	0	0	0
Mpv17l2	16.000000	0	0	128	0	0	0	0	0	0
Lsm3	16.000000	0	0	128	0	0	0	0	0	0
Lrrc69	16.000000	0	0	128	0	0	0	0	0	0
Isg20l2	16.000000	0	128	0	0	0	0	0	0	0
Hacl1	16.000000	0	0	128	0	0	0	0	0	0
Hacd2	16.000000	0	0	128	0	0	0	0	0	0
Gm6557	16.000000	0	0	128	0	0	0	0	0	0
Gm614	16.000000	0	0	128	0	0	0	0	0	0
Gm5544	16.000000	0	0	128	0	0	0	0	0	0
Gm12258	16.000000	0	0	128	0	0	0	0	0	0
Gins3	16.000000	0	0	128	0	0	0	0	0	0
Gba2	16.000000	0	0	128	0	0	0	0	0	0
Fhad1	16.000000	0	0	128	0	0	0	0	0	0
Elof1	16.000000	0	0	128	0	0	0	0	0	0
Eipr1	16.000000	0	0	128	0	0	0	0	0	0
Dusp18	16.000000	0	0	128	0	0	0	0	0	0
Dusp13	16.000000	0	0	128	0	0	0	0	0	0
Drd2	16.000000	0	0	128	0	0	0	0	0	0
Dnajc5b	16.000000	0	0	0	0	0	128	0	0	0
Ctsa	16.000000	0	0	128	0	0	0	0	0	0
Ctnnd1	16.000000	0	0	128	0	0	0	0	0	0
Ctnna3	16.000000	0	0	128	0	0	0	0	0	0
Coro1c	16.000000	0	0	128	0	0	0	0	0	0
Cgref1	16.000000	0	0	128	0	0	0	0	0	0
Cgn	16.000000	0	0	128	0	0	0	0	0	0
Ccnc	16.000000	0	0	128	0	0	0	0	0	0
Ccdc90b	16.000000	0	0	128	0	0	0	0	0	0
Ccdc33	16.000000	0	0	128	0	0	0	0	0	0
Ccdc110	16.000000	0	0	128	0	0	0	0	0	0
Btn2a2	16.000000	0	0	128	0	0	0	0	0	0
Btd	16.000000	0	0	128	0	0	0	0	0	0
Bcl2l1	16.000000	0	0	128	0	0	0	0	0	0
Aurkb	16.000000	0	0	128	0	0	0	0	0	0
Atg9b	16.000000	0	0	128	0	0	0	0	0	0
Arrdc4	16.000000	0	0	128	0	0	0	0	0	0
Akt1s1	16.000000	0	0	128	0	0	0	0	0	0
Abhd1	16.000000	0	0	128	0	0	0	0	0	0
Abcb8	16.000000	0	0	128	0	0	0	0	0	0
4921536K21Rik	16.000000	0	0	128	0	0	0	0	0	0
2810021J22Rik	16.000000	0	0	128	0	0	0	0	0	0
Traf7	15.875000	0	0	127	0	0	0	0	0	0
Timm22	15.875000	0	0	127	0	0	0	0	0	0
Tbx18	15.875000	0	0	127	0	0	0	0	0	0
Sting1	15.875000	0	0	127	0	0	0	0	0	0
Sec23a	15.875000	0	0	127	0	0	0	0	0	0
Ptma	15.875000	0	0	127	0	0	0	0	0	0
Lgals7	15.875000	0	0	127	0	0	0	0	0	0
Lbr	15.875000	0	0	127	0	0	0	0	0	0
Gemin2	15.875000	0	0	127	0	0	0	0	0	0
Emilin2	15.875000	0	0	127	0	0	0	0	0	0
Cachd1	15.875000	0	0	127	0	0	0	0	0	0
Asic4	15.875000	0	0	127	0	0	0	0	0	0
Anpep	15.875000	0	127	0	0	0	0	0	0	0
Adamtsl4	15.875000	0	0	127	0	0	0	0	0	0
Tra2a	15.750000	0	0	126	0	0	0	0	0	0
Tmem176b	15.750000	0	0	126	0	0	0	0	0	0
Tmem176a	15.750000	0	0	126	0	0	0	0	0	0
Them4	15.750000	126	0	0	0	0	0	0	0	0
Stx3	15.750000	0	0	126	0	0	0	0	0	0
Selenbp1	15.750000	0	0	126	0	0	0	0	0	0
Pdzrn3	15.750000	0	0	126	0	0	0	0	0	0
Mup7	15.750000	0	0	126	0	0	0	0	0	0
Lrrc49	15.750000	0	0	126	0	0	0	0	0	0
Kansl1l	15.750000	0	0	126	0	0	0	0	0	0
Ints2	15.750000	0	0	126	0	0	0	0	0	0
Ikzf3	15.750000	0	0	126	0	0	0	0	0	0
H2bc22	15.750000	0	0	0	0	0	126	0	0	0
H2ac22	15.750000	0	0	0	0	0	126	0	0	0
Gm3325	15.750000	0	0	126	0	0	0	0	0	0
G3bp1	15.750000	0	0	126	0	0	0	0	0	0
Fbxo46	15.750000	0	0	126	0	0	0	0	0	0
Crnn	15.750000	0	0	0	0	0	126	0	0	0
Ccnl1	15.750000	0	0	126	0	0	0	0	0	0
Catip	15.750000	0	0	126	0	0	0	0	0	0
Bhmg1	15.750000	0	0	126	0	0	0	0	0	0
Zfp934	15.625000	0	0	125	0	0	0	0	0	0
Zadh2	15.625000	0	0	125	0	0	0	0	0	0
Wls	15.625000	0	0	125	0	0	0	0	0	0
Tshz1	15.625000	0	0	125	0	0	0	0	0	0
Tmem39a	15.625000	0	0	125	0	0	0	0	0	0
Smoc2	15.625000	0	0	125	0	0	0	0	0	0
Pa2g4	15.625000	0	0	125	0	0	0	0	0	0
M6pr	15.625000	0	0	125	0	0	0	0	0	0
Lrba	15.625000	0	0	0	0	0	125	0	0	0
H2aw	15.625000	0	0	125	0	0	0	0	0	0
Gspt1	15.625000	0	0	125	0	0	0	0	0	0
Gm21190	15.625000	0	0	0	125	0	0	0	0	0
Dnajc16	15.625000	0	0	125	0	0	0	0	0	0
Ddx39b	15.625000	0	0	125	0	0	0	0	0	0
Cfap44	15.625000	0	0	125	0	0	0	0	0	0
Casp9	15.625000	0	0	125	0	0	0	0	0	0
Bcr	15.625000	0	0	125	0	0	0	0	0	0
Atp5g1	15.625000	0	0	125	0	0	0	0	0	0
Afap1l2	15.625000	0	0	125	0	0	0	0	0	0
Zfp512	15.500000	0	0	124	0	0	0	0	0	0
Tomm6	15.500000	0	0	124	0	0	0	0	0	0
Tagln3	15.500000	0	0	124	0	0	0	0	0	0
Septin7	15.500000	0	0	124	0	0	0	0	0	0
Saxo1	15.500000	0	0	124	0	0	0	0	0	0
Qtrt2	15.500000	0	0	124	0	0	0	0	0	0
Ptp4a2	15.500000	0	0	124	0	0	0	0	0	0
Psmd11	15.500000	124	0	0	0	0	0	0	0	0
Ppil3	15.500000	0	0	124	0	0	0	0	0	0
Phgdh	15.500000	0	0	124	0	0	0	0	0	0
Osbpl5	15.500000	124	0	0	0	0	0	0	0	0
Nif3l1	15.500000	0	0	124	0	0	0	0	0	0
Nedd1	15.500000	0	0	124	0	0	0	0	0	0
Ndufb6	15.500000	124	0	0	0	0	0	0	0	0
Mterf1a	15.500000	0	0	0	0	0	124	0	0	0
Mis12	15.500000	0	0	124	0	0	0	0	0	0
Lix1	15.500000	0	0	124	0	0	0	0	0	0
Josd1	15.500000	0	0	124	0	0	0	0	0	0
Gtpbp1	15.500000	0	0	124	0	0	0	0	0	0
Filip1	15.500000	0	0	124	0	0	0	0	0	0
Efhd1	15.500000	0	0	124	0	0	0	0	0	0
Derl2	15.500000	0	0	124	0	0	0	0	0	0
Cdhr4	15.500000	0	0	124	0	0	0	0	0	0
Ccdc191	15.500000	0	0	124	0	0	0	0	0	0
Arrdc3	15.500000	0	0	124	0	0	0	0	0	0
Zbed3	15.375000	0	0	123	0	0	0	0	0	0
Wipi1	15.375000	0	0	123	0	0	0	0	0	0
Wdr54	15.375000	0	0	123	0	0	0	0	0	0
