Target_genes	Nfe2l2|Average	SRX1606411|C2C12	SRX1606412|C2C12	SRX21026467|Cerebral_Cortex	SRX21026468|Cerebral_Cortex	SRX21026469|Cerebral_Cortex	SRX21026470|Cerebral_Cortex	SRX21026476|Cerebral_Cortex	SRX21026477|Cerebral_Cortex	SRX21026478|Cerebral_Cortex	SRX21026479|Cerebral_Cortex	SRX188820|CH12	SRX5006896|Esophagus	SRX5006897|Esophagus	SRX5006898|Esophagus	SRX3630637|Liver	SRX3630638|Liver	DRX036572|Macrophages	DRX036573|Macrophages	DRX036574|Macrophages	DRX036575|Macrophages	DRX036576|Macrophages	DRX036577|Macrophages	SRX1438291|Macrophages	SRX1438293|Macrophages	SRX1438295|Macrophages	SRX1438297|Macrophages	SRX1438299|Macrophages	SRX1438301|Macrophages	SRX13081923|MEF	SRX13081924|MEF	SRX13081925|MEF	SRX13081926|MEF	SRX2191407|MEF	SRX2191408|MEF	SRX188811|MEL	SRX18863834|RAW_264.7	STRING
Zbtb25	21.888889	0	0	0	0	0	0	0	132	0	125	0	0	0	0	261	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb1	21.888889	0	0	0	0	0	0	0	132	0	125	0	0	0	0	261	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx12	21.888889	0	0	0	107	0	120	0	225	0	122	214	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gan	21.888889	0	0	0	0	0	0	0	227	0	95	248	0	0	0	124	94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tmem171	21.861111	0	0	0	180	0	167	0	200	0	240	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spa17	21.861111	0	0	0	0	0	0	0	284	0	215	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Slc5a6	21.861111	0	0	0	0	0	0	0	220	0	163	110	0	0	0	167	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Siae	21.861111	0	0	0	0	0	0	0	284	0	215	0	0	0	0	288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sars2	21.861111	0	0	0	0	0	165	0	330	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rgl1	21.861111	0	0	0	0	0	158	0	177	0	280	0	0	0	0	172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pmepa1	21.861111	0	0	0	0	0	79	0	392	0	316	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pdzd9	21.861111	0	0	0	0	0	333	0	115	0	339	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps12	21.861111	0	0	0	0	0	165	0	330	0	292	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hddc2	21.861111	0	0	0	68	0	110	0	230	0	217	0	0	0	0	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atraid	21.861111	0	0	0	0	0	0	0	220	0	163	110	0	0	0	167	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Afap1	21.861111	0	0	0	153	0	138	0	359	0	137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uqcrc2	21.833333	0	0	0	0	0	0	0	188	0	155	278	0	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Ints5	21.833333	0	0	0	84	0	0	0	282	0	199	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eef1e1	21.833333	0	0	0	97	0	0	0	257	0	314	0	0	0	0	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Capza1	21.833333	0	0	0	0	0	0	0	232	0	149	122	0	0	0	124	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ap1s1	21.833333	0	0	0	111	0	123	0	226	0	0	108	0	0	0	218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
1810009A15Rik	21.833333	0	0	0	84	0	0	0	282	0	199	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp36l1	21.805556	0	0	0	0	0	110	0	301	0	249	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r15b	21.805556	0	0	0	0	0	0	0	182	0	120	121	0	0	0	219	143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Golga7b	21.805556	0	0	0	176	0	296	0	197	0	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fus	21.805556	0	0	0	0	0	0	0	235	0	129	113	0	0	0	190	118	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alpk3	21.805556	0	0	0	0	0	0	0	527	0	258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tcerg1	21.777778	0	0	0	0	0	0	0	214	0	95	175	0	0	0	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0
Pdcd4	21.777778	0	0	0	0	0	0	0	530	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Efr3a	21.777778	0	0	0	0	0	0	0	226	0	130	0	0	0	0	280	148	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zpr1	21.750000	0	0	0	0	0	0	0	169	0	211	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gm14288	21.750000	0	0	0	0	0	0	0	397	0	285	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Emp3	21.750000	0	0	0	0	0	139	0	228	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ccdc114	21.750000	0	0	0	0	0	139	0	228	0	416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Casp8ap2	21.750000	0	0	0	0	0	0	0	117	0	120	87	0	0	0	318	141	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Appbp2	21.750000	0	0	0	0	0	0	0	96	0	121	97	0	0	0	198	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	158	0	0
Apoa5	21.750000	0	0	0	0	0	0	0	169	0	211	403	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Utp23	21.722222	0	0	0	0	0	109	0	303	0	99	271	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcbtb2	21.722222	0	0	0	85	0	98	0	349	0	153	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H3c7	21.722222	0	0	0	0	0	0	0	139	0	181	92	0	0	0	120	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
H2bc9	21.722222	0	0	0	0	0	0	0	139	0	181	92	0	0	0	120	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	135	0	0
Gm8765	21.722222	0	0	0	0	0	0	0	328	0	454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Atxn1l	21.722222	0	0	0	0	0	0	0	96	0	107	432	0	0	0	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Acnat1	21.722222	0	0	0	308	0	249	0	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr368	21.694444	0	0	0	0	0	0	0	202	0	133	0	0	0	0	0	0	0	0	0	0	0	0	178	0	268	0	0	0	0	0	0	0	0	0	0	0	0
Cox10	21.694444	0	0	0	137	0	0	0	199	0	159	150	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ackr3	21.694444	0	0	0	0	0	77	0	354	0	253	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map7d2	21.666667	0	0	0	107	0	366	0	137	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Liph	21.666667	0	0	0	0	0	111	0	322	0	347	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fkbp1a	21.666667	0	0	0	0	0	0	0	281	0	177	193	0	0	0	129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Fbxl7	21.666667	0	0	0	0	0	139	0	425	0	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Cybrd1	21.666667	0	0	0	182	0	130	0	236	0	232	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2410002F23Rik	21.666667	0	0	0	0	0	0	0	174	0	127	263	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0
Rsrc2	21.638889	0	0	0	0	0	0	0	211	0	96	170	0	0	0	86	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Kntc1	21.638889	0	0	0	0	0	0	0	211	0	96	170	0	0	0	86	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0
Erc2	21.638889	0	0	0	77	0	120	0	297	0	285	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Akap10	21.638889	0	0	0	104	0	0	0	217	0	150	98	0	0	0	108	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ralgapa2	21.611111	0	0	0	0	0	0	0	104	0	193	377	0	0	0	104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pde6g	21.611111	0	0	0	0	0	0	0	136	0	249	192	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Pcna	21.611111	0	0	0	0	0	76	0	147	0	168	0	0	0	0	290	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Oxld1	21.611111	0	0	0	0	0	0	0	136	0	249	192	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Ccdc137	21.611111	0	0	0	0	0	0	0	136	0	249	192	0	0	0	84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	117	0	0
Brd3	21.611111	0	0	0	0	0	0	0	161	0	137	480	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Aatf	21.611111	0	0	0	0	0	0	0	257	0	274	0	0	0	0	120	127	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp971	21.583333	0	0	0	0	0	0	0	290	0	248	129	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wipi2	21.583333	0	0	0	0	0	0	0	294	0	199	0	0	0	0	170	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Uhmk1	21.583333	0	0	63	164	0	0	0	323	0	227	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Synpo2	21.583333	0	0	0	139	0	176	0	242	0	220	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sdf2l1	21.583333	0	0	0	127	0	253	0	125	0	272	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl27a	21.583333	0	0	0	0	0	0	0	113	0	114	112	0	0	0	308	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Nhlrc2	21.583333	0	0	0	72	0	0	0	255	0	217	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrpl40	21.583333	0	0	0	74	0	0	0	213	0	139	249	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hira	21.583333	0	0	0	74	0	0	0	213	0	139	249	0	0	0	102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H1f5	21.583333	0	0	0	0	0	0	0	219	0	84	81	0	0	0	164	134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	95	0	0
Gk5	21.583333	0	0	0	0	0	0	0	144	0	136	284	0	0	0	0	115	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	98	0	0
Eif4h	21.583333	0	0	0	87	0	0	0	373	0	185	0	0	0	0	132	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ddx50	21.583333	0	0	0	112	0	177	0	242	0	149	0	0	0	0	97	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dclre1a	21.583333	0	0	0	72	0	0	0	255	0	217	0	0	0	0	233	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snupn	21.555556	0	0	0	0	0	0	0	190	0	172	248	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rps2	21.555556	0	0	0	0	0	0	0	135	0	104	150	0	0	0	280	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rnf151	21.555556	0	0	0	0	0	0	0	135	0	104	150	0	0	0	280	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ndufb10	21.555556	0	0	0	0	0	0	0	135	0	104	150	0	0	0	280	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jam2	21.555556	0	0	0	88	0	89	0	256	0	343	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Herc1	21.555556	0	0	0	0	0	0	0	132	0	0	0	0	0	0	327	136	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0
Cox5b	21.555556	0	0	0	0	0	0	0	169	0	100	226	0	0	0	168	113	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Srsf5	21.527778	0	0	0	0	0	0	0	186	0	140	239	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rcor3	21.527778	0	0	0	285	0	143	0	115	0	126	0	0	0	0	0	106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pms1	21.527778	0	0	0	0	0	130	0	336	0	184	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ormdl1	21.527778	0	0	0	0	0	130	0	336	0	184	0	0	0	0	125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Map3k2	21.527778	0	0	0	0	0	0	0	136	0	108	0	0	0	0	300	231	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca3	21.527778	0	0	0	0	0	0	0	345	0	182	104	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Abca17	21.527778	0	0	0	0	0	0	0	345	0	182	104	0	0	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mrps11	21.500000	0	0	0	0	0	80	0	261	0	111	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
Mrpl46	21.500000	0	0	0	0	0	80	0	261	0	111	236	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	86	0	0
Mex3a	21.500000	0	0	0	0	0	0	0	238	0	164	372	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
H4c6	21.500000	0	0	0	0	0	0	0	125	0	0	300	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
H1f3	21.500000	0	0	0	0	0	0	0	125	0	0	300	0	0	0	124	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	225	0	0
Apol9a	21.500000	0	0	0	244	0	90	0	236	0	204	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spaca6	21.472222	0	0	0	94	0	168	0	277	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Sowahd	21.472222	0	0	0	128	0	153	0	324	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Smyd4	21.472222	0	0	0	92	0	0	0	292	0	213	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rusf1	21.472222	0	0	0	0	0	0	0	370	0	237	0	0	0	0	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpa1	21.472222	0	0	0	92	0	0	0	292	0	213	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gbp2	21.472222	0	0	0	0	0	267	0	113	0	393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ctbp2	21.472222	0	0	0	0	0	121	0	220	0	432	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ankzf1	21.472222	0	0	0	0	0	61	0	282	0	159	117	0	0	0	154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb49	21.444444	0	0	0	0	0	0	0	183	0	124	316	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ypel2	21.444444	0	0	0	166	0	0	0	242	0	125	0	0	0	0	87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152	0	0
Pld1	21.444444	0	0	0	0	0	0	0	454	0	318	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lyar	21.444444	0	0	0	0	0	0	0	183	0	124	316	0	0	0	0	149	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Gtf2i	21.444444	0	0	0	0	0	0	0	172	0	0	600	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zwilch	21.416667	0	0	0	155	0	0	0	166	0	283	85	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zmynd12	21.416667	0	0	0	0	0	0	0	186	0	133	0	0	0	0	290	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Spats2l	21.416667	0	0	0	0	0	150	0	176	0	445	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rpl4	21.416667	0	0	0	155	0	0	0	166	0	283	85	0	0	0	82	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppcs	21.416667	0	0	0	0	0	0	0	186	0	133	0	0	0	0	290	162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mis12	21.416667	0	0	0	0	0	0	0	270	0	124	227	0	0	0	74	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mbnl1	21.416667	0	0	0	115	0	124	0	214	97	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Filip1	21.416667	0	0	0	0	0	0	0	191	0	580	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Derl2	21.416667	0	0	0	0	0	0	0	270	0	124	227	0	0	0	74	76	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rspry1	21.388889	0	0	0	0	0	61	0	285	0	104	181	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Psme3ip1	21.388889	0	0	0	0	0	61	0	285	0	104	181	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glg1	21.388889	0	0	0	72	0	0	0	219	0	136	0	0	0	0	177	166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Alg13	21.388889	0	0	0	207	0	224	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	170	0	0
Zfp954	21.361111	0	0	0	0	0	0	0	218	0	85	466	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ttc21b	21.361111	0	0	0	129	0	107	0	311	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Stard10	21.361111	0	0	0	0	0	0	0	240	0	0	0	0	0	0	382	147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Snx33	21.361111	0	0	0	129	0	180	0	194	0	166	0	0	0	0	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rars2	21.361111	0	0	0	0	0	0	0	161	0	212	184	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pfn1	21.361111	0	0	0	94	0	0	0	130	0	156	0	0	0	0	196	193	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Orc3	21.361111	0	0	0	0	0	0	0	161	0	212	184	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Jarid2	21.361111	0	0	0	0	0	0	0	0	0	0	629	0	0	0	0	140	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hsd17b12	21.361111	0	0	0	74	0	0	0	219	0	132	102	0	0	0	134	108	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp266	21.333333	0	0	0	0	0	99	0	145	0	180	83	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	102	0	0
Vgll2	21.333333	0	0	0	521	0	247	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tsga10	21.333333	0	0	0	0	0	0	0	162	0	116	82	0	0	0	270	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ptx3	21.333333	0	0	0	84	0	172	0	0	0	512	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prdx2	21.333333	0	0	0	0	0	0	0	175	0	371	126	0	0	0	96	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pappa2	21.333333	0	0	0	148	0	203	0	172	0	245	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Olfr983	21.333333	0	0	0	397	0	110	0	261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Hnrnpr	21.333333	0	0	0	73	0	0	0	172	0	162	107	0	0	0	98	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Ppp2r5a	21.305556	0	0	0	0	0	0	0	147	0	125	132	0	0	0	263	100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mthfd2l	21.305556	0	0	0	91	0	115	0	286	0	275	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Adck5	21.305556	0	0	0	0	0	0	0	232	0	168	214	0	0	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik2	21.305556	0	0	0	125	0	0	0	498	0	144	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Rasl10b	21.277778	0	0	0	161	0	242	0	0	0	363	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Galc	21.277778	0	0	0	123	0	179	0	193	0	190	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Etv6	21.277778	0	0	0	0	0	93	0	214	0	151	0	0	0	0	218	90	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp97	21.250000	0	0	0	0	0	0	0	297	0	173	156	0	0	0	139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Wrap73	21.250000	0	0	0	0	0	0	0	144	0	163	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Trp73	21.250000	0	0	0	0	0	0	0	144	0	163	458	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Tfrc	21.250000	0	0	0	0	0	0	0	164	0	109	114	0	0	0	245	133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Prpf40a	21.250000	0	0	0	113	0	0	0	224	0	185	129	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dpysl4	21.250000	0	0	0	210	0	148	0	407	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Arl6ip6	21.250000	0	0	0	113	0	0	0	224	0	185	129	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Zfp85	21.222222	0	0	0	0	0	0	0	107	0	0	544	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	113	0	0
Rprd2	21.222222	0	0	0	0	0	90	0	213	0	88	0	0	0	0	188	91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	94	0	0
Pde1b	21.222222	0	0	0	130	0	152	0	285	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
