Target_genes	Gfi1|Average	SRX093162|Bone_Marrow_Cells	SRX6799360|Embryoid_Bodies	SRX16700226|Granulocytic-monocytic_progenitors	SRX7821117|Hematopoietic_progenitors	SRX349376|ILC2	SRX1939441|Lymphoid-primed_multipotent_progenitors	SRX1072347|Macrophages	SRX7415996|Macrophages	SRX206425|Mast_Cells	SRX5131513|Medulloblastoma	SRX5131514|Medulloblastoma	SRX1035395|mESC_derived_haematopoietic_progenitor	SRX1096803|Naive_T_cells	SRX1096804|Naive_T_cells	SRX1973345|Neurospheres	SRX1973346|Neurospheres	STRING
Foxred2	68.000000	491	0	0	0	0	0	0	0	0	278	168	0	0	0	0	151	0
Dis3l2	68.000000	323	0	0	0	0	0	0	0	0	455	150	0	0	0	0	160	0
Dennd1a	68.000000	254	0	0	0	0	0	0	0	0	462	93	0	0	0	0	279	0
Brf2	68.000000	382	0	0	0	0	0	0	0	0	292	71	0	0	0	0	343	0
Brap	68.000000	622	0	0	0	0	0	0	0	0	233	0	0	0	0	0	233	0
Alkbh1	68.000000	246	0	0	0	0	0	0	0	0	447	106	0	0	0	0	289	0
Acad10	68.000000	622	0	0	0	0	0	0	0	0	233	0	0	0	0	0	233	0
Zfp827	67.937500	147	0	0	150	0	150	0	0	0	319	152	0	0	0	0	169	0
Zfp281	67.937500	426	0	0	0	0	0	0	0	0	374	142	0	0	0	0	145	0
Tmx3	67.937500	286	0	0	0	0	0	0	0	0	494	118	0	0	0	0	189	0
Tmem88b	67.937500	288	0	0	0	0	0	0	0	0	316	0	0	0	0	0	483	0
Ptpra	67.937500	429	0	0	0	0	0	0	0	0	370	84	0	0	0	0	204	0
Klhl22	67.937500	564	0	0	0	0	0	0	0	0	329	102	0	92	0	0	0	0
Gatm	67.937500	519	0	0	0	0	0	0	0	0	255	0	0	0	0	0	313	0
Fam20b	67.937500	482	0	0	0	0	0	0	0	0	369	0	0	0	0	0	236	0
Fam102b	67.937500	697	0	0	0	0	0	0	0	0	177	108	0	0	0	0	105	0
Denr	67.937500	341	0	0	0	0	0	0	0	0	401	81	0	0	0	0	264	0
Cdca7	67.937500	261	0	0	0	0	0	0	0	0	355	119	0	113	0	0	239	0
2900026A02Rik	67.937500	199	0	0	191	0	195	0	0	0	299	72	0	0	0	0	131	0
Vps72	67.875000	397	0	0	0	0	0	0	0	0	317	194	0	0	0	0	178	0
Ube2q1	67.875000	335	0	0	0	0	0	0	0	0	422	102	0	0	0	0	227	0
Pip5k1a	67.875000	397	0	0	0	0	0	0	0	0	317	194	0	0	0	0	178	0
Impdh1	67.875000	478	0	0	0	0	0	0	0	0	316	0	0	123	0	0	169	0
Dedd	67.875000	312	0	0	0	0	0	0	0	0	379	168	0	0	0	0	227	0
Cacul1	67.875000	278	0	0	0	0	0	0	0	0	448	165	0	0	0	0	195	0
Bnip3	67.875000	493	0	0	0	0	0	0	0	0	386	0	0	0	0	0	207	0
Blcap	67.875000	281	0	0	0	0	0	0	0	0	455	160	0	0	0	0	190	0
Zfp964	67.812500	115	0	0	0	0	0	0	0	0	552	101	0	0	0	0	317	0
Usp22	67.812500	236	0	0	0	0	0	0	0	0	405	138	0	0	0	0	306	0
Tsc22d1	67.812500	344	0	0	0	0	0	0	0	0	432	145	0	0	0	0	164	0
Syt11	67.812500	597	0	0	0	0	0	0	0	0	217	0	0	0	0	0	271	0
Rpl11	67.812500	182	0	0	0	0	0	0	0	0	385	104	0	103	0	0	311	0
Prdx6	67.812500	291	0	0	0	0	0	0	0	0	463	94	0	0	0	0	237	0
Gabarapl2	67.812500	259	0	0	0	0	0	0	0	0	418	157	0	0	0	0	251	0
Cracr2a	67.812500	448	0	0	171	0	170	0	0	0	166	0	0	0	0	0	130	0
Akap8l	67.812500	454	0	0	0	0	0	0	0	0	321	193	0	0	0	0	117	0
Ube2l3	67.750000	182	0	0	0	0	0	0	0	0	586	127	0	0	0	0	189	0
Mcm3	67.750000	184	0	0	0	0	0	0	0	0	474	94	0	0	0	0	332	0
Ipo4	67.750000	341	0	0	0	0	0	0	0	0	361	172	0	0	0	0	210	0
Ccsap	67.750000	244	0	0	0	0	0	0	0	0	501	132	0	0	0	0	207	0
Ccdc38	67.750000	756	0	0	0	0	0	0	0	0	160	0	0	0	0	0	168	0
Amdhd1	67.750000	756	0	0	0	0	0	0	0	0	160	0	0	0	0	0	168	0
Add3	67.750000	161	0	0	117	0	117	0	0	0	397	71	0	0	0	0	221	0
Vhl	67.687500	287	0	0	0	0	0	0	0	0	458	98	0	0	0	0	240	0
Tmem184c	67.687500	353	0	0	0	0	0	0	0	0	323	207	0	0	0	0	200	0
Rab44	67.687500	442	0	347	149	0	145	0	0	0	0	0	0	0	0	0	0	0
Prmt5	67.687500	430	0	0	0	0	0	0	0	0	250	221	0	0	0	0	182	0
Phb2	67.687500	391	0	0	0	0	0	0	0	0	492	0	0	0	0	0	200	0
Mon1b	67.687500	243	0	0	0	0	0	0	0	0	400	213	0	0	0	0	227	0
Gm21119	67.687500	205	0	0	0	0	0	0	0	0	435	237	0	0	0	0	206	0
Emg1	67.687500	391	0	0	0	0	0	0	0	0	492	0	0	0	0	0	200	0
Ebp	67.687500	227	0	0	208	0	209	0	0	0	231	0	0	0	0	0	208	0
Dcp2	67.687500	181	0	0	0	0	0	0	0	0	477	153	0	0	0	0	272	0
Celf1	67.687500	243	0	0	0	0	0	0	0	0	500	116	0	0	0	0	224	0
Zscan29	67.625000	509	0	0	0	0	0	0	0	0	261	91	0	0	0	0	221	0
Vezt	67.625000	377	0	0	0	0	0	0	0	0	378	115	0	0	0	0	212	0
Ptpn9	67.625000	366	0	175	0	0	0	0	0	0	285	67	0	0	0	0	189	0
Psmc4	67.625000	254	0	0	0	0	0	0	0	0	348	135	0	0	0	0	345	0
Pld2	67.625000	586	0	0	0	0	0	0	0	0	269	0	0	79	0	0	148	0
Fgd6	67.625000	377	0	0	0	0	0	0	0	0	378	115	0	0	0	0	212	0
Eef1aknmt	67.625000	251	0	0	0	0	0	0	0	0	374	126	0	0	0	0	331	0
Zfp229	67.562500	542	0	0	0	0	0	0	0	0	248	121	0	0	0	0	170	0
Ttc33	67.562500	290	0	0	0	0	0	0	0	0	420	227	0	0	0	0	144	0
Tlk2	67.562500	349	0	67	0	0	0	0	0	0	449	0	0	0	0	0	216	0
Srebf2	67.562500	420	0	0	0	0	0	0	0	0	276	0	0	139	0	0	246	0
Spata7	67.562500	409	0	0	0	0	0	0	0	0	304	130	0	0	0	0	238	0
Nop9	67.562500	417	0	0	0	0	0	0	0	0	466	0	0	0	0	0	198	0
Mrpl34	67.562500	309	0	0	167	0	168	0	0	0	151	110	0	0	0	0	176	0
Kxd1	67.562500	326	0	0	0	0	0	0	0	0	384	184	0	0	0	0	187	0
Fkbp8	67.562500	326	0	0	0	0	0	0	0	0	384	184	0	0	0	0	187	0
Dhrs1	67.562500	417	0	0	0	0	0	0	0	0	466	0	0	0	0	0	198	0
Btbd19	67.562500	365	0	0	0	0	0	0	0	0	245	154	0	0	0	0	317	0
Tysnd1	67.500000	196	0	0	0	0	0	0	0	0	488	220	0	0	0	0	176	0
Tmem134	67.500000	388	0	0	0	0	0	0	0	0	410	110	0	0	0	0	172	0
Sh2d3c	67.500000	440	0	0	320	0	320	0	0	0	0	0	0	0	0	0	0	0
Rnf145	67.500000	469	0	0	0	0	0	0	0	0	372	108	0	0	0	0	131	0
Pold1	67.500000	331	0	0	0	0	0	0	0	0	279	119	0	0	0	0	351	0
Nr1h2	67.500000	331	0	0	0	0	0	0	0	0	279	119	0	0	0	0	351	0
Mif	67.500000	577	0	0	0	0	0	0	0	0	241	167	0	0	0	0	95	0
Lbh	67.500000	310	0	0	199	0	197	0	0	0	119	90	0	0	0	0	165	0
Ehd4	67.500000	308	0	0	0	0	0	0	0	0	430	123	0	0	0	0	219	0
Ctbp1	67.500000	454	0	0	0	0	0	0	0	0	289	0	0	120	0	0	217	0
Agfg2	67.500000	288	0	0	0	0	0	0	0	0	282	181	0	0	0	0	329	0
Ypel2	67.437500	156	0	0	0	0	0	0	0	0	465	0	0	0	0	0	458	0
Rbbp9	67.437500	290	0	120	0	0	0	0	0	0	300	170	0	0	0	0	199	0
Rab11fip1	67.437500	262	0	166	0	0	0	0	0	0	328	109	0	82	0	0	132	0
Nudt1	67.437500	311	0	0	0	211	0	0	0	0	205	153	0	0	0	0	199	0
Mki67	67.437500	279	0	0	0	0	0	0	0	0	433	134	0	0	0	0	233	0
Mapk11	67.437500	711	0	0	184	0	184	0	0	0	0	0	0	0	0	0	0	0
Kcnh1	67.437500	486	0	0	148	0	145	0	0	0	175	0	0	0	0	0	125	0
Hspa2	67.437500	305	0	0	0	0	0	0	0	0	473	130	0	0	0	0	171	0
Bub3	67.437500	207	0	0	0	0	0	0	0	0	434	245	0	0	0	0	193	0
Ankrd28	67.437500	267	0	103	0	0	0	0	0	0	379	167	0	0	0	0	163	0
1700020L24Rik	67.437500	577	0	0	0	0	0	0	0	0	273	0	0	0	0	0	229	0
Srrm2	67.375000	403	0	0	0	0	0	0	0	0	350	144	0	0	0	0	181	0
Sgk3	67.375000	472	0	0	164	0	166	0	0	0	188	0	0	88	0	0	0	0
Luzp1	67.375000	389	0	0	0	0	0	0	0	0	479	0	0	0	0	0	210	0
Vps36	67.312500	611	0	0	0	0	0	0	0	0	283	0	0	0	0	0	183	0
Utp4	67.312500	457	0	0	0	0	0	0	0	0	468	0	0	0	0	0	152	0
Pxn	67.312500	832	0	0	0	0	0	0	0	0	245	0	0	0	0	0	0	0
Derpc	67.312500	457	0	0	0	0	0	0	0	0	468	0	0	0	0	0	152	0
Crcp	67.312500	308	0	0	0	0	0	0	0	0	461	146	0	0	0	0	162	0
Chtf8	67.312500	457	0	0	0	0	0	0	0	0	468	0	0	0	0	0	152	0
Asl	67.312500	308	0	0	0	0	0	0	0	0	461	146	0	0	0	0	162	0
Adrm1	67.312500	401	0	0	138	0	137	0	0	0	304	0	0	0	0	0	97	0
Vamp2	67.250000	512	0	0	0	0	0	0	0	0	331	0	0	0	0	0	233	0
Polk	67.250000	306	0	0	0	0	0	0	0	0	325	154	0	0	0	0	291	0
Nprl2	67.250000	381	0	0	284	0	283	0	0	0	128	0	0	0	0	0	0	0
Nphp1	67.250000	435	0	0	0	0	0	0	0	0	278	209	0	0	0	0	154	0
Mtln	67.250000	435	0	0	0	0	0	0	0	0	278	209	0	0	0	0	154	0
Morn2	67.250000	187	0	0	0	0	0	0	0	0	398	105	0	102	0	0	284	0
Mlf2	67.250000	324	0	0	0	0	0	0	0	0	444	0	0	117	0	0	191	0
Hnrnpd	67.250000	433	0	0	0	0	0	0	0	0	450	0	0	0	0	0	193	0
Gng12	67.250000	595	0	0	0	0	0	0	0	0	270	0	0	0	0	0	211	0
Dhx57	67.250000	187	0	0	0	0	0	0	0	0	398	105	0	102	0	0	284	0
Cyb561d2	67.250000	381	0	0	284	0	283	0	0	0	128	0	0	0	0	0	0	0
Cert1	67.250000	306	0	0	0	0	0	0	0	0	325	154	0	0	0	0	291	0
Asah2	67.250000	525	0	0	275	0	276	0	0	0	0	0	0	0	0	0	0	0
Tpd52l2	67.187500	251	0	0	0	0	0	0	0	0	379	209	0	0	0	0	236	0
Shcbp1	67.187500	156	0	0	138	0	138	0	0	0	274	151	0	0	0	0	218	0
Mllt6	67.187500	313	0	0	167	0	169	0	0	124	120	0	0	0	0	0	182	0
Hoxd10	67.187500	969	0	0	0	0	0	0	0	0	0	0	0	0	0	0	106	0
Hey1	67.187500	377	0	116	0	82	0	0	0	0	252	0	0	0	0	0	248	0
Gab1	67.187500	226	0	0	94	0	94	0	0	0	276	76	0	0	0	0	309	0
Fndc3a	67.187500	627	0	0	0	0	0	0	0	0	222	0	0	0	0	0	226	0
Dek	67.187500	334	0	0	0	0	0	0	0	0	467	100	0	0	0	0	174	0
AW209491	67.187500	419	0	0	0	0	0	0	0	0	346	175	0	0	0	0	135	0
Wee1	67.125000	339	0	0	0	0	0	0	0	0	376	56	0	0	0	0	303	0
Ttc1	67.125000	423	0	0	0	0	0	0	0	0	306	120	0	0	0	0	225	0
Smad5	67.125000	436	0	135	0	0	0	0	0	0	374	0	0	0	0	0	129	0
Scaf1	67.125000	294	0	0	0	0	0	0	0	0	543	237	0	0	0	0	0	0
Rras	67.125000	294	0	0	0	0	0	0	0	0	543	237	0	0	0	0	0	0
Pcmtd2	67.125000	470	0	0	0	0	0	0	0	0	407	197	0	0	0	0	0	0
Fam162a	67.125000	562	0	0	0	0	0	0	0	0	219	145	0	0	0	0	148	0
Ccdc58	67.125000	562	0	0	0	0	0	0	0	0	219	145	0	0	0	0	148	0
Zfp51	67.062500	369	0	0	0	0	0	0	0	0	355	205	0	0	0	0	144	0
Tomm34	67.062500	464	0	0	0	0	0	0	0	0	252	107	0	0	0	0	250	0
Suclg1	67.062500	418	0	0	0	0	0	0	0	0	342	93	0	0	0	0	220	0
Stk4	67.062500	464	0	0	0	0	0	0	0	0	252	107	0	0	0	0	250	0
Rdx	67.062500	432	0	0	0	0	0	0	0	0	491	0	0	0	0	0	150	0
Ntmt1	67.062500	421	0	0	0	0	0	0	0	0	287	154	0	0	0	0	211	0
Ndufs1	67.062500	276	0	0	0	0	0	0	0	0	362	119	0	0	0	0	316	0
Insig1	67.062500	505	0	0	0	0	0	0	0	0	373	0	0	0	0	0	195	0
Hyou1	67.062500	385	0	0	0	0	0	0	0	0	288	104	0	0	0	0	296	0
Eef1b2	67.062500	276	0	0	0	0	0	0	0	0	362	119	0	0	0	0	316	0
Arfgap1	67.062500	317	0	0	0	0	0	0	0	0	282	208	0	0	0	0	266	0
Mpp6	67.000000	265	0	0	221	0	221	0	0	0	226	0	0	0	0	0	139	0
Igsf11	67.000000	655	0	0	0	0	0	0	0	0	274	0	0	0	0	0	143	0
Gtf3a	67.000000	127	0	0	0	0	0	0	0	0	531	224	0	0	0	0	190	0
Cnot2	67.000000	367	0	0	0	0	0	0	0	0	441	123	0	0	0	0	141	0
Atp7b	67.000000	416	0	0	0	0	0	0	0	0	272	188	0	0	0	0	196	0
Alg11	67.000000	416	0	0	0	0	0	0	0	0	272	188	0	0	0	0	196	0
Zfp647	66.937500	517	0	0	0	0	0	0	0	0	383	0	0	0	0	0	171	0
Zbtb39	66.937500	164	0	0	453	0	454	0	0	0	0	0	0	0	0	0	0	0
Tpcn2	66.937500	190	0	0	318	0	316	0	0	0	0	168	0	0	0	0	79	0
Taf7	66.937500	440	0	0	0	0	0	0	0	0	317	125	0	0	0	0	189	0
Rbm27	66.937500	315	0	0	0	0	0	0	0	0	332	160	0	0	0	0	264	0
Rab8b	66.937500	361	0	0	0	0	0	0	0	0	336	152	0	0	0	0	222	0
Pip4k2b	66.937500	344	0	0	0	0	0	0	0	0	337	78	0	0	0	0	312	0
Pde12	66.937500	248	0	0	0	0	0	0	0	0	329	149	0	0	0	0	345	0
P2rx1	66.937500	408	0	0	275	0	274	0	0	0	0	0	0	0	0	0	114	0
Ndnf	66.937500	150	0	0	222	0	222	0	0	0	210	0	0	0	0	0	267	0
Kbtbd6	66.937500	313	0	0	0	93	0	0	0	0	295	83	0	0	0	0	287	0
Eri3	66.937500	339	0	0	0	0	0	0	0	0	414	90	0	0	0	0	228	0
Ccdc102a	66.937500	256	0	0	137	0	137	0	0	172	177	0	0	0	0	0	192	0
Timm13	66.875000	212	0	0	117	0	117	0	0	0	346	158	0	0	0	0	120	0
Stim1	66.875000	167	0	0	0	0	0	0	0	0	477	110	0	0	0	0	316	0
Spryd4	66.875000	595	0	0	0	0	0	0	0	0	262	213	0	0	0	0	0	0
Nop58	66.875000	316	0	0	0	0	0	0	0	0	383	143	0	0	0	0	228	0
Nol6	66.875000	195	0	0	0	0	0	0	0	0	323	377	0	0	0	0	175	0
Lin7b	66.875000	370	0	0	0	0	0	0	0	165	290	0	0	0	0	0	245	0
Grsf1	66.875000	541	0	0	0	0	0	0	0	0	424	105	0	0	0	0	0	0
Asxl1	66.875000	431	0	0	0	0	0	0	0	0	481	0	0	0	0	0	158	0
Rpl34-ps1	66.812500	440	0	0	0	0	0	0	0	0	372	120	0	0	0	0	137	0
Rpl34	66.812500	440	0	0	0	0	0	0	0	0	372	120	0	0	0	0	137	0
Rab5a	66.812500	306	0	0	0	0	0	0	0	0	420	143	0	0	0	0	200	0
Prodh	66.812500	557	0	0	0	0	0	0	0	0	287	0	0	0	0	0	225	0
Pgm1	66.812500	371	0	143	0	0	0	0	0	0	281	114	0	0	0	0	160	0
Med25	66.812500	381	0	0	0	0	0	0	0	0	276	184	0	83	0	0	145	0
Fuz	66.812500	381	0	0	0	0	0	0	0	0	276	184	0	83	0	0	145	0
Ccnb2	66.812500	304	0	0	0	0	0	0	0	0	421	116	0	0	0	0	228	0
Akna	66.812500	454	0	0	208	0	207	0	0	0	0	0	0	0	0	0	200	0
Uggt2	66.750000	348	0	0	0	0	0	0	0	0	277	108	0	0	0	0	335	0
Tmbim6	66.750000	183	0	129	0	0	0	0	0	0	374	208	0	0	0	0	174	0
Tlcd3a	66.750000	197	0	0	0	0	0	0	0	0	394	0	0	0	0	0	477	0
Selenok	66.750000	328	0	0	0	0	0	0	0	0	332	166	0	0	0	0	242	0
Lactb	66.750000	301	0	0	0	0	0	0	0	0	443	102	0	0	0	0	222	0
Kdm2a	66.750000	426	0	0	0	0	0	0	0	0	333	73	0	0	0	0	236	0
Hsdl1	66.750000	467	0	0	0	0	0	0	0	0	277	193	0	0	0	0	131	0
Ercc4	66.750000	236	0	0	0	0	0	0	0	0	385	150	0	0	0	0	297	0
Eif1ad	66.750000	189	0	0	0	0	0	0	0	0	532	162	0	0	0	0	185	0
Dusp10	66.750000	330	0	0	0	0	0	0	0	0	335	117	0	110	0	0	176	0
Dnaaf1	66.750000	467	0	0	0	0	0	0	0	0	277	193	0	0	0	0	131	0
Ctnnbl1	66.750000	290	0	0	0	0	0	0	0	0	318	247	0	0	0	0	213	0
Banf1	66.750000	189	0	0	0	0	0	0	0	0	532	162	0	0	0	0	185	0
Acp6	66.750000	155	0	231	0	0	0	0	0	0	381	92	0	0	0	0	209	0
1700056E22Rik	66.750000	330	0	0	0	0	0	0	0	0	335	117	0	110	0	0	176	0
Rbm14	66.687500	282	0	0	0	0	0	0	0	0	352	215	0	0	0	0	218	0
Msi2	66.687500	351	0	0	0	0	0	0	0	0	426	0	0	97	0	0	193	0
Gm21992	66.687500	282	0	0	0	0	0	0	0	0	352	215	0	0	0	0	218	0
Etfa	66.687500	272	0	0	0	0	0	0	0	0	380	86	0	0	0	0	329	0
Creb3l2	66.687500	303	0	0	0	0	0	0	0	0	422	101	0	0	0	0	241	0
Bhlhe40	66.687500	609	0	0	0	0	0	0	0	0	165	103	0	0	0	0	190	0
Ankrd11	66.687500	294	0	0	0	162	0	0	0	0	249	131	0	0	0	0	231	0
Rab22a	66.625000	456	0	0	0	0	0	0	0	0	313	93	0	0	0	0	204	0
Meiob	66.625000	476	0	0	0	0	0	0	0	0	311	0	0	0	0	0	279	0
Eea1	66.625000	253	0	0	0	0	0	0	0	0	565	0	0	0	0	0	248	0
Cox6c	66.625000	189	0	0	0	0	0	0	0	0	427	208	0	0	0	0	242	0
Clcn7	66.625000	328	0	0	0	0	0	0	0	0	255	161	0	0	0	0	322	0
Scamp1	66.562500	384	0	0	0	0	0	0	0	0	291	154	0	0	0	0	236	0
Otub2	66.562500	296	0	0	0	0	0	0	0	0	276	127	0	90	0	0	276	0
Eif3d	66.562500	401	0	0	0	0	0	0	0	0	349	120	0	0	0	0	195	0
B4galt3	66.562500	517	0	0	0	0	0	0	0	0	224	169	0	0	0	0	155	0
Ankrd44	66.562500	548	0	120	0	0	0	0	0	0	225	0	0	0	0	0	172	0
Terf2ip	66.500000	329	0	0	0	0	0	0	0	0	409	116	0	0	0	0	210	0
Kars	66.500000	329	0	0	0	0	0	0	0	0	409	116	0	0	0	0	210	0
Fbh1	66.500000	260	0	0	0	0	0	0	0	0	372	212	0	0	0	0	220	0
Ccn1	66.500000	302	0	0	130	0	130	0	0	0	271	100	0	0	0	0	131	0
Bend3	66.500000	641	0	0	0	0	0	0	0	0	332	0	0	0	0	0	91	0
Arl2bp	66.500000	355	0	0	0	0	0	0	0	0	294	104	0	124	0	0	187	0
Ankrd16	66.500000	260	0	0	0	0	0	0	0	0	372	212	0	0	0	0	220	0
1110008P14Rik	66.500000	350	0	0	0	0	0	0	0	0	425	67	0	0	0	0	222	0
Wasf1	66.437500	248	0	0	0	0	0	0	0	0	364	154	0	0	0	0	297	0
Usp1	66.437500	178	0	0	0	0	0	0	0	0	437	228	0	0	0	0	220	0
Ucp2	66.437500	710	0	0	0	0	0	0	0	0	161	0	0	82	0	0	110	0
Tsc2	66.437500	282	0	0	0	0	0	0	0	0	361	104	0	106	0	0	210	0
Trir	66.437500	321	0	0	0	0	0	0	0	0	395	87	0	0	0	0	260	0
Prpsap2	66.437500	264	184	0	0	0	0	0	0	0	281	179	0	0	0	0	155	0
Plekhf1	66.437500	644	0	0	0	0	0	0	0	0	301	0	0	0	0	0	118	0
Nthl1	66.437500	282	0	0	0	0	0	0	0	0	361	104	0	106	0	0	210	0
Mnt	66.437500	454	0	0	0	0	0	0	0	0	288	148	0	0	0	0	173	0
Mmut	66.437500	288	0	0	0	0	0	0	0	0	436	229	0	0	0	0	110	0
Lztr1	66.437500	309	0	0	0	0	0	0	0	0	394	176	0	0	0	0	184	0
Hif1an	66.437500	325	0	0	0	0	0	0	0	0	359	119	0	0	0	0	260	0
Get3	66.437500	321	0	0	0	0	0	0	0	0	395	87	0	0	0	0	260	0
Cenpq	66.437500	288	0	0	0	0	0	0	0	0	436	229	0	0	0	0	110	0
Cdc40	66.437500	248	0	0	0	0	0	0	0	0	364	154	0	0	0	0	297	0
Afap1l1	66.437500	0	0	0	479	0	479	0	0	0	0	0	0	0	0	0	105	0
Trim67	66.375000	564	0	0	0	0	0	0	0	0	221	81	0	0	0	0	196	0
Sirt3	66.375000	433	0	0	0	0	0	0	0	0	295	147	0	0	0	0	187	0
Rcbtb2	66.375000	361	0	0	0	0	0	0	0	0	317	199	0	0	0	0	185	0
Ralb	66.375000	474	0	0	0	0	0	0	0	0	267	135	0	0	0	0	186	0
Rab1b	66.375000	336	0	0	0	0	0	0	0	0	443	149	0	0	0	0	134	0
Psmd13	66.375000	433	0	0	0	0	0	0	0	0	295	147	0	0	0	0	187	0
Pkd2l2	66.375000	666	0	0	0	0	0	0	0	0	279	117	0	0	0	0	0	0
Gpr135	66.375000	606	0	0	0	0	0	0	0	0	225	0	0	0	0	0	231	0
Fam50a	66.375000	521	0	0	0	0	0	0	0	0	248	109	0	0	0	0	184	0
Usp47	66.312500	291	0	0	0	0	0	0	0	0	437	108	0	0	0	0	225	0
Ubtd2	66.312500	376	0	0	0	0	0	0	0	0	380	132	0	0	0	0	173	0
Trappc5	66.312500	494	0	0	0	0	0	0	0	0	143	109	0	0	0	0	315	0
Rps6	66.312500	183	0	181	0	0	0	0	0	0	400	79	0	0	0	0	218	0
Gpatch1	66.312500	195	0	0	0	0	0	0	0	0	449	287	0	0	0	0	130	0
Fcor	66.312500	494	0	0	0	0	0	0	0	0	143	109	0	0	0	0	315	0
Nkiras2	66.250000	334	0	0	0	0	0	0	0	0	348	146	0	0	0	0	232	0
Dnajc7	66.250000	334	0	0	0	0	0	0	0	0	348	146	0	0	0	0	232	0
Cabin1	66.250000	343	0	0	0	0	0	0	0	0	283	111	0	77	0	0	246	0
Tmem242	66.187500	197	0	0	134	0	132	103	0	0	279	0	0	0	0	0	214	0
Tlk1	66.187500	244	0	90	0	0	0	0	0	0	456	0	0	0	0	0	269	0
Slc35b1	66.187500	284	0	0	0	0	0	0	0	0	389	290	0	0	0	0	96	0
Mdm2	66.187500	331	0	0	0	0	0	0	0	0	504	0	0	0	0	0	224	0
Lcor	66.187500	273	0	222	141	0	142	0	0	0	187	0	0	0	0	0	94	0
Btbd1	66.187500	574	0	0	0	0	0	0	0	0	295	0	0	0	0	0	190	0
Aspm	66.187500	316	0	0	0	0	0	0	0	0	325	78	0	0	0	0	340	0
1810013L24Rik	66.187500	485	0	0	0	0	0	0	0	0	270	193	0	0	0	0	111	0
Ubxn2a	66.125000	224	0	161	0	0	0	0	0	0	529	0	0	0	0	0	144	0
Tsc22d2	66.125000	376	0	0	0	0	0	207	0	0	275	0	0	0	0	0	200	0
Simc1	66.125000	267	0	0	0	0	0	0	0	0	388	179	0	0	0	0	224	0
Pcgf3	66.125000	441	0	0	0	0	0	0	0	0	376	94	0	0	0	0	147	0
Med10	66.125000	131	0	0	226	0	229	0	0	0	319	0	0	0	0	0	153	0
Txlna	66.062500	265	0	0	0	0	0	0	0	0	436	132	0	0	0	0	224	0
Tmem39b	66.062500	288	0	0	0	0	0	0	0	0	458	197	0	0	0	0	114	0
Cds2	66.062500	192	0	0	0	0	0	0	0	0	426	114	0	0	0	0	325	0
Afg1l	66.062500	329	0	0	0	0	0	0	0	0	346	124	0	0	0	0	258	0
Aff1	66.062500	363	0	0	0	0	0	0	0	0	523	78	0	0	0	0	93	0
Sra1	66.000000	527	0	0	0	0	0	0	0	0	271	0	0	0	0	0	258	0
Serbp1	66.000000	391	0	0	0	0	0	0	0	0	358	100	0	0	0	0	207	0
Phf23	66.000000	674	0	0	0	0	0	0	0	0	215	0	0	0	0	0	167	0
Mreg	66.000000	369	0	0	117	0	119	0	0	0	295	0	0	0	0	0	156	0
Kif20b	66.000000	241	0	0	0	0	0	0	0	0	438	183	0	0	0	0	194	0
Hk1	66.000000	219	0	0	0	0	0	0	0	0	304	279	0	0	0	0	254	0
Cox14	66.000000	397	0	0	0	0	0	0	0	0	369	100	0	0	0	0	190	0
Ccdc125	66.000000	451	0	0	128	0	130	0	0	0	178	0	0	0	0	0	169	0
Anapc15	66.000000	230	0	0	0	0	0	0	0	0	473	218	0	0	0	0	135	0
Pnrc2	65.937500	354	0	0	0	0	0	0	0	0	223	150	0	114	0	0	214	0
Pdlim7	65.937500	190	0	323	0	0	0	0	0	0	277	120	0	0	0	0	145	0
Pcnt	65.937500	338	0	0	0	0	0	0	0	0	345	128	0	0	0	0	244	0
Mmd	65.937500	335	0	0	0	0	0	0	0	0	279	109	0	0	0	0	332	0
Dag1	65.937500	370	0	0	0	0	0	0	0	0	366	111	0	0	0	0	208	0
Clec2m	65.937500	194	0	0	384	0	383	0	0	0	0	0	0	0	0	0	94	0
Tcof1	65.875000	430	0	0	0	0	0	0	0	0	315	212	0	0	0	0	97	0
Pax3	65.875000	472	0	0	233	0	234	0	0	0	0	0	0	0	0	0	115	0
Mest	65.875000	253	0	0	192	0	192	0	0	0	195	0	120	0	0	0	102	0
Gbp11	65.875000	0	0	0	531	0	523	0	0	0	0	0	0	0	0	0	0	0
Fzd5	65.875000	222	0	0	179	0	179	0	0	0	213	159	0	0	0	0	102	0
Fntb	65.875000	113	0	0	0	0	0	0	0	0	409	379	0	0	0	0	153	0
Ddhd1	65.875000	494	0	0	0	0	0	0	0	0	322	0	0	0	0	0	238	0
BC024063	65.875000	335	0	0	0	0	0	0	0	0	321	0	0	0	0	0	398	0
Retreg1	65.812500	377	0	0	0	0	0	0	0	0	356	91	0	94	0	0	135	0
Gpcpd1	65.812500	517	0	0	0	0	0	0	0	0	321	0	0	0	0	0	215	0
Gm5165	65.812500	311	0	0	130	0	131	0	0	0	103	82	0	0	0	0	296	0
Cbr4	65.812500	245	0	0	0	0	0	0	0	0	372	208	0	0	0	0	228	0
Zmpste24	65.750000	349	0	0	107	0	107	0	0	0	235	119	0	0	0	0	135	0
Urod	65.750000	173	0	0	0	412	0	0	0	0	162	85	0	0	0	0	220	0
Rps15a	65.750000	268	0	0	0	0	0	0	0	0	435	157	0	0	0	0	192	0
