Target_genes	Nfatc2|Average	SRX667873|Dendritic_Cells	SRX21547799|ILC2	SRX21547800|ILC2	SRX21547801|ILC2	SRX21547802|ILC2	SRX21547803|ILC2	SRX21547804|ILC2	SRX12418835|Myofibers	SRX12418836|Myofibers	SRX12418837|Myofibers	SRX12418838|Myofibers	SRX24004260|Th2_Cells	STRING
Scyl1	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
N4bp2	15.500000	0	0	0	0	0	67	119	0	0	0	0	0	0
Il17a	15.500000	0	0	0	0	0	101	85	0	0	0	0	0	0
Hspa8	15.500000	0	0	0	0	0	0	186	0	0	0	0	0	0
Ddx23	15.500000	186	0	0	0	0	0	0	0	0	0	0	0	0
Ddc	15.500000	0	0	0	0	0	0	0	0	0	0	0	186	0
Casp2	15.500000	0	0	0	0	90	0	96	0	0	0	0	0	0
Aak1	15.500000	186	0	0	0	0	0	0	0	0	0	0	0	0
Rnf149	15.416667	185	0	0	0	0	0	0	0	0	0	0	0	0
Rgs9	15.416667	185	0	0	0	0	0	0	0	0	0	0	0	0
Gng2	15.416667	0	0	0	0	0	0	185	0	0	0	0	0	0
Clec2m	15.416667	185	0	0	0	0	0	0	0	0	0	0	0	0
BC052040	15.416667	185	0	0	0	0	0	0	0	0	0	0	0	0
Zfp384	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Zbtb21	15.333333	0	0	0	0	0	0	110	0	0	0	0	74	0
Tmem273	15.333333	0	0	0	0	76	0	108	0	0	0	0	0	0
Smurf1	15.333333	0	0	0	0	0	93	91	0	0	0	0	0	0
Sec24a	15.333333	0	0	0	0	0	0	90	0	0	0	0	94	0
Sco1	15.333333	0	0	0	0	0	89	0	0	0	0	0	95	0
Sar1b	15.333333	0	0	0	0	0	0	90	0	0	0	0	94	0
Rcbtb2	15.333333	184	0	0	0	0	0	0	0	0	0	0	0	0
Nlrc4	15.333333	184	0	0	0	0	0	0	0	0	0	0	0	0
Klhl5	15.333333	184	0	0	0	0	0	0	0	0	0	0	0	0
Eif5a	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Cpeb2	15.333333	0	0	0	0	0	0	184	0	0	0	0	0	0
Adprm	15.333333	0	0	0	0	0	89	0	0	0	0	0	95	0
A930018P22Rik	15.333333	0	0	0	0	66	0	118	0	0	0	0	0	0
Yars	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Wdr48	15.250000	0	0	0	0	0	0	112	0	0	0	0	71	0
Tom1	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Stam	15.250000	0	0	0	0	0	0	0	0	0	0	0	183	0
Slc2a6	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
S100pbp	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Pdlim5	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Ndst1	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Irgm1	15.250000	0	0	0	0	0	68	115	0	0	0	0	0	0
Fam76b	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Cep57	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Atox1	15.250000	183	0	0	0	0	0	0	0	0	0	0	0	0
Utf1	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Sirpa	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Rela	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Pcbp1	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Mcrs1	15.166667	0	0	0	0	84	0	98	0	0	0	0	0	0
Itch	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Ism2	15.166667	0	0	0	0	0	0	182	0	0	0	0	0	0
Il15	15.166667	0	0	0	0	74	0	108	0	0	0	0	0	0
Hsd3b7	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Adora2b	15.166667	182	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb20	15.083333	0	0	0	0	0	0	181	0	0	0	0	0	0
Samd8	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Runx1	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Rin3	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Pparg	15.083333	0	0	0	0	0	97	84	0	0	0	0	0	0
H3c3	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
H3c2	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
H2bc3	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
H2ac4	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Gpsm1	15.083333	0	0	0	0	0	61	120	0	0	0	0	0	0
Dusp13	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Capza1	15.083333	181	0	0	0	0	0	0	0	0	0	0	0	0
Adar	15.083333	0	0	0	0	0	0	0	0	0	0	0	181	0
Tle4	15.000000	0	0	0	0	75	105	0	0	0	0	0	0	0
Srsf12	15.000000	0	0	0	0	0	0	0	0	0	0	0	180	0
Lalba	15.000000	180	0	0	0	0	0	0	0	0	0	0	0	0
Gm5148	15.000000	0	0	0	0	0	84	96	0	0	0	0	0	0
Flot2	15.000000	180	0	0	0	0	0	0	0	0	0	0	0	0
Dhrs13	15.000000	180	0	0	0	0	0	0	0	0	0	0	0	0
Ptk2b	14.916667	0	0	0	0	0	91	88	0	0	0	0	0	0
Oasl2	14.916667	179	0	0	0	0	0	0	0	0	0	0	0	0
Nudt15	14.916667	179	0	0	0	0	0	0	0	0	0	0	0	0
Gns	14.916667	179	0	0	0	0	0	0	0	0	0	0	0	0
9930111J21Rik2	14.916667	0	0	0	0	0	0	0	0	0	0	0	179	0
9930111J21Rik1	14.916667	0	0	0	0	0	0	0	0	0	0	0	179	0
Zc3h7a	14.833333	178	0	0	0	0	0	0	0	0	0	0	0	0
Tnfaip8	14.833333	178	0	0	0	0	0	0	0	0	0	0	0	0
Tgfbr1	14.833333	178	0	0	0	0	0	0	0	0	0	0	0	0
Slc38a2	14.833333	0	0	0	0	0	0	178	0	0	0	0	0	0
Gstp2	14.833333	0	0	0	0	0	0	178	0	0	0	0	0	0
Csgalnact2	14.833333	178	0	0	0	0	0	0	0	0	0	0	0	0
Arid5a	14.833333	178	0	0	0	0	0	0	0	0	0	0	0	0
Szrd1	14.750000	177	0	0	0	0	0	0	0	0	0	0	0	0
Rab29	14.750000	177	0	0	0	0	0	0	0	0	0	0	0	0
Calhm6	14.750000	177	0	0	0	0	0	0	0	0	0	0	0	0
Bicdl1	14.750000	0	0	0	0	0	0	0	0	0	0	0	177	0
Tpr	14.666667	176	0	0	0	0	0	0	0	0	0	0	0	0
Snx9	14.666667	0	0	0	0	0	0	0	0	0	0	0	176	0
Rims2	14.666667	176	0	0	0	0	0	0	0	0	0	0	0	0
Ppp1r9b	14.666667	176	0	0	0	0	0	0	0	0	0	0	0	0
Nfkbil1	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Ece1	14.666667	0	0	0	0	0	0	0	0	0	0	0	176	0
Casr	14.666667	176	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v1g2	14.666667	0	0	0	0	0	0	176	0	0	0	0	0	0
Vpreb1	14.583333	175	0	0	0	0	0	0	0	0	0	0	0	0
Top3b	14.583333	175	0	0	0	0	0	0	0	0	0	0	0	0
Igll1	14.583333	175	0	0	0	0	0	0	0	0	0	0	0	0
Ube2a	14.500000	0	0	0	0	0	88	86	0	0	0	0	0	0
Scn2b	14.500000	174	0	0	0	0	0	0	0	0	0	0	0	0
Patl2	14.500000	0	0	0	0	0	0	0	0	0	0	0	174	0
Numa1	14.500000	0	0	0	0	0	0	174	0	0	0	0	0	0
Insig1	14.500000	174	0	0	0	0	0	0	0	0	0	0	0	0
Cd40lg	14.500000	0	0	0	0	0	95	79	0	0	0	0	0	0
Pnpla6	14.416667	0	0	0	0	0	65	108	0	0	0	0	0	0
Ms4a4a	14.416667	173	0	0	0	0	0	0	0	0	0	0	0	0
Mfap4	14.416667	0	0	0	0	0	0	173	0	0	0	0	0	0
Ina	14.333333	172	0	0	0	0	0	0	0	0	0	0	0	0
Cop1	14.333333	0	0	0	0	82	0	90	0	0	0	0	0	0
Unc13d	14.250000	171	0	0	0	0	0	0	0	0	0	0	0	0
Ube2q2	14.250000	171	0	0	0	0	0	0	0	0	0	0	0	0
Rhoh	14.250000	171	0	0	0	0	0	0	0	0	0	0	0	0
Ly6c1	14.250000	0	0	0	0	0	0	171	0	0	0	0	0	0
Grb2	14.250000	171	0	0	0	0	0	0	0	0	0	0	0	0
Frrs1	14.250000	171	0	0	0	0	0	0	0	0	0	0	0	0
Desi2	14.250000	0	0	0	0	0	0	0	0	0	0	0	171	0
Thap12	14.166667	170	0	0	0	0	0	0	0	0	0	0	0	0
Pde7a	14.166667	0	0	0	0	0	0	82	0	0	0	0	88	0
Hexim2	14.166667	170	0	0	0	0	0	0	0	0	0	0	0	0
Hbegf	14.166667	170	0	0	0	0	0	0	0	0	0	0	0	0
Anxa2	14.166667	170	0	0	0	0	0	0	0	0	0	0	0	0
Tdrd12	14.083333	169	0	0	0	0	0	0	0	0	0	0	0	0
Rnf24	14.083333	169	0	0	0	0	0	0	0	0	0	0	0	0
Ldlrad1	14.083333	169	0	0	0	0	0	0	0	0	0	0	0	0
Lbr	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Eif4a1	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Dcaf15	14.083333	0	0	0	0	0	0	169	0	0	0	0	0	0
Arl8b	14.083333	169	0	0	0	0	0	0	0	0	0	0	0	0
Slc35f5	14.000000	168	0	0	0	0	0	0	0	0	0	0	0	0
Sgms2	14.000000	0	0	0	0	0	0	0	0	0	0	0	168	0
Ptdss2	14.000000	168	0	0	0	0	0	0	0	0	0	0	0	0
Fhdc1	14.000000	168	0	0	0	0	0	0	0	0	0	0	0	0
Creb1	14.000000	0	0	0	0	0	0	168	0	0	0	0	0	0
Ccnd3	14.000000	0	0	0	0	0	0	168	0	0	0	0	0	0
Atmin	14.000000	0	0	0	0	0	0	73	0	0	0	0	95	0
Wfs1	13.916667	0	0	0	0	0	65	102	0	0	0	0	0	0
Tnnc1	13.916667	0	0	0	0	0	0	167	0	0	0	0	0	0
Smim14	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Rwdd1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Phyhd1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Pa2g4	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Nisch	13.916667	0	0	0	0	0	0	167	0	0	0	0	0	0
Ltbp4	13.916667	0	0	0	0	0	0	167	0	0	0	0	0	0
Gtsf1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Anxa1	13.916667	167	0	0	0	0	0	0	0	0	0	0	0	0
Stom	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Secisbp2	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Rnf224	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Rnf208	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Rgs1	13.833333	0	0	0	0	0	0	77	0	0	0	0	89	0
Klk1b1	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Cysrt1	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Cks2	13.833333	0	0	0	0	0	0	166	0	0	0	0	0	0
Ccr3	13.833333	166	0	0	0	0	0	0	0	0	0	0	0	0
Shroom3	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Paip2b	13.750000	0	0	0	0	0	68	97	0	0	0	0	0	0
Inhba	13.750000	0	0	0	0	0	0	0	0	0	0	0	165	0
Hspa12b	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Ercc2	13.750000	0	0	0	0	0	0	165	0	0	0	0	0	0
Cacng1	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Armc3	13.750000	165	0	0	0	0	0	0	0	0	0	0	0	0
Trp53bp1	13.666667	0	0	0	0	0	70	94	0	0	0	0	0	0
Snrpc	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Sf3b2	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Serpina3g	13.666667	0	0	0	0	0	92	72	0	0	0	0	0	0
Serpina3f	13.666667	0	0	0	0	0	92	72	0	0	0	0	0	0
Rnf141	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Pigbos1	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Pigb	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Gpr3	13.666667	0	0	0	0	0	0	164	0	0	0	0	0	0
Fundc2	13.666667	0	0	0	0	74	90	0	0	0	0	0	0	0
F8	13.666667	0	0	0	0	74	90	0	0	0	0	0	0	0
Bid	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Abcb4	13.666667	164	0	0	0	0	0	0	0	0	0	0	0	0
Zdhhc5	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Slc17a6	13.583333	0	0	0	0	0	0	0	0	0	0	0	163	0
Sik1	13.583333	0	0	0	0	0	0	0	0	0	0	0	163	0
Pvr	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Nfrkb	13.583333	0	0	0	0	0	0	163	0	0	0	0	0	0
Lsr	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
H2-Q10	13.583333	0	0	0	0	0	0	0	0	0	0	0	163	0
Fam187b	13.583333	163	0	0	0	0	0	0	0	0	0	0	0	0
Tiparp	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Klrd1	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Git1	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Fchsd1	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Fam166b	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Dtnbp1	13.500000	0	0	0	0	0	77	85	0	0	0	0	0	0
Dpf2	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Dcakd	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Cnot1	13.500000	0	0	0	0	0	0	162	0	0	0	0	0	0
Bmf	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Bcl7b	13.500000	162	0	0	0	0	0	0	0	0	0	0	0	0
Tmem171	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Pik3ap1	13.416667	0	0	0	0	0	62	99	0	0	0	0	0	0
Olfr1418	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Ncaph	13.416667	0	0	0	0	0	0	74	0	0	0	0	87	0
Fntb	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Clk1	13.416667	161	0	0	0	0	0	0	0	0	0	0	0	0
Bicral	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Acat1	13.416667	0	0	0	0	0	0	161	0	0	0	0	0	0
Tmprss13	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Slc25a39	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Sema7a	13.333333	0	0	0	0	0	0	0	0	0	0	0	160	0
Rtcb	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Hexb	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Cep72	13.333333	160	0	0	0	0	0	0	0	0	0	0	0	0
Trim12c	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Slc36a3	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Mob3b	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Man2a1	13.250000	0	0	0	0	0	0	107	0	0	0	0	52	0
Il16	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Ercc1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Dlx4	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
D17H6S53E	13.250000	0	0	0	0	0	0	159	0	0	0	0	0	0
Bcl2l1	13.250000	159	0	0	0	0	0	0	0	0	0	0	0	0
Sugt1	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
Rapgef6	13.166667	0	0	0	0	0	0	158	0	0	0	0	0	0
Nop53	13.166667	0	0	0	0	0	0	0	0	0	0	0	158	0
Lbhd1	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Ints5	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Dram2	13.166667	0	0	0	0	0	0	86	0	0	0	0	72	0
Cept1	13.166667	0	0	0	0	0	0	86	0	0	0	0	72	0
1810009A15Rik	13.166667	158	0	0	0	0	0	0	0	0	0	0	0	0
Zfp956	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Washc3	13.083333	0	0	0	0	0	76	81	0	0	0	0	0	0
Trnp1	13.083333	0	0	0	0	0	0	157	0	0	0	0	0	0
Stk31	13.083333	0	0	0	0	0	0	157	0	0	0	0	0	0
Ncapg	13.083333	0	0	0	0	0	0	157	0	0	0	0	0	0
Gm38510	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Fgf1	13.083333	157	0	0	0	0	0	0	0	0	0	0	0	0
Cfap43	13.083333	0	0	0	0	0	0	157	0	0	0	0	0	0
Acpp	13.083333	0	0	0	0	0	75	82	0	0	0	0	0	0
Ccne1	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	401
Tmem259	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Tfpt	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Rundc1	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Rpp25	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Ptges3l	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Prpf31	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Prkcq	13.000000	0	0	0	0	0	0	0	0	0	0	0	156	0
Otulinl	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Olfr1226	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Il18bp	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Elf2	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Dync1i2	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Cnn2	13.000000	0	0	0	0	0	0	156	0	0	0	0	0	0
Card10	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0c	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Amdhd2	13.000000	156	0	0	0	0	0	0	0	0	0	0	0	0
Zmiz2	12.916667	155	0	0	0	0	0	0	0	0	0	0	0	0
Zbtb22	12.916667	155	0	0	0	0	0	0	0	0	0	0	0	0
Tapbp	12.916667	155	0	0	0	0	0	0	0	0	0	0	0	0
Septin11	12.916667	0	0	0	0	0	66	89	0	0	0	0	0	0
Olfr459	12.916667	0	0	0	0	0	0	0	0	0	0	0	155	0
Mef2b	12.916667	155	0	0	0	0	0	0	0	0	0	0	0	0
Bcl2a1a	12.916667	155	0	0	0	0	0	0	0	0	0	0	0	0
Abhd17b	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
1110059E24Rik	12.916667	0	0	0	0	0	0	155	0	0	0	0	0	0
Ctla4	12.833333	0	0	0	0	0	0	0	0	0	0	0	154	495
Wdr81	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Txlna	12.833333	154	0	0	0	0	0	0	0	0	0	0	0	0
Trim30a	12.833333	154	0	0	0	0	0	0	0	0	0	0	0	0
Rnf11	12.833333	0	0	0	0	0	0	0	0	0	0	0	154	0
Parp14	12.833333	154	0	0	0	0	0	0	0	0	0	0	0	0
Nr4a1	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Lta4h	12.833333	0	0	0	0	0	61	93	0	0	0	0	0	0
Gpx1	12.833333	154	0	0	0	0	0	0	0	0	0	0	0	0
Cdk13	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Ccdc177	12.833333	154	0	0	0	0	0	0	0	0	0	0	0	0
Anapc11	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Alyref	12.833333	0	0	0	0	0	0	154	0	0	0	0	0	0
Stard10	12.750000	0	0	0	0	0	0	0	0	0	0	0	153	0
Rnf166	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Rcn2	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Med27	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Il1a	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Ctu2	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Csf2rb2	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Coro1b	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Ccnb1	12.750000	0	0	0	0	0	0	0	0	0	0	0	153	0
Akap6	12.750000	153	0	0	0	0	0	0	0	0	0	0	0	0
Zfp638	12.666667	0	0	0	0	0	0	0	0	0	0	0	152	0
Slfn2	12.666667	152	0	0	0	0	0	0	0	0	0	0	0	0
Sh3kbp1	12.666667	152	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb6a	12.666667	0	0	0	0	0	0	0	0	0	0	0	152	0
Ripk1	12.666667	0	0	0	0	0	0	0	0	0	0	0	152	0
Hdlbp	12.666667	0	0	0	0	0	0	0	0	0	0	0	152	0
Fbxo25	12.666667	152	0	0	0	0	0	0	0	0	0	0	0	0
Rdm1	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
Pxk	12.583333	151	0	0	0	0	0	0	0	0	0	0	0	0
Nfe2l1	12.583333	0	0	0	0	0	75	76	0	0	0	0	0	0
Men1	12.583333	0	0	0	0	0	0	151	0	0	0	0	0	0
Elk4	12.583333	0	0	0	0	0	0	78	0	0	0	0	73	0
Dclre1b	12.583333	0	0	0	0	0	0	0	0	0	0	0	151	0
Ap4b1	12.583333	0	0	0	0	0	0	0	0	0	0	0	151	0
Ubxn11	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Prkag2	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Plxdc2	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Numb	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Nckipsd	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Klre1	12.500000	0	0	0	0	0	0	0	0	0	0	0	150	0
Ier3ip1	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Hexim1	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Gm5431	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Fis1	12.500000	150	0	0	0	0	0	0	0	0	0	0	0	0
Cd52	12.500000	0	0	0	0	0	0	150	0	0	0	0	0	0
Tubb5	12.416667	149	0	0	0	0	0	0	0	0	0	0	0	0
Selenom	12.416667	0	0	0	0	0	0	149	0	0	0	0	0	0
Rsbn1	12.416667	0	0	0	0	0	0	0	0	0	0	0	149	0
Ripor1	12.416667	149	0	0	0	0	0	0	0	0	0	0	0	0
Nat8f4	12.416667	149	0	0	0	0	0	0	0	0	0	0	0	0
Mdc1	12.416667	149	0	0	0	0	0	0	0	0	0	0	0	0
Atp6v0d2	12.416667	0	0	0	0	0	0	0	0	0	0	0	149	0
Acap2	12.416667	0	0	0	0	0	0	149	0	0	0	0	0	0
Zmynd8	12.333333	148	0	0	0	0	0	0	0	0	0	0	0	0
Vps25	12.333333	148	0	0	0	0	0	0	0	0	0	0	0	0
Oaz1	12.333333	0	0	0	0	0	0	148	0	0	0	0	0	0
Gm10634	12.333333	148	0	0	0	0	0	0	0	0	0	0	0	0
Gabpb2	12.333333	148	0	0	0	0	0	0	0	0	0	0	0	0
Dok3	12.333333	148	0	0	0	0	0	0	0	0	0	0	0	0
Ahdc1	12.333333	0	0	0	0	0	0	0	0	0	0	0	148	0
Tbc1d9b	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Rida	12.250000	0	0	0	0	0	147	0	0	0	0	0	0	0
Pop1	12.250000	0	0	0	0	0	147	0	0	0	0	0	0	0
Mpp2	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Izumo1r	12.250000	0	0	0	0	0	0	0	0	0	0	0	147	0
Fmnl3	12.250000	147	0	0	0	0	0	0	0	0	0	0	0	0
Exoc1	12.250000	0	0	0	0	82	65	0	0	0	0	0	0	0
Ckb	12.250000	147	0	0	0	0	0	0	0	0	0	0	0	0
Atoh8	12.250000	147	0	0	0	0	0	0	0	0	0	0	0	0
4932438H23Rik	12.250000	0	0	0	0	0	0	147	0	0	0	0	0	0
Ttll5	12.166667	0	0	0	0	0	0	0	0	0	0	0	146	0
Tmem219	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Nipal1	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Kctd13	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Iyd	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Erg28	12.166667	0	0	0	0	0	0	0	0	0	0	0	146	0
Cnga1	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Cfap126	12.166667	0	0	0	0	0	0	146	0	0	0	0	0	0
Rttn	12.083333	0	0	0	0	0	0	145	0	0	0	0	0	0
Npat	12.083333	0	0	0	0	0	0	0	0	0	0	0	145	0
Med4	12.083333	0	0	0	0	0	0	145	0	0	0	0	0	0
Klri2	12.083333	145	0	0	0	0	0	0	0	0	0	0	0	0
Klhl12	12.083333	145	0	0	0	0	0	0	0	0	0	0	0	0
Icosl	12.083333	145	0	0	0	0	0	0	0	0	0	0	0	0
Atm	12.083333	0	0	0	0	0	0	0	0	0	0	0	145	0
Zfyve9	12.000000	0	0	0	0	0	0	0	0	0	0	0	144	0
Zfp52	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Yy1	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Trim17	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Sln	12.000000	0	0	0	0	0	0	0	0	0	0	0	144	0
Siglece	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Nuak2	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Mvd	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
H3f4	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Ffar4	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Eps8	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Defb20	12.000000	144	0	0	0	0	0	0	0	0	0	0	0	0
Cnot6l	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Bard1	12.000000	0	0	0	0	0	0	144	0	0	0	0	0	0
Sel1l	11.916667	143	0	0	0	0	0	0	0	0	0	0	0	0
Sall2	11.916667	143	0	0	0	0	0	0	0	0	0	0	0	0
Pura	11.916667	143	0	0	0	0	0	0	0	0	0	0	0	0
Bmpr2	11.916667	0	0	0	0	0	0	143	0	0	0	0	0	0
Sucnr1	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Spindoc	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Slc15a4	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Serpinb7	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Samsn1	11.833333	0	0	0	0	0	0	142	0	0	0	0	0	0
Psmd4	11.833333	0	0	0	0	0	0	142	0	0	0	0	0	0
Olfr1511	11.833333	142	0	0	0	0	0	0	0	0	0	0	0	0
Zfp334	11.750000	0	0	0	0	0	0	0	0	0	0	0	141	0
Tmigd3	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
Tmcc1	11.750000	141	0	0	0	0	0	0	0	0	0	0	0	0
