Target_genes	Erf|Average	SRX2871267|ES_cells	SRX2871268|ES_cells	SRX2871269|ES_cells	SRX2871270|ES_cells	SRX2871271|ES_cells	SRX2871272|ES_cells	SRX209937|MEF	SRX209938|MEF	SRX2796981|Prostate_organoids	SRX2796982|Prostate_organoids	SRX2796983|Prostate_organoids	SRX2796984|Prostate_organoids	SRX2796985|Prostate_organoids	SRX2796986|Prostate_organoids	SRX2796987|Prostate_organoids	SRX2796988|Prostate_organoids	STRING
Plat	22.062500	0	0	0	0	0	0	0	0	184	169	0	0	0	0	0	0	0
Pask	22.062500	0	0	0	0	0	0	216	0	137	0	0	0	0	0	0	0	0
Ncoa3	22.062500	0	0	0	0	0	0	0	0	168	123	0	62	0	0	0	0	0
Il17rc	22.062500	0	0	0	0	0	0	0	0	220	133	0	0	0	0	0	0	0
H2bc22	22.062500	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0
H2ac22	22.062500	0	0	0	0	0	0	353	0	0	0	0	0	0	0	0	0	0
Gemin4	22.062500	0	0	0	0	0	0	0	0	186	89	0	78	0	0	0	0	0
Ganc	22.062500	0	0	0	0	0	0	0	0	228	125	0	0	0	0	0	0	0
Dbil5	22.062500	0	0	0	0	0	0	0	0	186	89	0	78	0	0	0	0	0
Blm	22.062500	0	0	0	0	0	0	208	0	145	0	0	0	0	0	0	0	0
Zfp764	22.000000	0	0	0	0	0	0	0	0	129	118	0	105	0	0	0	0	0
Usp32	22.000000	0	0	0	0	0	0	0	0	233	119	0	0	0	0	0	0	0
Tm2d3	22.000000	0	0	0	0	0	0	0	0	203	149	0	0	0	0	0	0	0
Tex30	22.000000	0	0	0	0	0	0	0	0	223	129	0	0	0	0	0	0	0
Stfa3	22.000000	0	0	0	0	0	0	0	0	190	162	0	0	0	0	0	0	0
Msl2	22.000000	0	0	0	0	0	0	0	0	231	121	0	0	0	0	0	0	0
Itpkb	22.000000	0	0	0	0	0	0	0	0	205	147	0	0	0	0	0	0	0
Gtf3c1	22.000000	0	0	0	0	0	0	0	0	203	149	0	0	0	0	0	0	0
Fank1	22.000000	0	0	0	0	0	0	0	0	175	177	0	0	0	0	0	0	0
F2rl1	22.000000	0	0	0	0	0	0	0	0	200	152	0	0	0	0	0	0	0
D430042O09Rik	22.000000	0	0	0	0	0	0	0	0	203	149	0	0	0	0	0	0	0
Zc3h7b	21.937500	0	0	0	0	0	0	0	0	131	101	0	119	0	0	0	0	0
Vapa	21.937500	0	0	0	0	0	0	97	0	164	90	0	0	0	0	0	0	0
Ubn1	21.937500	0	0	0	0	0	0	224	0	127	0	0	0	0	0	0	0	0
Stard3	21.937500	0	0	0	0	0	0	0	0	271	80	0	0	0	0	0	0	0
Psen2	21.937500	0	0	0	0	0	0	0	0	244	107	0	0	0	0	0	0	0
Mthfd1l	21.937500	0	0	0	0	0	0	143	0	208	0	0	0	0	0	0	0	0
Mios	21.937500	0	0	0	0	0	0	0	0	248	103	0	0	0	0	0	0	0
Glyr1	21.937500	0	0	0	0	0	0	224	0	127	0	0	0	0	0	0	0	0
Cadm4	21.937500	0	0	0	0	0	0	0	0	192	159	0	0	0	0	0	0	0
Arhgef40	21.937500	0	0	0	0	0	0	249	0	102	0	0	0	0	0	0	0	0
Anxa7	21.937500	0	0	0	0	0	0	0	0	245	106	0	0	0	0	0	0	0
Akap9	21.937500	0	0	0	0	0	0	0	0	225	0	126	0	0	0	0	0	0
Usp2	21.875000	0	0	0	0	0	0	0	0	236	114	0	0	0	0	0	0	0
Ttc9	21.875000	0	0	0	0	0	0	0	0	205	145	0	0	0	0	0	0	0
Tdrd7	21.875000	0	0	0	0	0	0	0	0	188	162	0	0	0	0	0	0	0
Pyurf	21.875000	0	0	0	0	0	0	0	0	183	167	0	0	0	0	0	0	0
Pwwp3a	21.875000	0	0	0	0	0	0	0	0	193	157	0	0	0	0	0	0	0
Mfsd5	21.875000	0	0	0	0	0	0	0	0	231	119	0	0	0	0	0	0	0
Llgl1	21.875000	0	0	0	0	0	0	0	0	192	158	0	0	0	0	0	0	0
Cox6b2	21.875000	0	0	0	0	0	0	204	146	0	0	0	0	0	0	0	0	0
Arhgef16	21.875000	0	0	0	0	0	0	0	0	178	172	0	0	0	0	0	0	0
AW549877	21.875000	0	0	0	0	0	0	91	0	162	97	0	0	0	0	0	0	0
Vars	21.812500	0	0	0	0	0	0	119	0	138	0	0	92	0	0	0	0	0
Usp49	21.812500	0	0	0	0	0	0	0	0	230	119	0	0	0	0	0	0	0
Smtn	21.812500	0	0	0	0	0	0	224	0	125	0	0	0	0	0	0	0	0
Osbpl8	21.812500	0	0	0	0	0	0	0	0	201	148	0	0	0	0	0	0	0
Kdsr	21.812500	0	0	0	0	0	0	0	0	262	0	0	87	0	0	0	0	0
Itgbl1	21.812500	0	0	0	0	0	0	0	0	251	98	0	0	0	0	0	0	0
Egr2	21.812500	0	0	0	0	0	0	214	0	135	0	0	0	0	0	0	0	0
Egr1	21.812500	0	0	0	0	0	0	240	0	109	0	0	0	0	0	0	0	0
Egln2	21.812500	0	0	0	0	0	0	0	0	181	98	0	70	0	0	0	0	0
D17H6S56E-5	21.812500	0	0	0	0	0	0	119	0	138	0	0	92	0	0	0	0	0
Zfp653	21.750000	0	0	0	0	0	0	0	0	214	134	0	0	0	0	0	0	0
Zc3hav1l	21.750000	0	0	0	0	0	0	0	0	161	187	0	0	0	0	0	0	0
Tm9sf4	21.750000	0	0	0	0	0	0	0	0	245	103	0	0	0	0	0	0	0
Serpinb10	21.750000	0	0	0	0	0	0	0	0	141	67	0	140	0	0	0	0	0
Rpl14	21.750000	0	0	0	0	0	0	0	0	183	165	0	0	0	0	0	0	0
Pwwp2b	21.750000	0	0	0	0	0	0	0	0	180	168	0	0	0	0	0	0	0
Ppp2r2a	21.750000	0	0	0	0	0	0	207	0	141	0	0	0	0	0	0	0	0
Pip5k1c	21.750000	0	0	0	0	0	0	0	0	195	153	0	0	0	0	0	0	0
Ntf5	21.750000	0	0	0	0	0	0	0	0	172	176	0	0	0	0	0	0	0
Npc1	21.750000	0	0	0	0	0	0	0	0	175	173	0	0	0	0	0	0	0
Magohb	21.750000	0	0	0	0	0	0	216	0	132	0	0	0	0	0	0	0	0
Guca1a	21.750000	0	0	0	0	0	0	0	0	243	105	0	0	0	0	0	0	0
Gsr	21.750000	0	0	0	0	0	0	0	0	239	109	0	0	0	0	0	0	0
Fgr	21.750000	0	0	0	0	0	0	168	0	180	0	0	0	0	0	0	0	0
Fam162a	21.750000	0	0	0	0	0	0	99	0	138	111	0	0	0	0	0	0	0
Celf1	21.750000	0	0	0	0	0	0	0	0	250	98	0	0	0	0	0	0	0
Ccdc58	21.750000	0	0	0	0	0	0	99	0	138	111	0	0	0	0	0	0	0
Trim14	21.687500	0	0	0	0	0	0	0	0	131	142	0	74	0	0	0	0	0
Tjp1	21.687500	0	0	0	0	0	0	0	0	199	148	0	0	0	0	0	0	0
Tex38	21.687500	0	0	0	0	0	0	0	0	144	111	0	92	0	0	0	0	0
Nr2c2	21.687500	0	0	0	0	0	0	0	0	178	169	0	0	0	0	0	0	0
Ikbkb	21.687500	0	0	0	0	0	0	0	0	197	150	0	0	0	0	0	0	0
E130308A19Rik	21.687500	0	0	0	0	0	0	0	0	163	105	0	79	0	0	0	0	0
Atpaf1	21.687500	0	0	0	0	0	0	0	0	144	111	0	92	0	0	0	0	0
Akr1b3	21.687500	0	0	0	0	0	0	0	0	153	85	0	109	0	0	0	0	0
Tmem165	21.625000	0	0	0	0	0	0	0	0	142	121	0	83	0	0	0	0	0
Tmem120a	21.625000	0	0	0	0	0	0	135	0	211	0	0	0	0	0	0	0	0
Slc6a6	21.625000	0	0	0	0	0	0	0	0	236	110	0	0	0	0	0	0	0
Scarb1	21.625000	0	0	0	0	0	0	0	0	192	154	0	0	0	0	0	0	0
Nrg1	21.625000	0	0	0	0	0	0	0	0	162	184	0	0	0	0	0	0	0
Gm5148	21.625000	0	0	0	0	0	0	0	0	209	137	0	0	0	0	0	0	0
Epn3	21.625000	0	0	0	0	0	0	0	0	215	131	0	0	0	0	0	0	0
Eef1e1	21.625000	0	0	0	0	0	0	0	0	124	108	0	114	0	0	0	0	0
E130311K13Rik	21.625000	0	0	0	0	0	0	0	0	206	140	0	0	0	0	0	0	0
Dynll1	21.625000	0	0	0	0	0	0	0	0	94	135	0	117	0	0	0	0	0
Arrb2	21.625000	0	0	0	0	0	0	0	0	175	171	0	0	0	0	0	0	0
Txndc17	21.562500	0	0	0	0	0	0	196	0	149	0	0	0	0	0	0	0	0
Tepsin	21.562500	0	0	0	0	0	0	0	0	208	137	0	0	0	0	0	0	0
Slc27a4	21.562500	0	0	0	0	0	0	0	0	236	109	0	0	0	0	0	0	0
Rpp21	21.562500	0	118	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0
Pgbd1	21.562500	0	0	0	0	0	0	246	0	99	0	0	0	0	0	0	0	0
Ndufaf8	21.562500	0	0	0	0	0	0	0	0	208	137	0	0	0	0	0	0	0
Gramd2	21.562500	0	0	0	0	0	0	0	0	222	123	0	0	0	0	0	0	0
Gmeb2	21.562500	0	0	0	0	0	0	0	0	202	143	0	0	0	0	0	0	0
Fkbp3	21.562500	0	0	0	0	0	0	0	0	203	142	0	0	0	0	0	0	0
Fcrlb	21.562500	0	0	0	0	0	0	345	0	0	0	0	0	0	0	0	0	0
Fbxl22	21.562500	0	0	0	0	0	0	0	0	229	116	0	0	0	0	0	0	0
Fancm	21.562500	0	0	0	0	0	0	0	0	203	142	0	0	0	0	0	0	0
Fam83b	21.562500	0	0	0	0	0	0	0	0	196	149	0	0	0	0	0	0	0
Evx1	21.562500	0	345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Dnajc3	21.562500	0	0	0	0	0	0	0	0	161	114	0	70	0	0	0	0	0
Dlgap5	21.562500	0	0	0	0	0	0	0	0	203	142	0	0	0	0	0	0	0
Cdca7l	21.562500	0	0	0	0	0	0	0	0	208	137	0	0	0	0	0	0	0
Abhd14b	21.562500	0	0	0	0	0	0	0	0	229	116	0	0	0	0	0	0	0
Abhd14a	21.562500	0	0	0	0	0	0	0	0	229	116	0	0	0	0	0	0	0
4933427D14Rik	21.562500	0	0	0	0	0	0	196	0	149	0	0	0	0	0	0	0	0
Zyx	21.500000	0	0	0	0	0	0	171	0	173	0	0	0	0	0	0	0	0
Zfp507	21.500000	0	0	0	0	0	0	0	0	145	91	0	108	0	0	0	0	0
Tmem170b	21.500000	0	0	0	0	0	0	0	0	212	132	0	0	0	0	0	0	0
Tmem170	21.500000	0	0	0	0	0	0	0	0	214	130	0	0	0	0	0	0	0
Tmc5	21.500000	0	0	0	0	0	0	0	0	201	143	0	0	0	0	0	0	0
Pik3c2a	21.500000	0	0	0	0	0	0	155	0	189	0	0	0	0	0	0	0	0
Mpv17	21.500000	0	0	0	0	0	0	0	0	241	0	0	103	0	0	0	0	0
Mark3	21.500000	0	0	0	0	0	0	0	0	191	153	0	0	0	0	0	0	0
Lipg	21.500000	0	0	0	0	0	0	0	0	194	150	0	0	0	0	0	0	0
Faxc	21.500000	0	0	0	0	0	0	0	0	157	98	0	89	0	0	0	0	0
Cacnb3	21.500000	0	0	0	0	0	0	0	0	223	121	0	0	0	0	0	0	0
2010003K11Rik	21.500000	0	0	0	0	0	0	0	0	206	138	0	0	0	0	0	0	0
Zbtb10	21.437500	0	0	0	0	0	0	212	0	131	0	0	0	0	0	0	0	0
Ssr3	21.437500	0	0	0	0	0	0	123	0	220	0	0	0	0	0	0	0	0
Snai3	21.437500	0	0	0	0	0	0	0	0	190	153	0	0	0	0	0	0	0
Siglece	21.437500	0	0	0	0	0	0	0	0	162	0	0	181	0	0	0	0	0
Rlf	21.437500	0	0	0	0	0	0	0	0	189	154	0	0	0	0	0	0	0
Mtmr12	21.437500	0	0	0	0	0	0	0	0	201	142	0	0	0	0	0	0	0
Mtarc2	21.437500	0	0	0	0	0	0	0	0	195	148	0	0	0	0	0	0	0
Fiz1	21.437500	0	0	0	0	0	0	0	0	199	144	0	0	0	0	0	0	0
Birc5	21.437500	0	0	0	0	0	0	173	0	170	0	0	0	0	0	0	0	0
Zfr	21.375000	0	0	0	0	0	0	0	0	210	132	0	0	0	0	0	0	0
Rrm2	21.375000	0	0	0	0	0	0	0	0	242	100	0	0	0	0	0	0	0
Phf1	21.375000	0	0	0	0	0	0	133	0	123	86	0	0	0	0	0	0	0
Ndufc1	21.375000	0	0	0	0	0	0	0	0	179	163	0	0	0	0	0	0	0
Mfap3l	21.375000	0	0	0	0	0	0	0	0	194	148	0	0	0	0	0	0	0
Kri1	21.375000	0	0	0	0	0	0	175	0	167	0	0	0	0	0	0	0	0
Itm2c	21.375000	0	0	0	0	0	0	0	0	182	160	0	0	0	0	0	0	0
Gm527	21.375000	0	0	0	0	0	0	0	0	218	124	0	0	0	0	0	0	0
Fat2	21.375000	0	0	0	0	0	0	0	0	194	148	0	0	0	0	0	0	0
Dnah6	21.375000	0	0	0	0	0	0	0	0	196	146	0	0	0	0	0	0	0
Cdkn2d	21.375000	0	0	0	0	0	0	175	0	167	0	0	0	0	0	0	0	0
Brpf1	21.375000	0	0	0	0	0	0	0	0	222	120	0	0	0	0	0	0	0
Alkbh5	21.375000	0	0	0	0	0	0	160	0	182	0	0	0	0	0	0	0	0
Adgrg1	21.375000	0	0	0	0	0	0	98	0	149	95	0	0	0	0	0	0	0
9930021J03Rik	21.375000	0	0	0	0	0	0	0	0	249	93	0	0	0	0	0	0	0
Zbed4	21.312500	0	0	0	0	0	0	0	0	166	175	0	0	0	0	0	0	0
Tnfaip8	21.312500	0	0	0	0	0	0	0	0	210	131	0	0	0	0	0	0	0
Rac2	21.312500	0	341	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Pisd	21.312500	0	0	0	0	0	0	0	0	174	167	0	0	0	0	0	0	0
Osmr	21.312500	0	0	0	0	0	0	204	0	137	0	0	0	0	0	0	0	0
Mob3b	21.312500	0	0	0	0	0	0	0	0	199	142	0	0	0	0	0	0	0
Cdk5r1	21.312500	0	0	0	0	0	0	0	0	208	133	0	0	0	0	0	0	0
Bmp6	21.312500	0	0	0	0	0	0	0	0	190	151	0	0	0	0	0	0	0
Arid5a	21.312500	0	0	0	0	0	0	0	0	178	163	0	0	0	0	0	0	0
Ap1m2	21.312500	0	0	0	0	0	0	0	0	206	135	0	0	0	0	0	0	0
Aebp2	21.312500	0	0	0	0	0	0	0	0	163	178	0	0	0	0	0	0	0
Zmym4	21.250000	0	0	0	0	0	0	0	0	137	115	0	88	0	0	0	0	0
Zkscan4	21.250000	0	0	0	0	0	0	218	0	122	0	0	0	0	0	0	0	0
Ywhaq	21.250000	0	0	0	0	0	0	0	0	186	154	0	0	0	0	0	0	0
Srprb	21.250000	0	0	0	0	0	0	0	0	173	167	0	0	0	0	0	0	0
Scd1	21.250000	0	96	0	0	0	0	174	0	70	0	0	0	0	0	0	0	0
Rs1	21.250000	0	0	0	0	0	0	0	0	198	142	0	0	0	0	0	0	0
Rexo2	21.250000	0	0	0	0	0	0	227	0	113	0	0	0	0	0	0	0	0
Ppfia3	21.250000	0	0	0	0	0	0	0	0	216	124	0	0	0	0	0	0	0
Nr2c2ap	21.250000	0	0	0	0	0	0	0	0	247	93	0	0	0	0	0	0	0
Maml1	21.250000	0	0	0	0	0	0	0	0	190	150	0	0	0	0	0	0	0
Lin7b	21.250000	0	0	0	0	0	0	0	0	216	124	0	0	0	0	0	0	0
Lad1	21.250000	0	0	0	0	0	0	0	0	240	100	0	0	0	0	0	0	0
H1f8	21.250000	0	0	0	0	0	0	257	0	83	0	0	0	0	0	0	0	0
Fnbp1	21.250000	0	0	0	0	0	0	0	0	142	97	0	101	0	0	0	0	0
Eif4ebp2	21.250000	0	0	0	0	0	0	0	0	226	114	0	0	0	0	0	0	0
Cmtr1	21.250000	0	0	0	0	0	0	0	0	213	127	0	0	0	0	0	0	0
Btbd1	21.250000	0	0	0	0	0	0	0	0	214	126	0	0	0	0	0	0	0
Atp2b1	21.250000	0	0	0	0	0	0	0	0	185	155	0	0	0	0	0	0	0
Rrp1b	21.187500	0	0	0	0	0	0	0	0	187	152	0	0	0	0	0	0	0
Pptc7	21.187500	0	0	0	0	0	0	0	0	213	126	0	0	0	0	0	0	0
Pigk	21.187500	0	0	0	0	0	0	64	0	160	115	0	0	0	0	0	0	0
Osgepl1	21.187500	0	0	0	0	0	0	0	0	206	133	0	0	0	0	0	0	0
Ltv1	21.187500	0	0	0	0	0	0	0	0	211	128	0	0	0	0	0	0	0
Hsf2bp	21.187500	0	0	0	0	0	0	0	0	187	152	0	0	0	0	0	0	0
Diablo	21.187500	0	0	0	0	0	0	0	0	258	81	0	0	0	0	0	0	0
Depdc1b	21.187500	0	0	0	0	0	0	167	0	172	0	0	0	0	0	0	0	0
Dazap2	21.187500	0	0	0	0	0	0	0	0	171	168	0	0	0	0	0	0	0
D16Ertd472e	21.187500	0	0	0	0	0	0	0	0	197	142	0	0	0	0	0	0	0
Cdkn1b	21.187500	0	0	0	0	0	0	0	0	203	136	0	0	0	0	0	0	0
Ccdc34	21.187500	0	0	0	0	0	0	0	0	191	148	0	0	0	0	0	0	0
Ccdc130	21.187500	0	0	0	0	0	0	0	0	251	88	0	0	0	0	0	0	0
Alg1	21.187500	0	0	0	0	0	0	0	0	249	90	0	0	0	0	0	0	0
Akr1a1	21.187500	0	0	0	0	0	0	82	0	123	134	0	0	0	0	0	0	0
Akap6	21.187500	0	0	0	0	0	0	0	0	174	165	0	0	0	0	0	0	0
Ttll1	21.125000	0	0	0	0	0	0	0	0	187	151	0	0	0	0	0	0	0
Otud1	21.125000	0	0	0	0	0	0	0	0	207	131	0	0	0	0	0	0	0
Nsmce3	21.125000	0	0	0	0	0	0	0	0	181	157	0	0	0	0	0	0	0
Nmi	21.125000	0	0	0	0	0	0	0	0	229	109	0	0	0	0	0	0	0
Gramd1c	21.125000	0	0	0	0	0	0	0	0	229	109	0	0	0	0	0	0	0
Evc2	21.125000	0	0	0	0	0	0	226	0	112	0	0	0	0	0	0	0	0
Evc	21.125000	0	0	0	0	0	0	226	0	112	0	0	0	0	0	0	0	0
Elf4	21.125000	0	0	0	0	0	0	226	0	112	0	0	0	0	0	0	0	0
Atp2c1	21.125000	0	0	0	0	0	0	0	0	225	113	0	0	0	0	0	0	0
Zc3h12c	21.062500	0	0	0	0	0	0	0	0	166	80	0	91	0	0	0	0	0
Rap1a	21.062500	0	0	0	0	0	0	0	0	141	196	0	0	0	0	0	0	0
Ptpra	21.062500	0	0	0	0	0	0	0	0	227	110	0	0	0	0	0	0	0
Otx1	21.062500	0	0	0	0	0	0	0	0	215	122	0	0	0	0	0	0	0
Olfr1342	21.062500	0	337	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Mpp7	21.062500	0	0	0	0	0	0	195	0	142	0	0	0	0	0	0	0	0
Lsm10	21.062500	0	0	0	0	0	0	253	0	0	84	0	0	0	0	0	0	0
Lbh	21.062500	0	0	0	0	0	0	109	0	115	113	0	0	0	0	0	0	0
Grhl2	21.062500	0	0	0	0	0	0	0	0	174	95	0	68	0	0	0	0	0
Grhl1	21.062500	0	0	0	0	0	0	0	0	204	133	0	0	0	0	0	0	0
Gm11563	21.062500	0	0	0	0	0	0	0	0	205	132	0	0	0	0	0	0	0
Cldn12	21.062500	0	0	0	0	0	0	0	0	200	137	0	0	0	0	0	0	0
Cdh13	21.062500	0	0	0	0	0	0	196	0	141	0	0	0	0	0	0	0	0
9530077C05Rik	21.062500	0	0	0	0	0	0	0	0	210	127	0	0	0	0	0	0	0
Zdhhc23	21.000000	0	0	0	0	0	0	0	0	174	162	0	0	0	0	0	0	0
Slc44a2	21.000000	0	0	0	0	0	0	0	0	188	148	0	0	0	0	0	0	0
Rad21	21.000000	0	0	0	0	0	0	0	0	178	158	0	0	0	0	0	0	0
Nop9	21.000000	0	0	0	0	0	0	0	0	176	160	0	0	0	0	0	0	0
Ltbp4	21.000000	0	0	0	0	0	0	0	0	189	147	0	0	0	0	0	0	0
Erich1	21.000000	0	0	0	0	0	0	142	0	194	0	0	0	0	0	0	0	0
Dhrs1	21.000000	0	0	0	0	0	0	0	0	176	160	0	0	0	0	0	0	0
Zmynd19	20.937500	0	0	0	0	0	0	0	0	152	183	0	0	0	0	0	0	0
Zbtb11	20.937500	0	0	0	0	0	0	220	0	115	0	0	0	0	0	0	0	0
Xylt2	20.937500	0	0	0	0	0	0	0	0	215	120	0	0	0	0	0	0	0
Usp1	20.937500	0	0	0	0	0	0	156	0	179	0	0	0	0	0	0	0	0
Tmem205	20.937500	0	0	0	0	0	0	109	0	226	0	0	0	0	0	0	0	0
Slc6a9	20.937500	0	0	0	0	0	0	0	0	183	152	0	0	0	0	0	0	0
S100a9	20.937500	0	0	0	0	0	0	0	0	160	175	0	0	0	0	0	0	0
Prss35	20.937500	0	0	0	0	0	0	173	0	162	0	0	0	0	0	0	0	0
Ppp3cc	20.937500	0	0	0	0	0	0	0	0	137	198	0	0	0	0	0	0	0
Ndufaf4	20.937500	0	0	0	0	0	0	0	0	207	128	0	0	0	0	0	0	0
Msl3	20.937500	0	0	0	0	0	0	173	0	162	0	0	0	0	0	0	0	0
Ccdc159	20.937500	0	0	0	0	0	0	109	0	226	0	0	0	0	0	0	0	0
Ankrd39	20.937500	0	0	0	0	0	0	0	0	213	122	0	0	0	0	0	0	0
Zfyve26	20.875000	0	0	0	0	0	0	111	0	108	115	0	0	0	0	0	0	0
Wipf2	20.875000	0	0	0	0	0	0	0	0	187	147	0	0	0	0	0	0	0
Triobp	20.875000	0	0	0	0	0	0	0	0	185	149	0	0	0	0	0	0	0
Tnp2	20.875000	0	0	0	0	0	0	0	0	184	150	0	0	0	0	0	0	0
Socs1	20.875000	0	0	0	0	0	0	0	0	184	150	0	0	0	0	0	0	0
Retreg1	20.875000	0	0	0	0	0	0	0	0	219	115	0	0	0	0	0	0	0
Rbl2	20.875000	0	0	0	0	0	0	0	0	195	0	0	139	0	0	0	0	0
Rbks	20.875000	0	0	0	0	0	0	0	0	187	147	0	0	0	0	0	0	0
Rad51b	20.875000	0	0	0	0	0	0	111	0	108	115	0	0	0	0	0	0	0
Rab14	20.875000	0	0	0	0	0	0	210	0	124	0	0	0	0	0	0	0	0
Prm3	20.875000	0	0	0	0	0	0	0	0	184	150	0	0	0	0	0	0	0
Plpp1	20.875000	0	144	0	0	0	0	0	0	190	0	0	0	0	0	0	0	0
Nphp1	20.875000	0	0	0	0	0	0	107	0	227	0	0	0	0	0	0	0	0
Ncoa7	20.875000	0	0	0	0	0	0	0	0	201	133	0	0	0	0	0	0	0
Mtln	20.875000	0	0	0	0	0	0	107	0	227	0	0	0	0	0	0	0	0
Mst1r	20.875000	0	0	0	0	0	0	0	0	268	66	0	0	0	0	0	0	0
Keap1	20.875000	0	0	0	0	0	0	0	0	153	100	0	81	0	0	0	0	0
Gm2115	20.875000	0	0	0	0	0	0	0	0	219	0	0	115	0	0	0	0	0
Gldc	20.875000	0	0	0	0	0	0	0	0	219	115	0	0	0	0	0	0	0
Ehf	20.875000	0	0	0	0	0	0	0	0	221	113	0	0	0	0	0	0	0
Cdc42ep1	20.875000	0	0	0	0	0	0	0	0	190	144	0	0	0	0	0	0	0
Babam2	20.875000	0	0	0	0	0	0	0	0	187	147	0	0	0	0	0	0	0
Arid1b	20.875000	0	0	0	0	0	0	0	0	225	109	0	0	0	0	0	0	0
Zw10	20.812500	0	0	0	0	0	0	0	0	127	115	0	91	0	0	0	0	0
Wdr47	20.812500	0	0	0	0	0	0	0	0	187	146	0	0	0	0	0	0	0
Ptk2	20.812500	0	0	0	0	0	0	0	0	174	159	0	0	0	0	0	0	0
Plekhg5	20.812500	0	0	0	0	0	0	0	0	226	107	0	0	0	0	0	0	0
Orai1	20.812500	0	0	0	0	0	0	0	0	191	142	0	0	0	0	0	0	0
Ing1	20.812500	0	0	0	0	0	0	0	0	333	0	0	0	0	0	0	0	0
Gm15056	20.812500	0	0	0	0	0	0	0	0	208	125	0	0	0	0	0	0	0
Abraxas2	20.812500	0	0	0	0	0	0	150	0	183	0	0	0	0	0	0	0	0
Poglut2	20.750000	0	0	0	0	0	0	218	0	114	0	0	0	0	0	0	0	0
Nfe2l2	20.750000	0	0	0	0	0	0	219	0	113	0	0	0	0	0	0	0	0
Nap1l4	20.750000	0	0	0	0	0	0	195	0	137	0	0	0	0	0	0	0	0
L2hgdh	20.750000	0	0	0	0	0	0	0	0	233	99	0	0	0	0	0	0	0
Ibtk	20.750000	0	0	0	0	0	0	0	0	175	74	0	83	0	0	0	0	0
Hk1	20.750000	0	0	0	0	0	0	225	0	107	0	0	0	0	0	0	0	0
H4c6	20.750000	0	0	0	0	0	0	108	0	120	0	0	104	0	0	0	0	0
H1f3	20.750000	0	0	0	0	0	0	108	0	120	0	0	104	0	0	0	0	0
Fancl	20.750000	0	0	0	0	0	0	107	0	144	81	0	0	0	0	0	0	0
Dmac2l	20.750000	0	0	0	0	0	0	0	0	233	99	0	0	0	0	0	0	0
Bivm	20.750000	0	0	0	0	0	0	218	0	114	0	0	0	0	0	0	0	0
Stox1	20.687500	0	0	0	0	0	0	0	0	198	133	0	0	0	0	0	0	0
Spry1	20.687500	0	0	0	0	0	0	0	0	214	117	0	0	0	0	0	0	0
Slc30a6	20.687500	0	0	0	0	0	0	0	0	245	86	0	0	0	0	0	0	0
Sft2d2	20.687500	0	0	0	0	0	0	0	0	177	154	0	0	0	0	0	0	0
Rbm15b	20.687500	0	0	0	0	0	0	0	0	200	131	0	0	0	0	0	0	0
Paqr8	20.687500	0	0	0	0	0	0	124	0	126	81	0	0	0	0	0	0	0
Nras	20.687500	0	0	0	0	0	0	0	0	215	0	0	116	0	0	0	0	0
Ngf	20.687500	0	0	0	0	0	0	0	0	205	126	0	0	0	0	0	0	0
Mctp1	20.687500	0	0	0	0	0	0	115	0	216	0	0	0	0	0	0	0	0
Manf	20.687500	0	0	0	0	0	0	0	0	200	131	0	0	0	0	0	0	0
Kbtbd3	20.687500	0	0	0	0	0	0	0	0	180	151	0	0	0	0	0	0	0
Gprc5a	20.687500	0	0	0	0	0	0	0	0	244	87	0	0	0	0	0	0	0
Commd8	20.687500	0	0	0	0	0	0	0	0	221	110	0	0	0	0	0	0	0
Ciart	20.687500	0	0	0	0	0	0	0	0	235	96	0	0	0	0	0	0	0
Cdk13	20.687500	0	0	0	0	0	0	91	0	134	106	0	0	0	0	0	0	0
Aasdhppt	20.687500	0	0	0	0	0	0	0	0	180	151	0	0	0	0	0	0	0
Washc5	20.625000	0	0	0	0	0	0	0	0	194	136	0	0	0	0	0	0	0
Tm7sf3	20.625000	0	0	0	0	0	0	0	0	220	110	0	0	0	0	0	0	0
Tent4b	20.625000	0	0	0	0	0	0	0	0	202	128	0	0	0	0	0	0	0
Rnf168	20.625000	0	0	0	0	0	0	0	0	185	145	0	0	0	0	0	0	0
Nsmce2	20.625000	0	0	0	0	0	0	0	0	194	136	0	0	0	0	0	0	0
Milr1	20.625000	0	0	0	0	0	0	330	0	0	0	0	0	0	0	0	0	0
Mill2	20.625000	0	0	0	0	0	0	107	0	223	0	0	0	0	0	0	0	0
Dlec1	20.625000	0	0	0	0	0	0	99	0	155	76	0	0	0	0	0	0	0
Dennd4c	20.625000	0	0	0	0	0	0	0	0	99	123	0	108	0	0	0	0	0
Cwf19l1	20.625000	0	0	0	0	0	0	0	0	223	107	0	0	0	0	0	0	0
Copg1	20.625000	0	0	0	0	0	0	0	0	208	122	0	0	0	0	0	0	0
Ckap5	20.625000	0	0	0	0	0	0	0	0	224	106	0	0	0	0	0	0	0
Ap1s1	20.625000	0	0	0	0	0	0	0	0	210	120	0	0	0	0	0	0	0
